2015-06-25-21 48 21.632	-0.5605469 2.114853 6.249817
2015-06-25-21 48 21.637	-0.6081543 2.0981903 6.493805
2015-06-25-21 48 21.644	-0.7497864 2.146988 7.032959
2015-06-25-21 48 21.648	-0.7497864 2.146988 7.032959
2015-06-25-21 48 21.652	-0.8295288 2.0934296 7.2019653
2015-06-25-21 48 21.657	-0.94854736 2.0601044 7.5161743
2015-06-25-21 48 21.662	-0.97473145 2.083908 7.867279
2015-06-25-21 48 21.668	-1.0532837 2.1422272 8.175537
2015-06-25-21 48 21.673	-1.0782776 2.2029266 8.530212
2015-06-25-21 48 21.678	-1.0687561 2.2719574 8.798004
2015-06-25-21 48 21.683	-1.0818481 2.2160187 8.895599
2015-06-25-21 48 21.689	-1.1675415 2.1815033 9.044373
2015-06-25-21 48 21.693	-1.2746582 2.2267303 9.1467285
2015-06-25-21 48 21.698	-1.3532104 2.211258 9.320496
2015-06-25-21 48 21.703	-1.3496399 2.2600555 9.301453
2015-06-25-21 48 21.708	-1.491272 2.2600555 9.301453
2015-06-25-21 48 21.713	-1.5722046 2.3433685 9.235992
2015-06-25-21 48 21.719	-1.6793213 2.411209 9.194336
2015-06-25-21 48 21.725	-1.7507324 2.4504852 8.989624
2015-06-25-21 48 21.729	-1.703125 2.4671478 8.7742
2015-06-25-21 48 21.733	-1.7066956 2.5730743 8.548065
2015-06-25-21 48 21.738	-1.638855 2.6623383 8.445709
2015-06-25-21 48 21.743	-1.6091003 2.7039948 8.351685
2015-06-25-21 48 21.749	-1.6091003 2.7170868 8.32193
2015-06-25-21 48 21.753	-1.5055542 2.7301788 8.31955
2015-06-25-21 48 21.758	-1.5567322 2.8111115 8.45166
2015-06-25-21 48 21.764	-1.5888672 2.8563385 8.617096
2015-06-25-21 48 21.769	-1.517456 2.9384613 8.765869
2015-06-25-21 48 21.773	-1.453186 2.9503632 8.76944
2015-06-25-21 48 21.779	-1.3091736 3.0503387 8.887268
2015-06-25-21 48 21.785	-1.1984863 3.039627 8.868225
2015-06-25-21 48 21.790	-1.0663757 3.0289154 8.9027405
2015-06-25-21 48 21.795	-0.7890625 2.9479828 8.983673
2015-06-25-21 48 21.799	-0.779541 3.0312958 9.105072
2015-06-25-21 48 21.804	-0.71765137 3.070572 9.209808
2015-06-25-21 48 21.809	-0.62124634 3.0848541 9.419281
2015-06-25-21 48 21.814	-0.58792114 3.1134186 9.500214
2015-06-25-21 48 21.819	-0.5581665 3.0598602 9.614471
2015-06-25-21 48 21.824	-0.5105591 3.039627 9.648987
2015-06-25-21 48 21.829	-0.4915161 3.090805 9.772766
2015-06-25-21 48 21.835	-0.53079224 3.1384125 9.981049
2015-06-25-21 48 21.840	-0.51174927 3.1836395 10.266693
2015-06-25-21 48 21.845	-0.5093689 3.18721 10.383331
2015-06-25-21 48 21.849	-0.52127075 3.2014923 10.738007
2015-06-25-21 48 21.854	-0.368927 3.1753082 10.959381
2015-06-25-21 48 21.859	-0.1546936 3.2014923 11.095062
2015-06-25-21 48 21.864	-0.013061523 3.2431488 11.266449
2015-06-25-21 48 21.870	0.07858276 3.2562408 11.2057495
2015-06-25-21 48 21.874	0.125 3.2276764 11.191467
