2015-06-30-09 58 33.948	1.2461548 0.061782837 9.086029
2015-06-30-09 58 33.954	0.9569397 0.41407776 8.605194
2015-06-30-09 58 33.957	1.0711975 0.58070374 8.307648
2015-06-30-09 58 33.963	1.2342529 0.76875305 8.070801
2015-06-30-09 58 33.968	1.3830261 0.90919495 7.758972
2015-06-30-09 58 33.972	1.504425 1.0758209 7.3626404
2015-06-30-09 58 33.978	1.5068054 1.1627045 6.866333
2015-06-30-09 58 33.983	1.4984741 1.1460419 6.4604797
2015-06-30-09 58 33.988	1.5056152 1.3543243 6.236725
2015-06-30-09 58 33.993	1.5258484 1.4519196 6.366455
2015-06-30-09 58 33.998	1.4949036 1.4376373 6.65567
2015-06-30-09 58 34.003	1.6020203 1.5269012 6.9913025
2015-06-30-09 58 34.009	1.6924744 1.6863861 7.449524
2015-06-30-09 58 34.013	1.79245 1.8613434 7.885132
2015-06-30-09 58 34.018	1.5377502 1.9541779 8.493317
2015-06-30-09 58 34.023	1.0331116 2.057724 9.134827
2015-06-30-09 58 34.028	0.8414917 2.050583 9.240753
2015-06-30-09 58 34.035	0.55822754 1.8315887 9.387146
2015-06-30-09 58 34.039	0.2809143 1.6399689 9.364532
2015-06-30-09 58 34.043	-0.049957275 1.5435638 9.363342
2015-06-30-09 58 34.048	-0.14755249 1.4876251 9.163391
2015-06-30-09 58 34.054	-0.039245605 1.5971222 8.777771
2015-06-30-09 58 34.060	0.13214111 1.7375641 8.601624
2015-06-30-09 58 34.064	0.42016602 1.8577728 8.695648
2015-06-30-09 58 34.069	0.8022156 1.9398956 8.815857
2015-06-30-09 58 34.073	1.183075 1.878006 9.070557
2015-06-30-09 58 34.080	1.2830505 1.8054047 9.2621765
2015-06-30-09 58 34.084	1.2878113 1.781601 9.235992
2015-06-30-09 58 34.088	1.0497742 1.7685089 9.243134
2015-06-30-09 58 34.093	0.9069519 1.7518463 9.332397
2015-06-30-09 58 34.100	0.5879822 1.7994537 9.631134
2015-06-30-09 58 34.104	0.355896 1.7423248 10.136963
2015-06-30-09 58 34.108	0.2321167 1.7589874 10.604706
2015-06-30-09 58 34.113	0.17974854 1.6697235 10.920105
2015-06-30-09 58 34.119	0.0059814453 1.6173553 11.2378845
2015-06-30-09 58 34.124	0.09881592 1.5328522 11.653259
2015-06-30-09 58 34.130	0.30233765 1.3924103 11.897247
2015-06-30-09 58 34.134	0.35827637 1.1912689 12.063873
2015-06-30-09 58 34.139	0.355896 1.0151215 12.203125
2015-06-30-09 58 34.144	0.49990845 0.7901764 12.367371
2015-06-30-09 58 34.149	0.51538086 0.7151947 13.00769
2015-06-30-09 58 34.154	0.67367554 0.74256897 13.276672
2015-06-30-09 58 34.161	0.8331604 0.80326843 13.606354
2015-06-30-09 58 34.165	0.8260193 0.80326843 13.788452
2015-06-30-09 58 34.169	0.7688904 0.71043396 13.931274
2015-06-30-09 58 34.174	0.7593689 0.65211487 13.939606
2015-06-30-09 58 34.179	0.6022644 0.6652069 13.763458
2015-06-30-09 58 34.185	0.50942993 0.67948914 13.3159485
2015-06-30-09 58 34.189	0.29519653 0.84968567 12.977936
2015-06-30-09 58 34.194	0.12261963 1.0686798 12.284058
2015-06-30-09 58 34.199	0.19760132 1.2852936 11.774658
2015-06-30-09 58 34.205	0.23568726 1.5233307 11.295013
2015-06-30-09 58 34.209	0.3059082 1.7554169 10.797516
2015-06-30-09 58 34.214	0.27020264 1.9720306 10.31073
2015-06-30-09 58 34.219	0.09643555 1.8839569 10.103638
2015-06-30-09 58 34.224	-0.46176147 1.6161652 9.631134
2015-06-30-09 58 34.229	-0.85809326 1.2614899 9.60257
2015-06-30-09 58 34.234	-1.4341431 0.7628021 10.133392
2015-06-30-09 58 34.239	-1.6186218 0.34028625 10.555908
2015-06-30-09 58 34.245	-1.7602539 -0.12031555 11.523529
2015-06-30-09 58 34.249	-1.67099 -0.411911 12.6232605
2015-06-30-09 58 34.254	-1.4341431 -0.674942 13.465912
2015-06-30-09 58 34.260	-1.3770142 -0.9010773 13.976501
2015-06-30-09 58 34.265	-1.3448792 -1.1760101 14.193115
2015-06-30-09 58 34.269	-1.2651367 -1.4759369 13.9062805
2015-06-30-09 58 34.274	-1.4162903 -1.6294708 13.571838
2015-06-30-09 58 34.279	-1.4055786 -1.6901703 12.967224
2015-06-30-09 58 34.285	-1.2234802 -1.7044525 12.29953
2015-06-30-09 58 34.290	-1.1734924 -1.5259247 11.558044
2015-06-30-09 58 34.295	-1.1413574 -1.1664886 11.07959
2015-06-30-09 58 34.300	-1.0270996 -0.86299133 10.69397
2015-06-30-09 58 34.306	-0.76763916 -0.56544495 10.569
2015-06-30-09 58 34.315	-0.42248535 -0.40953064 10.57019
2015-06-30-09 58 34.317	-0.3034668 -0.40715027 10.82251
2015-06-30-09 58 34.320	-0.20349121 -0.44761658 11.097443
2015-06-30-09 58 34.325	-0.24633789 -0.4702301 11.4366455
2015-06-30-09 58 34.330	-0.20111084 -0.6023407 11.798462
2015-06-30-09 58 34.335	-0.28918457 -0.70588684 11.994843
2015-06-30-09 58 34.340	-0.36773682 -0.8820343 12.205505
2015-06-30-09 58 34.345	-0.33322144 -1.085556 12.281677
2015-06-30-09 58 34.350	-0.38916016 -1.2997894 12.204315
2015-06-30-09 58 34.356	-0.33917236 -1.4914093 11.973419
2015-06-30-09 58 34.361	-0.4105835 -1.7472992 11.628265
2015-06-30-09 58 34.365	-0.45700073 -1.8508453 11.39856
2015-06-30-09 58 34.370	-0.44985962 -1.9377289 11.029602
2015-06-30-09 58 34.375	-0.42010498 -2.0496063 10.599945
2015-06-30-09 58 34.380	-0.43914795 -2.0567474 10.18338
2015-06-30-09 58 34.386	-0.3927307 -1.9734344 9.948914
2015-06-30-09 58 34.390	-0.1546936 -1.8234711 9.929871
2015-06-30-09 58 34.395	-0.36535645 -1.662796 9.983429
2015-06-30-09 58 34.401	-0.5188904 -1.4866486 9.787048
2015-06-30-09 58 34.406	-0.5914917 -1.3295441 9.465698
2015-06-30-09 58 34.411	-0.6664734 -1.2152863 9.127686
2015-06-30-09 58 34.416	-0.57839966 -1.0700836 8.656372
2015-06-30-09 58 34.420	-0.49508667 -0.9641571 8.276703
2015-06-30-09 58 34.426	-0.42843628 -0.7332611 7.9470215
2015-06-30-09 58 34.430	-0.43200684 -0.53330994 7.7470703
2015-06-30-09 58 34.436	-0.39511108 -0.41905212 7.3888245
2015-06-30-09 58 34.441	-0.4355774 -0.22981262 7.044861
2015-06-30-09 58 34.446	-0.4343872 0.029647827 6.790161
2015-06-30-09 58 34.451	-0.3284607 0.22364807 6.58902
2015-06-30-09 58 34.456	0.13809204 0.24983215 6.6461487
2015-06-30-09 58 34.463	-0.24990845 0.7389984 6.153412
2015-06-30-09 58 34.467	-0.24990845 0.7389984 6.153412
2015-06-30-09 58 34.471	-0.21420288 0.86872864 5.846344
2015-06-30-09 58 34.476	-0.401062 0.9698944 5.679718
2015-06-30-09 58 34.481	-0.51412964 1.0484467 5.699951
2015-06-30-09 58 34.486	-0.58792114 1.1008148 5.4131165
2015-06-30-09 58 34.491	-0.5736389 1.1198578 5.2024536
2015-06-30-09 58 34.496	-0.32489014 1.1746063 4.79422
2015-06-30-09 58 34.501	-0.46176147 1.2722015 4.2788696
