2015-06-30-22 31 11.995	-2.4100952 3.1943512 9.546631
2015-06-30-22 31 12.006	-2.4826965 2.9765472 9.47879
2015-06-30-22 31 12.007	-2.5386353 2.8432465 9.397858
2015-06-30-22 31 12.014	-2.5731506 2.6718597 9.385956
2015-06-30-22 31 12.024	-2.5850525 2.474289 9.212189
2015-06-30-22 31 12.025	-2.607666 2.3862152 8.946777
2015-06-30-22 31 12.028	-2.5291138 2.2588654 8.76944
2015-06-30-22 31 12.033	-2.50531 2.2231598 8.504028
2015-06-30-22 31 12.039	-2.4327087 2.148178 8.420715
2015-06-30-22 31 12.043	-2.369629 2.1077118 8.456421
2015-06-30-22 31 12.047	-2.2006226 2.135086 8.470703
2015-06-30-22 31 12.054	-1.9602051 2.2422028 8.656372
2015-06-30-22 31 12.058	-1.619812 2.3231354 8.7742
2015-06-30-22 31 12.063	-1.2568054 2.410019 9.021759
2015-06-30-22 31 12.068	-0.9937744 2.4647675 9.369293
2015-06-30-22 31 12.074	-0.74264526 2.4909515 9.550201
2015-06-30-22 31 12.078	-0.47128296 2.5016632 9.739441
2015-06-30-22 31 12.083	-0.25704956 2.5314178 9.908447
2015-06-30-22 31 12.096	-0.08804321 2.4540558 10.095306
2015-06-30-22 31 12.096	0.033355713 2.3374176 10.11554
2015-06-30-22 31 12.098	0.10595703 2.326706 10.175049
2015-06-30-22 31 12.104	0.23687744 2.211258 10.156006
2015-06-30-22 31 12.108	0.31781006 2.1434174 10.044128
2015-06-30-22 31 12.114	0.30947876 2.1338959 9.937012
2015-06-30-22 31 12.121	0.26068115 2.1017609 9.86322
2015-06-30-22 31 12.124	0.2237854 2.0874786 9.719208
2015-06-30-22 31 12.128	0.18093872 2.0303497 9.589478
2015-06-30-22 31 12.134	0.1904602 1.9922638 9.333588
2015-06-30-22 31 12.139	0.18331909 1.9565582 9.295502
2015-06-30-22 31 12.143	0.15356445 1.9732208 9.141968
2015-06-30-22 31 12.148	0.22140503 1.9636993 9.296692
2015-06-30-22 31 12.154	0.07858276 1.9541779 9.228851
2015-06-30-22 31 12.158	-0.01663208 2.108902 9.610901
2015-06-30-22 31 12.164	0.014312744 2.0862885 9.372864
2015-06-30-22 31 12.169	-0.21420288 1.9791718 9.0503235
2015-06-30-22 31 12.174	-0.39511108 1.9898834 8.827759
2015-06-30-22 31 12.179	-0.5664978 2.03273 8.730164
2015-06-30-22 31 12.184	-0.7581177 2.0720062 8.636139
2015-06-30-22 31 12.188	-0.8152466 2.0910492 8.524261
2015-06-30-22 31 12.194	-0.9473572 2.063675 8.331451
2015-06-30-22 31 12.199	-0.9640198 2.0541534 8.218384
2015-06-30-22 31 12.204	-1.0437622 1.9732208 7.9910583
2015-06-30-22 31 12.209	-1.1020813 2.006546 7.7934875
2015-06-30-22 31 12.214	-1.1282654 1.9720306 7.5935364
2015-06-30-22 31 12.219	-1.1139832 1.9184723 7.4197693
2015-06-30-22 31 12.224	-1.1294556 1.891098 7.2019653
2015-06-30-22 31 12.229	-1.080658 1.9517975 7.013916
2015-06-30-22 31 12.234	-0.9961548 1.9565582 6.9127502
2015-06-30-22 31 12.239	-0.8211975 2.0601044 6.955597
2015-06-30-22 31 12.244	-0.6819458 2.263626 7.0186768
2015-06-30-22 31 12.249	-0.45819092 2.4028778 7.1269836
2015-06-30-22 31 12.255	-0.25585938 2.6194916 7.10318
2015-06-30-22 31 12.259	-0.14517212 2.7397003 7.3055115
2015-06-30-22 31 12.264	0.1987915 2.9063263 7.444763
2015-06-30-22 31 12.271	0.36184692 2.9610748 7.7042236
2015-06-30-22 31 12.275	0.6046448 3.0443878 7.9803467
2015-06-30-22 31 12.279	0.8593445 3.1205597 8.220764
2015-06-30-22 31 12.284	0.9307556 3.1753082 8.430237
2015-06-30-22 31 12.289	1.1080933 3.18602 8.632568
2015-06-30-22 31 12.295	1.2009277 3.096756 8.70874
2015-06-30-22 31 12.299	1.177124 2.9634552 8.621857
2015-06-30-22 31 12.305	1.1164246 2.814682 8.573059
2015-06-30-22 31 12.310	0.9819336 2.705185 8.584961
2015-06-30-22 31 12.315	0.97003174 2.6171112 8.711121
2015-06-30-22 31 12.320	0.8069763 2.5564117 8.972961
2015-06-30-22 31 12.325	0.73913574 2.4528656 9.15625
2015-06-30-22 31 12.330	0.66534424 2.2529144 9.22171
2015-06-30-22 31 12.335	0.5427551 2.146988 9.534729
2015-06-30-22 31 12.340	0.5296631 2.0684357 9.650177
2015-06-30-22 31 12.345	0.503479 1.9434662 9.816803
2015-06-30-22 31 12.350	0.388031 1.891098 9.898926
2015-06-30-22 31 12.355	0.35113525 1.8411102 9.808472
2015-06-30-22 31 12.360	0.2987671 1.7577972 9.879883
2015-06-30-22 31 12.365	0.2975769 1.7994537 9.978668
2015-06-30-22 31 12.370	0.27496338 1.7601776 10.063171
2015-06-30-22 31 12.375	0.24758911 1.7197113 9.952484
2015-06-30-22 31 12.380	0.16903687 1.6197357 10.073883
2015-06-30-22 31 12.385	0.1666565 1.4852448 9.959625
2015-06-30-22 31 12.390	0.17260742 1.3757477 10.036987
2015-06-30-22 31 12.396	0.21307373 1.2936249 10.073883
2015-06-30-22 31 12.400	0.19403076 1.2912445 10.17981
2015-06-30-22 31 12.405	0.24401855 1.1960297 10.357147
2015-06-30-22 31 12.410	0.3297119 1.2007904 10.465454
2015-06-30-22 31 12.419	0.3547058 1.147232 10.605896
2015-06-30-22 31 12.421	0.4368286 1.0948639 10.665405
2015-06-30-22 31 12.425	0.59155273 1.0722504 10.723724
2015-06-30-22 31 12.430	0.76293945 1.0139313 10.716583
2015-06-30-22 31 12.436	0.8426819 0.9698944 10.510681
2015-06-30-22 31 12.440	0.98669434 0.81755066 10.285736
2015-06-30-22 31 12.445	0.9962158 0.6663971 10.025085
2015-06-30-22 31 12.451	1.1045227 0.59617615 9.821564
2015-06-30-22 31 12.456	1.0950012 0.5259552 9.788239
2015-06-30-22 31 12.461	1.1342773 0.48905945 9.834656
2015-06-30-22 31 12.469	1.1330872 0.5830841 9.872742
2015-06-30-22 31 12.471	1.2235413 0.6414032 10.132202
2015-06-30-22 31 12.476	1.2699585 0.7140045 10.379761
2015-06-30-22 31 12.480	1.4568176 0.7961273 10.646362
2015-06-30-22 31 12.486	1.5972595 0.8473053 11.030792
2015-06-30-22 31 12.491	1.6793823 0.9806061 11.383087
2015-06-30-22 31 12.496	1.869812 1.2055511 11.891296
2015-06-30-22 31 12.501	1.8900452 1.3281403 12.1936035
2015-06-30-22 31 12.506	1.8971863 1.3674164 12.294769
2015-06-30-22 31 12.511	1.8317261 1.4304962 12.370941
2015-06-30-22 31 12.516	1.7305603 1.4400177 12.3602295
2015-06-30-22 31 12.521	1.5591736 1.4911957 12.3280945
2015-06-30-22 31 12.526	1.3270874 1.4638214 12.231689
2015-06-30-22 31 12.531	1.099762 1.378128 12.021027
2015-06-30-22 31 12.536	0.96051025 1.3114777 11.767517
2015-06-30-22 31 12.541	0.7581787 1.0841522 11.380707
2015-06-30-22 31 12.546	0.61535645 0.9044342 11.118866
2015-06-30-22 31 12.551	0.52371216 0.65211487 10.865356
2015-06-30-22 31 12.556	0.535614 0.55451965 10.603516
2015-06-30-22 31 12.561	0.5391846 0.36289978 10.434509
2015-06-30-22 31 12.566	0.43325806 0.2700653 10.17981
2015-06-30-22 31 12.573	0.35351563 0.16175842 10.079834
2015-06-30-22 31 12.577	0.35113525 0.10700989 9.846558
2015-06-30-22 31 12.581	0.41659546 0.099868774 9.745392
2015-06-30-22 31 12.586	0.535614 0.09510803 9.458557
2015-06-30-22 31 12.591	0.7653198 0.12962341 9.368103
2015-06-30-22 31 12.597	0.9712219 0.229599 9.121735
2015-06-30-22 31 12.601	1.2294922 0.29981995 9.011047
2015-06-30-22 31 12.606	1.3901672 0.4854889 8.9670105
2015-06-30-22 31 12.613	1.5472717 0.64616394 8.887268
2015-06-30-22 31 12.618	1.6484375 0.8806305 8.951538
2015-06-30-22 31 12.623	1.7722168 1.1627045 8.968201
2015-06-30-22 31 12.627	1.8710022 1.4019318 9.136017
2015-06-30-22 31 12.633	1.9388428 1.64711 9.439514
2015-06-30-22 31 12.637	1.953125 1.9196625 9.489502
2015-06-30-22 31 12.642	1.9424133 2.0601044 9.695404
2015-06-30-22 31 12.647	1.9257507 2.211258 9.751343
2015-06-30-22 31 12.652	1.8876648 2.3766937 9.79895
2015-06-30-22 31 12.657	1.8591003 2.423111 9.932251
2015-06-30-22 31 12.662	1.7912598 2.4564362 9.769196
2015-06-30-22 31 12.667	1.7472229 2.4445343 9.66803
2015-06-30-22 31 12.672	1.6912842 2.3862152 9.574005
2015-06-30-22 31 12.677	1.6722412 2.282669 9.3454895
2015-06-30-22 31 12.682	1.5068054 2.2195892 8.9991455
2015-06-30-22 31 12.687	1.4175415 2.0434418 8.782532
2015-06-30-22 31 12.692	1.2271118 2.019638 8.500458
2015-06-30-22 31 12.698	1.0093079 1.910141 8.238617
2015-06-30-22 31 12.702	0.901001 1.8732452 8.016052
2015-06-30-22 31 12.707	0.8343506 1.8922882 7.983917
2015-06-30-22 31 12.712	0.73794556 1.8791962 7.963684
2015-06-30-22 31 12.718	0.6677246 1.9220428 8.06842
2015-06-30-22 31 12.723	0.6260681 2.0089264 8.102936
2015-06-30-22 31 12.727	0.59750366 2.0731964 8.225525
2015-06-30-22 31 12.733	0.59869385 2.1338959 8.364777
2015-06-30-22 31 12.738	0.59750366 2.231491 8.659943
2015-06-30-22 31 12.742	0.57489014 2.3040924 8.777771
2015-06-30-22 31 12.747	0.58084106 2.333847 9.040802
2015-06-30-22 31 12.752	0.46896362 2.365982 9.147919
2015-06-30-22 31 12.758	0.51776123 2.4576263 9.235992
2015-06-30-22 31 12.762	0.51657104 2.3921661 9.259796
2015-06-30-22 31 12.768	0.5118103 2.4004974 9.335968
2015-06-30-22 31 12.773	0.53204346 2.4219208 9.438324
2015-06-30-22 31 12.778	0.5272827 2.5314178 9.483551
2015-06-30-22 31 12.783	0.55822754 2.5980682 9.502594
2015-06-30-22 31 12.788	0.56536865 2.6337738 9.633514
2015-06-30-22 31 12.793	0.61535645 2.7063751 9.673981
2015-06-30-22 31 12.799	0.6129761 2.814682 9.825134
2015-06-30-22 31 12.803	0.6201172 2.9027557 10.007233
2015-06-30-22 31 12.808	0.57489014 2.9729767 10.029846
2015-06-30-22 31 12.813	0.535614 2.9836884 10.165527
2015-06-30-22 31 12.819	0.4296875 3.052719 10.283356
2015-06-30-22 31 12.823	0.31781006 3.0860443 10.31311
2015-06-30-22 31 12.828	0.22973633 3.0550995 10.489258
2015-06-30-22 31 12.833	0.1000061 3.05867 10.445221
2015-06-30-22 31 12.839	-0.058288574 2.9920197 10.464264
2015-06-30-22 31 12.843	-0.18920898 2.9765472 10.484497
2015-06-30-22 31 12.848	-0.2796631 2.9182281 10.57019
2015-06-30-22 31 12.853	-0.43081665 2.8813324 10.546387
2015-06-30-22 31 12.859	-0.4605713 2.8825226 10.528534
2015-06-30-22 31 12.863	-0.53079224 2.8491974 10.603516
2015-06-30-22 31 12.869	-0.5236511 2.8491974 10.592804
2015-06-30-22 31 12.875	-0.5260315 2.7230377 10.508301
2015-06-30-22 31 12.879	-0.5260315 2.7230377 10.508301
2015-06-30-22 31 12.884	-0.55578613 2.7230377 10.584473
2015-06-30-22 31 12.889	-0.52127075 2.7158966 10.571381
2015-06-30-22 31 12.894	-0.34750366 2.7480316 10.764191
2015-06-30-22 31 12.899	-0.29632568 2.782547 10.962952
2015-06-30-22 31 12.903	-0.21896362 2.7623138 11.203369
2015-06-30-22 31 12.909	-0.14041138 2.8646698 11.46759
2015-06-30-22 31 12.914	0.044067383 2.9313202 11.78894
2015-06-30-22 31 12.920	0.091674805 2.9801178 11.921051
2015-06-30-22 31 12.924	0.13214111 2.9313202 12.135284
2015-06-30-22 31 12.929	0.21307373 2.9456024 12.148376
2015-06-30-22 31 12.934	0.22616577 2.903946 12.0460205
2015-06-30-22 31 12.939	0.30828857 2.7908783 11.674683
2015-06-30-22 31 12.944	0.39160156 2.5802155 11.33429
2015-06-30-22 31 12.949	0.52371216 2.4588165 10.871307
2015-06-30-22 31 12.954	0.5713196 2.1184235 9.957245
2015-06-30-22 31 12.959	0.67248535 1.9351349 9.557343
2015-06-30-22 31 12.964	0.86291504 1.7173309 9.086029
2015-06-30-22 31 12.969	1.0343018 1.6137848 8.825378
2015-06-30-22 31 12.974	1.298523 1.6018829 8.677795
2015-06-30-22 31 12.980	1.4008789 1.6709137 8.6718445
2015-06-30-22 31 12.984	1.375885 1.8280182 8.903931
2015-06-30-22 31 12.989	1.241394 2.1231842 9.502594
2015-06-30-22 31 12.994	1.0319214 2.4278717 10.428558
2015-06-30-22 31 13.000	0.83673096 2.7039948 11.485443
2015-06-30-22 31 13.004	0.6605835 2.949173 12.68634
2015-06-30-22 31 13.009	0.5629883 3.0670013 13.832489
2015-06-30-22 31 13.014	0.50704956 3.0896149 14.86438
2015-06-30-22 31 13.020	0.5510864 2.8944244 15.678467
2015-06-30-22 31 13.025	0.57369995 2.589737 16.203339
2015-06-30-22 31 13.029	0.56417847 2.173172 16.510406
2015-06-30-22 31 13.034	0.33685303 1.698288 16.493744
2015-06-30-22 31 13.040	0.19284058 1.1948395 16.168823
2015-06-30-22 31 13.045	0.023834229 0.6818695 15.640381
2015-06-30-22 31 13.050	-0.23800659 0.24983215 14.8941345
2015-06-30-22 31 13.055	-0.38916016 -0.27027893 14.099091
2015-06-30-22 31 13.060	-0.4427185 -0.5511627 13.063629
2015-06-30-22 31 13.065	-0.48675537 -0.758255 12.024597
2015-06-30-22 31 13.070	-0.5569763 -0.8177643 11.098633
2015-06-30-22 31 13.075	-0.53079224 -0.8308563 10.060791
2015-06-30-22 31 13.080	-0.6069641 -0.66423035 9.208618
2015-06-30-22 31 13.085	-0.5855408 -0.44761658 8.57663
2015-06-30-22 31 13.090	-0.54745483 -0.18815613 7.962494
2015-06-30-22 31 13.095	-0.5605469 0.16651917 7.7173157
2015-06-30-22 31 13.100	-0.53912354 0.5092926 7.494751
2015-06-30-22 31 13.105	-0.47128296 0.81040955 7.386444
2015-06-30-22 31 13.110	-0.2868042 1.0770111 7.2912292
2015-06-30-22 31 13.115	-0.0975647 1.2852936 7.462616
2015-06-30-22 31 13.121	0.07144165 1.4340668 7.6518555
2015-06-30-22 31 13.125	0.15237427 1.6006927 7.8970337
2015-06-30-22 31 13.130	0.23568726 1.6709137 8.155304
2015-06-30-22 31 13.135	0.27853394 1.6066437 8.336212
2015-06-30-22 31 13.141	0.3547058 1.5590363 8.604004
2015-06-30-22 31 13.145	0.34399414 1.5221405 8.692078
2015-06-30-22 31 13.150	0.30114746 1.4174042 8.828949
2015-06-30-22 31 13.155	0.26901245 1.3209991 8.755157
2015-06-30-22 31 13.161	0.14404297 1.2591095 8.618286
2015-06-30-22 31 13.165	0.04763794 1.1365204 8.461182
2015-06-30-22 31 13.171	-0.060668945 1.0662994 8.200531
2015-06-30-22 31 13.177	-0.17730713 0.96751404 8.012482
2015-06-30-22 31 13.182	-0.15231323 0.9437103 7.6982727
