2015-07-04-23 08 25.248	-1.4686584 0.23197937 12.222168
2015-07-04-23 08 25.255	-1.5805359 0.13557434 12.130524
2015-07-04-23 08 25.260	-1.7078857 0.13319397 12.1091
2015-07-04-23 08 25.265	-1.8042908 0.16175842 11.897247
2015-07-04-23 08 25.269	-1.8019104 0.16056824 11.78656
2015-07-04-23 08 25.274	-1.7685852 0.19270325 11.553284
2015-07-04-23 08 25.281	-1.6483765 0.25578308 11.308105
2015-07-04-23 08 25.285	-1.523407 0.20103455 11.023651
2015-07-04-23 08 25.290	-1.3901062 0.3521881 10.784424
2015-07-04-23 08 25.295	-1.228241 0.36647034 10.410706
2015-07-04-23 08 25.302	-1.0675659 0.5200043 10.101257
2015-07-04-23 08 25.306	-0.8878479 0.55451965 9.866791
2015-07-04-23 08 25.310	-0.80929565 0.71876526 9.464508
2015-07-04-23 08 25.315	-0.7081299 0.7259064 9.02533
2015-07-04-23 08 25.323	-0.7045593 0.88539124 8.793243
2015-07-04-23 08 25.325	-0.7712097 0.90205383 8.487366
2015-07-04-23 08 25.330	-0.71765137 1.0210724 7.8696594
2015-07-04-23 08 25.335	-0.61172485 1.1543732 7.417389
2015-07-04-23 08 25.340	-0.5831604 1.2591095 7.199585
2015-07-04-23 08 25.346	-0.61053467 1.3507538 7.052002
2015-07-04-23 08 25.350	-0.5974426 1.4043121 6.762787
2015-07-04-23 08 25.356	-0.5319824 1.4257355 6.4854736
2015-07-04-23 08 25.360	-0.46533203 1.6114044 6.660431
2015-07-04-23 08 25.365	-0.41415405 1.6352081 6.2855225
2015-07-04-23 08 25.370	-0.28442383 1.6578217 5.898712
2015-07-04-23 08 25.375	-0.14279175 1.7768402 5.7273254
2015-07-04-23 08 25.380	-0.049957275 1.864914 5.640442
2015-07-04-23 08 25.385	-0.010681152 1.9398956 5.5023804
2015-07-04-23 08 25.390	0.067871094 1.9958344 5.423828
2015-07-04-23 08 25.395	0.12261963 2.0303497 5.429779
2015-07-04-23 08 25.401	0.14880371 2.1362762 5.6047363
2015-07-04-23 08 25.406	0.06668091 2.0993805 5.6630554
