2015-07-04-23 18 27.836	-1.8626099 1.7280426 11.439026
2015-07-04-23 18 27.840	-1.7233582 1.634018 11.087921
2015-07-04-23 18 27.848	-1.6079102 1.4566803 10.729675
2015-07-04-23 18 27.851	-1.5162659 1.4852448 10.332153
2015-07-04-23 18 27.856	-1.3258362 1.4400177 9.879883
2015-07-04-23 18 27.861	-1.1592102 1.5007172 9.365723
2015-07-04-23 18 27.866	-1.0342407 1.5054779 9.0503235
2015-07-04-23 18 27.871	-0.927124 1.4864349 8.726593
2015-07-04-23 18 27.876	-0.8378601 1.5304718 8.462372
2015-07-04-23 18 27.881	-0.80096436 1.5721283 8.3064575
2015-07-04-23 18 27.886	-0.8545227 1.6125946 8.091034
2015-07-04-23 18 27.892	-0.9354553 1.6066437 7.955353
2015-07-04-23 18 27.897	-0.9378357 1.6423492 7.904175
2015-07-04-23 18 27.901	-0.9961548 1.595932 7.9529724
2015-07-04-23 18 27.906	-1.0401917 1.4959564 8.071991
2015-07-04-23 18 27.911	-1.1627808 1.5007172 8.0434265
2015-07-04-23 18 27.916	-1.2258606 1.416214 8.1779175
2015-07-04-23 18 27.921	-1.2960815 1.3067169 8.317169
2015-07-04-23 18 27.926	-1.4008179 1.2376862 8.492126
2015-07-04-23 18 27.931	-1.3793945 1.1603241 8.721832
2015-07-04-23 18 27.937	-1.427002 1.140091 8.919403
2015-07-04-23 18 27.941	-1.4365234 1.0960541 9.213379
2015-07-04-23 18 27.946	-1.4460449 1.0674896 9.491882
2015-07-04-23 18 27.951	-1.504364 1.0722504 9.759674
2015-07-04-23 18 27.957	-1.5115051 1.0591583 9.895355
2015-07-04-23 18 27.961	-1.472229 1.0329742 10.065552
2015-07-04-23 18 27.966	-1.4377136 1.0722504 10.156006
2015-07-04-23 18 27.972	-1.4377136 1.0674896 10.24646
2015-07-04-23 18 27.977	-1.3413086 1.140091 10.131012
2015-07-04-23 18 27.981	-1.2627563 1.1448517 10.017944
2015-07-04-23 18 27.986	-1.1853943 1.2733917 9.822754
2015-07-04-23 18 27.994	-1.080658 1.3031464 9.647797
2015-07-04-23 18 27.998	-1.0354309 1.3626556 9.366913
2015-07-04-23 18 28.001	-1.0187683 1.4078827 9.109833
2015-07-04-23 18 28.007	-0.88308716 1.51857 8.783722
2015-07-04-23 18 28.012	-0.7807312 1.6185455 8.536163
2015-07-04-23 18 28.017	-0.76049805 1.6756744 8.252899
2015-07-04-23 18 28.022	-0.78430176 1.7292328 7.9375
2015-07-04-23 18 28.027	-0.76763916 1.8065948 7.674469
2015-07-04-23 18 28.032	-0.7890625 1.9196625 7.2662354
2015-07-04-23 18 28.038	-0.8569031 2.0482025 7.0115356
2015-07-04-23 18 28.042	-0.8485718 2.1386566 6.711609
2015-07-04-23 18 28.047	-0.8485718 2.2088776 6.550934
2015-07-04-23 18 28.055	-0.8545227 2.2445831 6.3831177
2015-07-04-23 18 28.057	-0.8557129 2.3421783 6.255768
2015-07-04-23 18 28.062	-0.85095215 2.4457245 6.2141113
2015-07-04-23 18 28.067	-0.9128418 2.4469147 6.2402954
2015-07-04-23 18 28.072	-0.91522217 2.513565 6.3367004
2015-07-04-23 18 28.078	-0.9366455 2.5468903 6.546173
