2015-07-04-23 16 09.087	-1.042572 2.648056 11.515198
2015-07-04-23 16 09.092	-0.9533081 2.640915 12.047211
2015-07-04-23 16 09.097	-0.7962036 2.6123505 12.281677
2015-07-04-23 16 09.103	-0.73550415 2.602829 12.588745
2015-07-04-23 16 09.108	-0.7402649 2.4373932 12.730377
2015-07-04-23 16 09.112	-0.70098877 2.385025 12.920807
2015-07-04-23 16 09.118	-0.63790894 2.3505096 13.029114
2015-07-04-23 16 09.123	-0.651001 2.398117 13.017212
2015-07-04-23 16 09.128	-0.7212219 2.4588165 12.973175
2015-07-04-23 16 09.133	-0.7069397 2.5171356 12.691101
2015-07-04-23 16 09.138	-0.7045593 2.6075897 12.3090515
2015-07-04-23 16 09.143	-0.6652832 2.7099457 11.867493
2015-07-04-23 16 09.150	-0.6498108 2.776596 11.522339
2015-07-04-23 16 09.154	-0.6664734 2.8420563 10.853455
2015-07-04-23 16 09.158	-0.6664734 2.8420563 10.853455
2015-07-04-23 16 09.163	-0.7247925 2.9087067 10.704681
2015-07-04-23 16 09.168	-0.8390503 2.9313202 10.718964
2015-07-04-23 16 09.173	-1.0021057 2.859909 10.855835
2015-07-04-23 16 09.184	-1.1163635 2.769455 11.071259
2015-07-04-23 16 09.186	-1.228241 2.7539825 11.341431
2015-07-04-23 16 09.190	-1.2437134 2.5171356 11.637787
2015-07-04-23 16 09.194	-1.2401428 2.3100433 11.865112
2015-07-04-23 16 09.204	-1.0449524 2.0660553 12.068634
2015-07-04-23 16 09.205	-0.61053467 1.6935272 12.272156
2015-07-04-23 16 09.209	-0.61053467 1.6935272 12.272156
2015-07-04-23 16 09.214	-0.24633789 1.5554657 12.017456
2015-07-04-23 16 09.218	0.1333313 1.4055023 11.811554
2015-07-04-23 16 09.223	0.40945435 1.2924347 11.2247925
2015-07-04-23 16 09.229	0.670105 1.2007904 10.622559
2015-07-04-23 16 09.235	0.82006836 1.2900543 10.009613
2015-07-04-23 16 09.239	1.0259705 1.3495636 9.41095
2015-07-04-23 16 09.244	1.0212097 1.3876495 8.90036
2015-07-04-23 16 09.250	1.1402283 1.531662 8.536163
2015-07-04-23 16 09.255	1.0914307 1.6125946 8.2100525
2015-07-04-23 16 09.259	0.9378967 1.6816254 7.995819
2015-07-04-23 16 09.264	0.8153076 1.8006439 7.712555
2015-07-04-23 16 09.269	0.6201172 1.8661041 7.673279
2015-07-04-23 16 09.274	0.36779785 1.9636993 7.661377
2015-07-04-23 16 09.279	0.13928223 2.0053558 7.8458557
2015-07-04-23 16 09.284	0.0047912598 1.9720306 8.085083
2015-07-04-23 16 09.289	0.0047912598 1.9720306 8.085083
2015-07-04-23 16 09.294	-0.253479 1.8542023 8.276703
2015-07-04-23 16 09.301	-0.36773682 1.7030487 8.657562
2015-07-04-23 16 09.306	-0.38082886 1.5685577 9.447845
2015-07-04-23 16 09.310	-0.35940552 1.416214 9.823944
2015-07-04-23 16 09.314	-0.3356018 1.3209991 10.177429
2015-07-04-23 16 09.319	-0.39035034 1.2591095 10.328583
2015-07-04-23 16 09.324	-0.39511108 1.2115021 10.350006
2015-07-04-23 16 09.329	-0.34750366 1.121048 10.208374
2015-07-04-23 16 09.334	-0.39511108 1.1627045 9.979858
2015-07-04-23 16 09.339	-0.3189392 1.2019806 9.579956
2015-07-04-23 16 09.344	-0.2939453 1.2269745 9.231232
2015-07-04-23 16 09.350	-0.31774902 1.2186432 9.037231
2015-07-04-23 16 09.354	-0.33203125 1.2353058 8.7039795
2015-07-04-23 16 09.359	-0.3843994 1.2543488 8.507599
2015-07-04-23 16 09.364	-0.42962646 1.2781525 8.395721
2015-07-04-23 16 09.370	-0.47247314 1.3436127 8.161255
2015-07-04-23 16 09.374	-0.53079224 1.3876495 8.038666
2015-07-04-23 16 09.379	-0.52960205 1.4209747 7.847046
2015-07-04-23 16 09.385	-0.51174927 1.403122 7.694702
2015-07-04-23 16 09.390	-0.4855652 1.3888397 7.686371
2015-07-04-23 16 09.394	-0.4677124 1.4328766 7.526886
