2015-07-02-16 14 32.753	-0.23919678 2.8634796 10.24765
2015-07-02-16 14 32.760	-0.26538086 2.7551727 10.50473
2015-07-02-16 14 32.765	-0.23205566 2.6504364 10.722534
2015-07-02-16 14 32.769	-0.21182251 2.54451 10.69873
2015-07-02-16 14 32.776	-0.10470581 2.4921417 10.9427185
2015-07-02-16 14 32.779	-0.05947876 2.404068 11.122437
2015-07-02-16 14 32.785	-0.0642395 2.2719574 11.367615
2015-07-02-16 14 32.789	-0.0725708 2.0862885 11.578278
2015-07-02-16 14 32.794	-0.09637451 1.9863129 11.837738
2015-07-02-16 14 32.799	0.022644043 1.9160919 12.053162
2015-07-02-16 14 32.805	0.08691406 1.8387299 12.174561
2015-07-02-16 14 32.811	0.21664429 1.8173065 12.393555
2015-07-02-16 14 32.815	0.21902466 1.7923126 12.435211
2015-07-02-16 14 32.820	0.2654419 1.8054047 12.514954
2015-07-02-16 14 32.826	0.31661987 1.807785 12.695862
2015-07-02-16 14 32.829	0.22973633 1.724472 12.693481
2015-07-02-16 14 32.835	0.09762573 1.6518707 12.725616
2015-07-02-16 14 32.840	-0.01663208 1.5483246 12.712524
2015-07-02-16 14 32.845	-0.21182251 1.3662262 12.644684
2015-07-02-16 14 32.850	-0.2951355 1.2234039 12.783936
2015-07-02-16 14 32.855	-0.41296387 1.1043854 12.827972
2015-07-02-16 14 32.864	-0.5605469 0.9960785 12.900574
2015-07-02-16 14 32.866	-0.55340576 0.9627533 12.962463
2015-07-02-16 14 32.870	-0.4510498 1.0008392 13.150513
2015-07-02-16 14 32.875	-0.3022766 0.9722748 13.189789
2015-07-02-16 14 32.881	-0.138031 0.88301086 13.308807
2015-07-02-16 14 32.886	-0.111846924 0.7413788 13.440918
2015-07-02-16 14 32.890	0.038116455 0.51524353 13.638489
2015-07-02-16 14 32.895	0.1333313 0.28077698 13.624207
2015-07-02-16 14 32.901	0.3059082 0.03916931 13.543274
2015-07-02-16 14 32.906	0.567749 -0.13816833 13.429016
2015-07-02-16 14 32.911	0.7355652 -0.2726593 13.398071
2015-07-02-16 14 32.916	0.97003174 -0.34883118 13.163605
2015-07-02-16 14 32.921	1.1783142 -0.4618988 12.87677
2015-07-02-16 14 32.926	1.2961426 -0.48094177 12.668488
2015-07-02-16 14 32.931	1.4556274 -0.48927307 12.316193
2015-07-02-16 14 32.936	1.5175171 -0.546402 11.91153
2015-07-02-16 14 32.941	1.5639343 -0.578537 11.473541
2015-07-02-16 14 32.946	1.5032349 -0.64756775 10.908203
2015-07-02-16 14 32.951	1.5139465 -0.74754333 10.50116
2015-07-02-16 14 32.956	1.4223022 -0.7320709 9.953674
2015-07-02-16 14 32.964	1.47229 -0.86061096 9.112213
2015-07-02-16 14 32.967	1.47229 -0.86061096 9.112213
2015-07-02-16 14 32.971	1.5008545 -0.84394836 8.76944
2015-07-02-16 14 32.976	1.5437012 -0.8427582 8.363586
2015-07-02-16 14 32.981	1.5889282 -0.7606354 8.170776
2015-07-02-16 14 32.986	1.7127075 -0.6999359 7.8184814
2015-07-02-16 14 32.991	1.8007813 -0.6511383 7.705414
2015-07-02-16 14 32.996	1.8948059 -0.54045105 7.7030334
2015-07-02-16 14 33.001	1.9674072 -0.46665955 7.764923
2015-07-02-16 14 33.007	1.9495544 -0.39167786 7.7173157
2015-07-02-16 14 33.011	1.9602661 -0.3809662 7.7280273
2015-07-02-16 14 33.016	1.9543152 -0.30836487 7.880371
2015-07-02-16 14 33.021	1.9519348 -0.18577576 8.116028
2015-07-02-16 14 33.027	1.8114929 -0.24409485 8.3897705
2015-07-02-16 14 33.031	1.6877136 -0.24052429 8.608765
2015-07-02-16 14 33.036	1.5794067 -0.22029114 8.850372
2015-07-02-16 14 33.041	1.4984741 -0.264328 8.96344
2015-07-02-16 14 33.047	1.3199463 -0.29408264 9.0896
2015-07-02-16 14 33.051	1.2033081 -0.27861023 9.184814
2015-07-02-16 14 33.056	1.1033325 -0.32621765 9.086029
2015-07-02-16 14 33.062	0.76412964 -0.3309784 8.96582
2015-07-02-16 14 33.067	0.76412964 -0.3309784 8.96582
2015-07-02-16 14 33.071	0.5963135 -0.3381195 8.811096
2015-07-02-16 14 33.076	0.43325806 -0.31550598 8.70636
2015-07-02-16 14 33.082	0.1821289 -0.23338318 8.2421875
2015-07-02-16 14 33.087	0.1821289 -0.23338318 8.2421875
2015-07-02-16 14 33.092	0.1000061 -0.20124817 7.989868
2015-07-02-16 14 33.097	0.057159424 -0.13816833 7.783966
2015-07-02-16 14 33.102	-0.017822266 -0.0060577393 7.347168
2015-07-02-16 14 33.107	-0.017822266 -0.0060577393 7.347168
2015-07-02-16 14 33.113	-0.026153564 0.07368469 7.0353394
2015-07-02-16 14 33.117	0.08453369 0.09629822 6.948456
2015-07-02-16 14 33.126	0.15237427 0.16056824 6.9151306
2015-07-02-16 14 33.127	0.17022705 0.18913269 6.8746643
2015-07-02-16 14 33.132	0.32614136 0.19389343 6.8556213
2015-07-02-16 14 33.137	0.35708618 0.25697327 6.937744
2015-07-02-16 14 33.142	0.3463745 0.26411438 6.9841614
2015-07-02-16 14 33.147	0.35351563 0.26054382 7.109131
2015-07-02-16 14 33.152	0.33328247 0.24983215 7.1888733
2015-07-02-16 14 33.158	0.33328247 0.2700653 7.366211
2015-07-02-16 14 33.163	0.22021484 0.22245789 7.3697815
2015-07-02-16 14 33.168	0.23806763 0.21650696 7.4888
2015-07-02-16 14 33.172	0.18331909 0.25102234 7.5221252
2015-07-02-16 14 33.177	0.13928223 0.22840881 7.4864197
2015-07-02-16 14 33.182	0.08929443 0.22007751 7.5863953
2015-07-02-16 14 33.188	0.019073486 0.17604065 7.5352173
2015-07-02-16 14 33.192	-0.05114746 0.14271545 7.3685913
2015-07-02-16 14 33.197	-0.27490234 0.121292114 7.4019165
2015-07-02-16 14 33.203	-0.33203125 0.08677673 7.4340515
2015-07-02-16 14 33.208	-0.41415405 0.054641724 7.463806
2015-07-02-16 14 33.212	-0.567688 0.035598755 7.4519043
