2015-07-01-20 59 33.813	0.29995728 2.3516998 4.620453
2015-07-01-20 59 33.819	0.18807983 2.3159943 4.5871277
2015-07-01-20 59 33.824	0.24758911 2.3195648 4.518097
2015-07-01-20 59 33.829	0.16903687 2.2445831 4.435974
2015-07-01-20 59 33.834	0.1499939 2.1422272 4.414551
2015-07-01-20 59 33.839	0.25234985 2.2076874 4.422882
2015-07-01-20 59 33.848	0.18331909 2.2719574 4.4562073
2015-07-01-20 59 33.850	0.115478516 2.2029266 4.620453
2015-07-01-20 59 33.854	0.09286499 2.2660065 4.7025757
2015-07-01-20 59 33.860	0.013122559 2.2279205 4.85849
2015-07-01-20 59 33.866	-0.18206787 2.1112823 4.916809
2015-07-01-20 59 33.869	-0.30584717 2.0053558 5.0941467
2015-07-01-20 59 33.874	-0.51293945 1.955368 5.167938
2015-07-01-20 59 33.880	-0.6390991 1.9387054 5.2976685
2015-07-01-20 59 33.884	-0.8223877 1.8672943 5.4464417
2015-07-01-20 59 33.892	-0.9033203 1.9220428 5.603546
2015-07-01-20 59 33.895	-1.0080566 2.000595 5.8487244
2015-07-01-20 59 33.900	-1.1151733 2.1017609 6.0213013
2015-07-01-20 59 33.904	-1.2687073 2.1553192 6.328369
2015-07-01-20 59 33.910	-1.4377136 2.1696014 6.539032
2015-07-01-20 59 33.915	-1.5817261 2.3159943 6.802063
2015-07-01-20 59 33.920	-1.6983643 2.35289 7.0401
2015-07-01-20 59 33.925	-1.7507324 2.4588165 7.4388123
2015-07-01-20 59 33.930	-1.7888184 2.5528412 7.5994873
2015-07-01-20 59 33.935	-1.8435669 2.6575775 7.9279785
2015-07-01-20 59 33.942	-1.7364502 2.820633 8.212433
2015-07-01-20 59 33.946	-1.6650391 2.911087 8.438568
2015-07-01-20 59 33.950	-1.5507813 3.0681915 8.57782
2015-07-01-20 59 33.955	-1.3044128 3.1515045 8.743256
2015-07-01-20 59 33.960	-1.1782532 3.2883759 8.83252
2015-07-01-20 59 33.965	-1.0735168 3.2859955 8.824188
2015-07-01-20 59 33.970	-0.96759033 3.3478851 8.7872925
2015-07-01-20 59 33.975	-0.8378601 3.3740692 8.761108
2015-07-01-20 59 33.981	-0.7735901 3.4038239 8.677795
2015-07-01-20 59 33.985	-0.62957764 3.475235 8.821808
2015-07-01-20 59 33.991	-0.57958984 3.5549774 8.9158325
2015-07-01-20 59 33.997	-0.52008057 3.6382904 8.917023
2015-07-01-20 59 34.001	-0.4689026 3.7858734 9.134827
2015-07-01-20 59 34.005	-0.41653442 3.8263397 9.332397
2015-07-01-20 59 34.010	-0.48913574 3.9191742 9.454987
2015-07-01-20 59 34.017	-0.53912354 4.040573 9.514496
2015-07-01-20 59 34.021	-0.73669434 4.0048676 9.522827
2015-07-01-20 59 34.027	-0.9116516 4.026291 9.416901
2015-07-01-20 59 34.031	-1.0068665 3.9679718 9.245514
2015-07-01-20 59 34.036	-1.138977 3.9453583 9.1657715
2015-07-01-20 59 34.042	-1.1734924 3.9227448 8.949158
2015-07-01-20 59 34.046	-1.190155 3.9929657 8.792053
2015-07-01-20 59 34.051	-1.2020569 3.9191742 8.765869
2015-07-01-20 59 34.057	-1.177063 3.9620209 8.880127
2015-07-01-20 59 34.062	-1.1937256 3.8810883 9.069366
2015-07-01-20 59 34.066	-1.1008911 3.8584747 9.4776
2015-07-01-20 59 34.071	-0.9842529 3.9167938 9.967957
2015-07-01-20 59 34.076	-0.7212219 3.975113 10.704681
2015-07-01-20 59 34.081	-0.38796997 4.0703278 11.486633
2015-07-01-20 59 34.086	-0.08804321 4.296463 12.326904
2015-07-01-20 59 34.091	0.2571106 4.4738007 13.267151
2015-07-01-20 59 34.096	0.45825195 4.682083 14.039581
2015-07-01-20 59 34.101	0.586792 4.7630157 14.817963
2015-07-01-20 59 34.106	0.47610474 4.772537 15.319031
2015-07-01-20 59 34.111	0.240448 4.7499237 15.588013
2015-07-01-20 59 34.116	-0.124938965 4.578537 15.37735
2015-07-01-20 59 34.121	-0.59506226 4.270279 15.021484
2015-07-01-20 59 34.126	-1.1104126 3.988205 14.22644
2015-07-01-20 59 34.131	-1.5567322 3.7073212 13.567078
2015-07-01-20 59 34.136	-2.1696777 3.5061798 12.704193
2015-07-01-20 59 34.142	-2.812378 3.2300568 11.938904
2015-07-01-20 59 34.146	-3.5705261 2.8587189 11.341431
2015-07-01-20 59 34.151	-4.1049194 2.5956879 10.901062
2015-07-01-20 59 34.156	-4.453644 2.3683624 10.755859
2015-07-01-20 59 34.162	-4.5083923 2.2350616 10.915344
2015-07-01-20 59 34.167	-4.2596436 2.2541046 11.471161
2015-07-01-20 59 34.171	-3.769287 2.282669 12.455444
2015-07-01-20 59 34.176	-3.2717896 2.3100433 13.401642
2015-07-01-20 59 34.182	-2.5874329 2.307663 14.4513855
2015-07-01-20 59 34.186	-2.0649414 2.180313 15.217865
2015-07-01-20 59 34.191	-1.4924622 1.9351349 15.683228
2015-07-01-20 59 34.196	-0.997345 1.660202 15.776062
2015-07-01-20 59 34.202	-0.54745483 1.3793182 15.786774
2015-07-01-20 59 34.206	-0.19158936 1.1222382 15.414246
2015-07-01-20 59 34.212	-0.0071105957 0.88539124 14.73941
2015-07-01-20 59 34.217	0.24996948 0.62117004 14.036011
2015-07-01-20 59 34.222	0.272583 0.37599182 13.182648
2015-07-01-20 59 34.227	0.19403076 0.26887512 12.349518
2015-07-01-20 59 34.232	-0.021392822 0.25697327 11.712769
