2015-06-25-21 31 43.449	-0.6081543 3.8418121 11.694916
2015-06-25-21 31 43.453	-0.535553 3.89299 11.91153
2015-06-25-21 31 43.460	-0.5236511 3.904892 12.131714
2015-06-25-21 31 43.464	-0.5653076 3.9382172 12.192413
2015-06-25-21 31 43.469	-0.6057739 3.9870148 12.240021
2015-06-25-21 31 43.474	-0.73669434 4.058426 11.934143
2015-06-25-21 31 43.480	-0.8045349 4.0251007 11.65802
2015-06-25-21 31 43.486	-0.87475586 4.033432 11.311676
2015-06-25-21 31 43.490	-1.0032959 4.008438 10.811798
2015-06-25-21 31 43.495	-1.0330505 3.9144135 10.584473
2015-06-25-21 31 43.502	-1.061615 3.8620453 10.37381
2015-06-25-21 31 43.504	-1.1211243 3.738266 10.258362
2015-06-25-21 31 43.510	-1.1996765 3.6144867 10.258362
2015-06-25-21 31 43.522	-1.3555908 3.4954681 10.230988
2015-06-25-21 31 43.522	-1.4746094 3.276474 10.371429
2015-06-25-21 31 43.526	-1.4008179 3.2538605 10.380951
2015-06-25-21 31 43.531	-1.5150757 2.8456268 10.077454
2015-06-25-21 31 43.536	-0.8461914 1.8470612 6.9984436
2015-06-25-21 31 43.545	-1.1246948 2.8837128 8.862274
2015-06-25-21 31 43.546	-2.0197144 2.9182281 9.929871
2015-06-25-21 31 43.550	-1.5864868 3.206253 9.714447
2015-06-25-21 31 43.555	-1.5936279 2.5504608 9.106262
2015-06-25-21 31 43.562	-1.7602539 2.051773 8.824188
2015-06-25-21 31 43.565	-1.9364014 1.5697479 8.977722
2015-06-25-21 31 43.570	-2.0137634 1.249588 9.259796
2015-06-25-21 31 43.575	-2.0613708 1.0365448 9.558533
2015-06-25-21 31 43.581	-1.9923401 1.0627289 10.025085
2015-06-25-21 31 43.585	-1.9352112 1.140091 10.047699
2015-06-25-21 31 43.590	-2.0149536 1.6363983 10.498779
2015-06-25-21 31 43.595	-2.2791748 2.2445831 10.7630005
2015-06-25-21 31 43.601	-2.0970764 2.051773 10.851074
2015-06-25-21 31 43.605	-2.024475 1.749466 11.076019
2015-06-25-21 31 43.610	-2.0697021 1.4400177 11.330719
2015-06-25-21 31 43.615	-2.017334 0.98298645 11.437836
2015-06-25-21 31 43.621	-2.2398987 0.5676117 11.177185
2015-06-25-21 31 43.626	-2.6731262 0.45692444 11.419983
2015-06-25-21 31 43.631	-2.992096 0.46287537 11.693726
2015-06-25-21 31 43.637	-2.8409424 0.35575867 12.231689
2015-06-25-21 31 43.641	-2.8409424 0.35575867 12.231689
2015-06-25-21 31 43.645	-2.5600586 0.28434753 11.97937
2015-06-25-21 31 43.651	-2.1803894 0.20936584 11.627075
2015-06-25-21 31 43.657	-1.7519226 0.28434753 11.230743
2015-06-25-21 31 43.661	-1.4448547 0.47358704 10.990326
2015-06-25-21 31 43.666	-1.0604248 0.6330719 10.713013
2015-06-25-21 31 43.671	-0.5188904 0.49024963 10.192902
2015-06-25-21 31 43.676	-0.054718018 0.40455627 9.591858
2015-06-25-21 31 43.682	0.21426392 0.42121887 9.138397
2015-06-25-21 31 43.686	0.49395752 0.59736633 8.617096
2015-06-25-21 31 43.691	0.6201172 0.81993103 8.1267395
2015-06-25-21 31 43.696	0.6677246 1.1377106 7.5994873
2015-06-25-21 31 43.701	0.7034302 1.3709869 7.050812
2015-06-25-21 31 43.707	0.7427063 1.6114044 6.533081
