2015-07-02-22 23 01.528	0.8652954 4.2726593 11.185516
2015-07-02-22 23 01.533	0.9962158 4.1012726 11.202179
2015-07-02-22 23 01.539	1.0116882 3.859665 11.247406
2015-07-02-22 23 01.544	0.5760803 3.083664 11.175995
2015-07-02-22 23 01.552	-0.63671875 2.1743622 10.497589
2015-07-02-22 23 01.555	-1.1175537 2.487381 9.714447
2015-07-02-22 23 01.559	-0.51293945 2.7861176 8.931305
2015-07-02-22 23 01.565	-0.014251709 2.9075165 9.072937
2015-07-02-22 23 01.569	0.30114746 2.922989 9.507355
2015-07-02-22 23 01.574	0.6522522 2.9908295 9.9263
2015-07-02-22 23 01.580	0.914093 2.9348907 10.31073
2015-07-02-22 23 01.584	1.067627 2.8801422 10.598755
2015-07-02-22 23 01.589	1.099762 2.7742157 10.748718
2015-07-02-22 23 01.594	1.061676 2.7992096 11.051025
2015-07-02-22 23 01.599	1.0557251 2.7397003 11.461639
2015-07-02-22 23 01.604	0.94503784 2.7325592 11.618744
2015-07-02-22 23 01.609	0.9545593 2.5909271 11.393799
2015-07-02-22 23 01.615	0.9545593 2.5909271 11.393799
2015-07-02-22 23 01.619	1.0533447 2.5659332 11.154572
2015-07-02-22 23 01.624	1.324707 2.3993073 10.424988
2015-07-02-22 23 01.632	1.4675293 2.3540802 10.05722
2015-07-02-22 23 01.635	1.6793823 2.3731232 9.726349
2015-07-02-22 23 01.639	1.7496033 2.3314667 9.420471
2015-07-02-22 23 01.644	1.8150635 2.3112335 9.178864
2015-07-02-22 23 01.650	1.7888794 2.2493439 8.830139
2015-07-02-22 23 01.655	1.6865234 2.2076874 8.5373535
2015-07-02-22 23 01.660	1.5032349 2.2231598 8.381439
2015-07-02-22 23 01.667	1.2306824 2.108902 8.227905
2015-07-02-22 23 01.669	0.8890991 2.1196136 8.089844
2015-07-02-22 23 01.675	0.41064453 2.1005707 7.9291687
2015-07-02-22 23 01.682	-0.52841187 2.2064972 6.564026
2015-07-02-22 23 01.686	-0.946167 2.0398712 6.2855225
2015-07-02-22 23 01.690	-1.3139343 1.9565582 6.3033752
2015-07-02-22 23 01.695	-1.5805359 1.9398956 6.2914734
2015-07-02-22 23 01.700	-1.8685608 1.9434662 6.211731
2015-07-02-22 23 01.705	-2.0006714 1.9494171 6.2093506
2015-07-02-22 23 01.710	-2.0780334 2.0731964 6.148651
2015-07-02-22 23 01.717	-2.1637268 2.1362762 6.1046143
2015-07-02-22 23 01.720	-2.0601807 2.2386322 6.0748596
2015-07-02-22 23 01.725	-1.9042664 2.2612457 6.2153015
2015-07-02-22 23 01.732	-1.6340942 2.3552704 6.1700745
2015-07-02-22 23 01.735	-1.3460693 2.410019 6.07605
2015-07-02-22 23 01.740	-1.1187439 2.3969269 6.2022095
2015-07-02-22 23 01.745	-0.9295044 2.4754791 6.2926636
2015-07-02-22 23 01.751	-0.77835083 2.5302277 6.4188232
2015-07-02-22 23 01.755	-0.62719727 2.4957123 6.6259155
2015-07-02-22 23 01.760	-0.53079224 2.5599823 6.873474
2015-07-02-22 23 01.765	-0.49865723 2.6647186 7.066284
2015-07-02-22 23 01.770	-0.41415405 2.6587677 7.3959656
2015-07-02-22 23 01.775	-0.39749146 2.67424 7.6578064
2015-07-02-22 23 01.780	-0.5105591 2.6135406 7.930359
2015-07-02-22 23 01.785	-0.6260071 2.6313934 8.048187
2015-07-02-22 23 01.790	-0.79977417 2.5885468 8.035095
2015-07-02-22 23 01.796	-0.9687805 2.6147308 8.204102
2015-07-02-22 23 01.800	-0.8616638 2.6075897 8.276703
2015-07-02-22 23 01.805	-1.0021057 2.6575775 8.412384
2015-07-02-22 23 01.812	-0.9878235 2.7385101 8.458801
2015-07-02-22 23 01.816	-0.87594604 2.7980194 8.4730835
2015-07-02-22 23 01.820	-0.9949646 2.8253937 8.538544
2015-07-02-22 23 01.825	-0.9187927 2.8349152 8.592102
2015-07-02-22 23 01.830	-0.89974976 2.8384857 8.609955
2015-07-02-22 23 01.836	-0.8557129 2.7873077 8.764679
2015-07-02-22 23 01.840	-0.87475586 2.6325836 8.724213
2015-07-02-22 23 01.845	-0.8652344 2.648056 8.77182
2015-07-02-22 23 01.850	-0.8902283 2.6754303 8.933685
2015-07-02-22 23 01.857	-1.1235046 2.7718353 9.276459
2015-07-02-22 23 01.860	-1.324646 3.0670013 9.583527
2015-07-02-22 23 01.866	-1.3734436 3.4288177 9.833466
2015-07-02-22 23 01.871	-1.574585 3.5728302 10.303589
2015-07-02-22 23 01.876	-1.8911743 3.424057 10.69754
2015-07-02-22 23 01.881	-2.0911255 3.282425 10.9748535
2015-07-02-22 23 01.886	-2.2339478 3.1265106 11.022461
2015-07-02-22 23 01.891	-2.2137146 2.9253693 10.88559
2015-07-02-22 23 01.896	-2.158966 2.744461 10.790375
2015-07-02-22 23 01.901	-2.2577515 2.4707184 10.646362
2015-07-02-22 23 01.906	-2.286316 2.3052826 10.657074
2015-07-02-22 23 01.911	-2.3398743 2.1255646 10.664215
2015-07-02-22 23 01.916	-2.4588928 1.9458466 10.635651
2015-07-02-22 23 01.921	-2.537445 1.8363495 10.539246
2015-07-02-22 23 01.926	-2.44104 1.813736 10.599945
2015-07-02-22 23 01.931	-2.4565125 1.794693 10.599945
2015-07-02-22 23 01.937	-2.3041687 1.9018097 10.770142
2015-07-02-22 23 01.941	-2.267273 1.9077606 10.996277
2015-07-02-22 23 01.946	-2.331543 1.8827667 11.2890625
2015-07-02-22 23 01.951	-2.3303528 1.9363251 11.371185
2015-07-02-22 23 01.957	-2.4315186 2.0041656 11.434265
2015-07-02-22 23 01.962	-2.395813 2.0803375 11.177185
2015-07-02-22 23 01.966	-2.1851501 2.0529633 11.01532
2015-07-02-22 23 01.971	-1.7602539 1.9827423 10.686829
2015-07-02-22 23 01.977	-1.2532349 1.7149506 10.509491
2015-07-02-22 23 01.981	-0.8295288 1.3864594 10.524963
2015-07-02-22 23 01.986	-0.35107422 1.1079559 10.88916
2015-07-02-22 23 01.991	-0.103515625 0.85087585 11.638977
2015-07-02-22 23 01.998	-0.15350342 0.6259308 12.524475
2015-07-02-22 23 02.006	-0.4343872 0.43193054 13.703949
2015-07-02-22 23 02.015	-0.6652832 0.25221252 14.7977295
2015-07-02-22 23 02.016	-1.0270996 0.09510803 15.8927
2015-07-02-22 23 02.018	-1.4805603 -0.06794739 16.631805
2015-07-02-22 23 02.022	-1.7638245 -0.21791077 16.992432
2015-07-02-22 23 02.027	-2.0149536 -0.3226471 16.73059
2015-07-02-22 23 02.032	-2.145874 -0.44761658 15.990295
2015-07-02-22 23 02.038	-2.369629 -0.53926086 14.976257
2015-07-02-22 23 02.042	-2.498169 -0.64756775 13.7777405
2015-07-02-22 23 02.047	-2.6290894 -0.54997253 12.581604
2015-07-02-22 23 02.052	-2.5969543 -0.379776 11.455688
2015-07-02-22 23 02.058	-2.524353 -0.11555481 10.417847
2015-07-02-22 23 02.062	-2.3553467 0.18913269 9.633514
2015-07-02-22 23 02.067	-2.2303772 0.4426422 8.868225
2015-07-02-22 23 02.074	-1.9364014 0.65211487 8.457611
2015-07-02-22 23 02.078	-1.7197876 0.95680237 8.114838
2015-07-02-22 23 02.082	-1.5269775 1.0008392 7.879181
2015-07-02-22 23 02.087	-1.3008423 1.3102875 7.906555
2015-07-02-22 23 02.093	-1.2068176 1.4828644 8.224335
2015-07-02-22 23 02.098	-0.8616638 1.7863617 8.346924
2015-07-02-22 23 02.103	-0.45700073 1.9398956 8.279083
2015-07-02-22 23 02.108	-0.15350342 2.0791473 8.163635
