2015-07-02-22 24 28.074	-0.8211975 5.7484894 8.340973
2015-07-02-22 24 28.081	-0.85809326 5.8008575 8.618286
2015-07-02-22 24 28.085	-0.9104614 5.9032135 8.921783
2015-07-02-22 24 28.090	-0.9699707 5.9686737 9.288361
2015-07-02-22 24 28.095	-1.0044861 5.956772 9.554962
2015-07-02-22 24 28.100	-1.0032959 5.7889557 9.703735
2015-07-02-22 24 28.105	-0.95092773 5.3890533 9.682312
2015-07-02-22 24 28.110	-0.97354126 5.039139 9.485931
2015-07-02-22 24 28.115	-1.02948 4.79158 9.290741
2015-07-02-22 24 28.120	-1.0758972 4.5118866 9.037231
2015-07-02-22 24 28.125	-1.1544495 4.3821564 8.864655
2015-07-02-22 24 28.130	-1.1913452 4.438095 8.719452
2015-07-02-22 24 28.135	-1.28656 4.520218 8.628998
2015-07-02-22 24 28.141	-1.3186951 4.7415924 8.646851
2015-07-02-22 24 28.145	-1.3460693 5.04747 8.814667
2015-07-02-22 24 28.150	-1.3770142 5.2807465 8.798004
2015-07-02-22 24 28.155	-1.4043884 5.3961945 8.874176
2015-07-02-22 24 28.160	-1.3424988 5.4592743 8.808716
2015-07-02-22 24 28.165	-1.2270508 5.452133 8.606384
2015-07-02-22 24 28.172	-1.2008667 5.43071 8.445709
2015-07-02-22 24 28.175	-1.2151489 5.464035 8.395721
2015-07-02-22 24 28.180	-1.2829895 5.3247833 8.2421875
2015-07-02-22 24 28.185	-1.4151001 5.2283783 8.179108
2015-07-02-22 24 28.191	-1.5484009 5.04747 8.036285
2015-07-02-22 24 28.196	-1.5710144 4.9213104 7.7161255
2015-07-02-22 24 28.201	-1.5115051 4.72731 7.335266
2015-07-02-22 24 28.208	-1.4139099 4.628525 6.916321
2015-07-02-22 24 28.211	-1.2972717 4.5297394 6.500946
2015-07-02-22 24 28.216	-1.2782288 4.3012238 6.1177063
2015-07-02-22 24 28.222	-1.3044128 4.1786346 6.161743
2015-07-02-22 24 28.228	-1.3722534 4.0227203 6.179596
2015-07-02-22 24 28.232	-1.5448303 3.82872 6.641388
2015-07-02-22 24 28.237	-1.7019348 3.8191986 7.2341003
2015-07-02-22 24 28.241	-1.8768921 3.6787567 8.019623
2015-07-02-22 24 28.246	-2.0328064 3.5502167 8.881317
2015-07-02-22 24 28.252	-2.132782 3.4002533 9.794189
2015-07-02-22 24 28.257	-2.1565857 3.2014923 10.627319
2015-07-02-22 24 28.262	-2.1256409 2.9610748 11.284302
2015-07-02-22 24 28.266	-2.1958618 2.6444855 11.630646
2015-07-02-22 24 28.272	-2.204193 2.3493195 11.903198
