2015-07-07-16 25 35.797	-1.2889404 3.4204865 10.651123
2015-07-07-16 25 35.803	-1.3651123 3.3740692 10.830841
2015-07-07-16 25 35.807	-1.3103638 3.3621674 10.95462
2015-07-07-16 25 35.815	-1.2199097 3.3133698 11.152191
2015-07-07-16 25 35.818	-1.1223145 3.3478851 11.161713
2015-07-07-16 25 35.823	-0.89260864 3.4228668 11.204559
2015-07-07-16 25 35.829	-0.76882935 3.3883514 11.27359
2015-07-07-16 25 35.833	-0.5593567 3.4062042 11.27478
2015-07-07-16 25 35.838	-0.41534424 3.450241 11.197418
2015-07-07-16 25 35.843	-0.24395752 3.469284 11.048645
2015-07-07-16 25 35.848	-0.053527832 3.4419098 10.997467
2015-07-07-16 25 35.853	0.07620239 3.4609528 10.986755
2015-07-07-16 25 35.858	0.025024414 3.4990387 11.08316
2015-07-07-16 25 35.863	0.18927002 3.5990143 11.1736145
2015-07-07-16 25 35.868	0.33566284 3.6192474 11.364044
2015-07-07-16 25 35.873	0.31066895 3.6311493 11.490204
2015-07-07-16 25 35.879	0.3297119 3.6251984 11.577087
2015-07-07-16 25 35.883	0.37731934 3.6240082 11.7187195
2015-07-07-16 25 35.888	0.39160156 3.6656647 11.841309
2015-07-07-16 25 35.893	0.42373657 3.668045 11.810364
2015-07-07-16 25 35.898	0.34518433 3.6716156 11.819885
2015-07-07-16 25 35.903	0.43920898 3.6347198 11.796082
2015-07-07-16 25 35.908	0.5379944 3.7263641 11.737762
2015-07-07-16 25 35.914	0.7200928 3.8072968 11.725861
2015-07-07-16 25 35.918	0.77246094 4.0239105 11.580658
2015-07-07-16 25 35.924	0.8188782 4.2286224 11.496155
2015-07-07-16 25 35.929	0.60583496 4.3524017 11.506866
2015-07-07-16 25 35.934	0.38208008 4.3714447 11.456879
2015-07-07-16 25 35.938	0.0107421875 4.14769 11.609222
2015-07-07-16 25 35.943	-0.49508667 3.8894196 12.000793
2015-07-07-16 25 35.948	-1.0211487 3.6501923 12.36261
2015-07-07-16 25 35.954	-1.3424988 3.418106 12.825592
2015-07-07-16 25 35.958	-1.3984375 3.1753082 13.26239
2015-07-07-16 25 35.963	-1.4984131 3.0741425 13.537323
2015-07-07-16 25 35.968	-1.4508057 2.936081 13.595642
2015-07-07-16 25 35.974	-1.4377136 2.7682648 13.505188
2015-07-07-16 25 35.979	-1.4793701 2.5659332 13.370697
2015-07-07-16 25 35.984	-1.4317627 2.371933 13.092194
2015-07-07-16 25 35.989	-1.4638977 2.1184235 12.707764
2015-07-07-16 25 35.995	-1.4615173 1.858963 12.288818
2015-07-07-16 25 35.999	-1.472229 1.5947418 11.855591
2015-07-07-16 25 36.004	-1.5138855 1.416214 11.392609
2015-07-07-16 25 36.009	-1.5472107 1.2650604 11.022461
2015-07-07-16 25 36.014	-1.6281433 1.1162872 10.6285095
2015-07-07-16 25 36.019	-1.6852722 0.9972687 10.2178955
2015-07-07-16 25 36.024	-1.8471375 0.8782501 10.001282
2015-07-07-16 25 36.031	-2.2149048 0.672348 9.784668
2015-07-07-16 25 36.035	-2.2149048 0.672348 9.784668
2015-07-07-16 25 36.039	-2.4196167 0.58070374 9.812042
2015-07-07-16 25 36.044	-2.7409668 0.5081024 9.841797
2015-07-07-16 25 36.049	-3.01828 0.43312073 9.884644
2015-07-07-16 25 36.054	-3.1313477 0.40812683 9.879883
2015-07-07-16 25 36.059	-3.2646484 0.3783722 9.679932
2015-07-07-16 25 36.064	-3.2908325 0.3700409 9.470459
2015-07-07-16 25 36.069	-3.2527466 0.3438568 9.081268
2015-07-07-16 25 36.075	-3.21109 0.31053162 8.798004
2015-07-07-16 25 36.079	-3.127777 0.3617096 8.299316
2015-07-07-16 25 36.084	-2.9171143 0.3605194 7.7304077
2015-07-07-16 25 36.089	-2.781433 0.34623718 7.192444
2015-07-07-16 25 36.096	-2.6148071 0.38194275 6.623535
2015-07-07-16 25 36.099	-2.4957886 0.37599182 6.007019
2015-07-07-16 25 36.104	-2.2779846 0.39979553 5.5737915
2015-07-07-16 25 36.109	-2.170868 0.4355011 5.0036926
2015-07-07-16 25 36.115	-2.1173096 0.49024963 4.5347595
