2015-07-07-16 29 06.986	0.7926941 3.0991364 11.549713
2015-07-07-16 29 06.990	0.7117615 3.096756 11.440216
2015-07-07-16 29 06.996	0.618927 3.1491241 11.380707
2015-07-07-16 29 07.001	0.54156494 3.2241058 11.316437
2015-07-07-16 29 07.006	0.41659546 3.2241058 11.242645
2015-07-07-16 29 07.011	0.28805542 3.269333 11.202179
2015-07-07-16 29 07.017	0.09643555 3.3609772 11.254547
2015-07-07-16 29 07.021	0.04168701 3.430008 11.387848
2015-07-07-16 29 07.026	-0.11065674 3.4073944 11.490204
2015-07-07-16 29 07.032	-0.24871826 3.5049896 11.78537
2015-07-07-16 29 07.037	-0.39987183 3.4323883 12.0138855
2015-07-07-16 29 07.041	-0.6581421 3.4359589 12.149567
2015-07-07-16 29 07.047	-0.8461914 3.4097748 12.229309
2015-07-07-16 29 07.052	-0.978302 3.3371735 12.3090515
2015-07-07-16 29 07.057	-0.88427734 3.405014 12.150757
2015-07-07-16 29 07.062	-0.7319336 3.6335297 11.9758
2015-07-07-16 29 07.067	-0.6474304 3.9644012 11.65683
2015-07-07-16 29 07.072	-0.6878967 4.257187 11.585419
2015-07-07-16 29 07.077	-0.75097656 4.385727 11.393799
2015-07-07-16 29 07.083	-1.1044617 4.411911 11.162903
2015-07-07-16 29 07.087	-1.568634 4.1857758 10.943909
2015-07-07-16 29 07.092	-2.2410889 3.8227692 10.801086
2015-07-07-16 29 07.097	-2.8552246 3.37883 10.710632
2015-07-07-16 29 07.102	-3.2991638 3.000351 10.691589
2015-07-07-16 29 07.107	-3.5669556 2.6147308 10.646362
2015-07-07-16 29 07.114	-3.4586487 2.301712 10.69754
2015-07-07-16 29 07.118	-3.242035 1.955368 10.722534
2015-07-07-16 29 07.122	-2.9635315 1.7137604 10.802277
2015-07-07-16 29 07.128	-2.5862427 1.5471344 10.891541
2015-07-07-16 29 07.133	-2.1756287 1.351944 10.936768
2015-07-07-16 29 07.138	-1.9114075 1.1127167 11.14624
2015-07-07-16 29 07.142	-1.6876526 0.97584534 11.115295
2015-07-07-16 29 07.149	-1.6233826 0.7996979 11.045074
2015-07-07-16 29 07.152	-1.7852478 0.5081024 10.95462
2015-07-07-16 29 07.158	-2.1601563 0.16056824 10.69754
2015-07-07-16 29 07.163	-2.4327087 -0.17625427 10.490448
2015-07-07-16 29 07.167	-2.6088562 -0.5761566 10.283356
2015-07-07-16 29 07.172	-2.6302795 -0.77848816 10.110779
2015-07-07-16 29 07.178	-2.50531 -0.85346985 10.089355
2015-07-07-16 29 07.182	-2.3541565 -0.8153839 10.261932
2015-07-07-16 29 07.188	-2.100647 -0.70469666 10.519012
2015-07-07-16 29 07.193	-1.8411865 -0.52259827 10.76062
2015-07-07-16 29 07.198	-1.6459961 -0.3464508 11.009369
2015-07-07-16 29 07.203	-1.5138855 -0.2476654 10.943909
2015-07-07-16 29 07.208	-1.4472351 -0.15364075 10.724915
2015-07-07-16 29 07.214	-1.4305725 -0.08103943 10.389282
2015-07-07-16 29 07.218	-1.4043884 0.054641724 9.931061
2015-07-07-16 29 07.223	-1.3829651 0.22007751 9.365723
2015-07-07-16 29 07.228	-1.2675171 0.47239685 8.798004
2015-07-07-16 29 07.235	-0.92593384 0.96632385 7.885132
2015-07-07-16 29 07.239	-0.92593384 0.96632385 7.885132
2015-07-07-16 29 07.243	-0.6807556 1.2757721 7.5114136
2015-07-07-16 29 07.248	-0.42843628 1.5614166 7.0817566
2015-07-07-16 29 07.253	-0.09994507 1.8518219 6.6378174
2015-07-07-16 29 07.259	0.22616577 2.0803375 6.258148
2015-07-07-16 29 07.265	0.4880066 2.3029022 5.8701477
2015-07-07-16 29 07.268	0.651062 2.4588165 5.5095215
2015-07-07-16 29 07.273	0.85458374 2.4695282 4.98584
2015-07-07-16 29 07.282	1.0176392 2.48143 4.684723
2015-07-07-16 29 07.283	1.1461792 2.5492706 4.434784
2015-07-07-16 29 07.288	1.2318726 2.5480804 4.190796
2015-07-07-16 29 07.294	1.3032837 2.4957123 4.0348816
2015-07-07-16 29 07.299	1.2973328 2.4897614 3.9003906
2015-07-07-16 29 07.303	1.34375 2.4838104 4.0098877
2015-07-07-16 29 07.309	1.2818604 2.3766937 4.183655
2015-07-07-16 29 07.314	1.2497253 2.3314667 4.307434
2015-07-07-16 29 07.319	1.2033081 2.2850494 4.526428
2015-07-07-16 29 07.324	1.2354431 2.1624603 4.9763184
2015-07-07-16 29 07.329	1.2318726 2.1779327 5.4000244
2015-07-07-16 29 07.334	1.1342773 2.1553192 5.9641724
2015-07-07-16 29 07.339	1.0914307 2.154129 6.6259155
2015-07-07-16 29 07.344	0.9890747 2.1362762 7.187683
2015-07-07-16 29 07.349	0.8260193 2.0946198 7.820862
2015-07-07-16 29 07.354	0.6605835 2.0291595 8.32193
2015-07-07-16 29 07.359	0.54989624 1.8958588 8.677795
2015-07-07-16 29 07.364	0.39398193 1.7339935 8.955109
2015-07-07-16 29 07.369	0.27020264 1.6447296 9.138397
2015-07-07-16 29 07.374	0.09762573 1.5697479 9.234802
2015-07-07-16 29 07.380	-0.111846924 1.4840546 9.09079
2015-07-07-16 29 07.385	0.054779053 1.7411346 8.756348
2015-07-07-16 29 07.389	0.054779053 1.7411346 8.756348
2015-07-07-16 29 07.394	-0.6878967 1.4876251 8.877747
2015-07-07-16 29 07.400	-1.3508301 1.1448517 9.016998
2015-07-07-16 29 07.404	-1.8019104 1.0127411 8.987244
2015-07-07-16 29 07.409	-1.953064 1.1329498 9.1657715
2015-07-07-16 29 07.415	-2.2720337 0.9794159 9.545441
2015-07-07-16 29 07.420	-2.3731995 0.74256897 9.9227295
2015-07-07-16 29 07.425	-2.3434448 0.5164337 10.44046
2015-07-07-16 29 07.430	-2.2767944 0.37599182 10.791565
2015-07-07-16 29 07.435	-1.5769653 0.48786926 11.46759
