2015-07-08-18 16 13.812	-0.7045593 0.90919495 6.309326
2015-07-08-18 16 13.816	-0.49746704 1.056778 6.0105896
2015-07-08-18 16 13.822	-0.29751587 1.2400665 5.743988
2015-07-08-18 16 13.826	-0.13922119 1.3864594 5.5428467
2015-07-08-18 16 13.831	-0.00592041 1.5816498 5.321472
2015-07-08-18 16 13.837	0.08929443 1.7530365 5.30838
2015-07-08-18 16 13.842	0.13214111 1.8042145 5.1691284
2015-07-08-18 16 13.846	0.115478516 1.9244232 5.032257
2015-07-08-18 16 13.851	0.10714722 1.9970245 4.8811035
2015-07-08-18 16 13.856	0.09048462 1.9839325 4.754944
2015-07-08-18 16 13.862	0.12619019 1.9756012 4.671631
2015-07-08-18 16 13.866	0.104766846 2.044632 4.576416
2015-07-08-18 16 13.872	0.059539795 2.0922394 4.4633484
2015-07-08-18 16 13.876	0.0059814453 2.1553192 4.4335938
2015-07-08-18 16 13.882	0.05239868 2.1815033 4.351471
2015-07-08-18 16 13.886	0.08572388 2.2541046 4.320526
2015-07-08-18 16 13.891	0.10357666 2.2790985 4.3431396
2015-07-08-18 16 13.897	0.12976074 2.345749 4.4776306
2015-07-08-18 16 13.902	0.15356445 2.430252 4.491913
2015-07-08-18 16 13.916	0.17617798 2.4445343 4.588318
2015-07-08-18 16 13.918	0.24401855 2.526657 4.684723
2015-07-08-18 16 13.918	0.29638672 2.5457 4.884674
2015-07-08-18 16 13.923	0.2809143 2.5611725 5.135803
2015-07-08-18 16 13.927	0.25830078 2.6635284 5.3428955
2015-07-08-18 16 13.934	0.18688965 2.6885223 5.4833374
2015-07-08-18 16 13.937	0.021453857 2.6587677 5.7356567
2015-07-08-18 16 13.943	-0.032104492 2.648056 5.9213257
2015-07-08-18 16 13.949	-0.04876709 2.5730743 6.1046143
2015-07-08-18 16 13.952	-0.029724121 2.5849762 6.3688354
2015-07-08-18 16 13.957	0.08929443 2.526657 6.71875
