15	38	11	-1.1943359 2.3201447 8.924728 0.0 0.0 0.0

15	38	11	-1.3204956 2.232071 9.526962 0.0 0.0 0.0

15	38	11	-1.4442749 2.1606598 10.043503 0.0 0.0 0.0

15	38	11	-1.6061401 2.0749664 10.705246 0.0 0.0 0.0

15	38	11	-1.7299194 2.0059357 11.343185 0.0 0.0 0.0

15	38	11	-1.8394165 1.8488312 11.900192 0.0 0.0 0.0

15	38	11	-1.8346558 1.8464508 12.123947 0.0 0.0 0.0

15	38	11	-1.7894287 1.860733 12.600021 0.0 0.0 0.0

15	38	11	-1.8727417 1.7012482 12.678574 0.0 0.0 0.0

15	38	11	-1.7727661 1.5584259 12.726181 0.0 0.0 0.0

15	38	12	-1.6727905 1.4060822 12.566696 0.0 0.0 0.0

15	38	12	-1.4466553 1.3465729 12.314377 0.0 0.0 0.0

15	38	12	-1.303833 1.2680206 12.20726 0.0 0.0 0.0

15	38	12	-1.2109985 1.3775177 12.2096405 0.0 0.0 0.0

15	38	12	-1.1205444 1.5441437 12.190598 0.0 0.0 0.0

15	38	12	-0.83251953 1.5727081 12.178696 0.0 0.0 0.0

15	38	12	-0.6468506 1.6560211 12.064438 0.0 0.0 0.0

15	38	12	-0.53497314 1.6131744 11.940659 0.0 0.0 0.0

15	38	12	-0.61828613 1.5750885 11.797836 0.0 0.0 0.0

15	38	12	-0.32312012 1.5251007 11.297958 0.0 0.0 0.0

15	38	12	-0.73968506 1.2537384 10.714767 0.0 0.0 0.0

15	38	12	-1.0753174 0.9490509 10.619553 0.0 0.0 0.0

15	38	12	-1.3990479 0.725296 10.460068 0.0 0.0 0.0

15	38	12	-1.7799072 0.37062073 10.486252 0.0 0.0 0.0

15	38	12	-2.144104 0.08735657 10.700485 0.0 0.0 0.0

15	38	12	-2.3654785 -0.08403015 11.071823 0.0 0.0 0.0

15	38	12	-2.5368652 -0.3768158 11.395554 0.0 0.0 0.0

15	38	12	-2.882019 -0.59342957 12.01683 0.0 0.0 0.0

15	38	12	-2.7844238 -0.705307 12.476242 0.0 0.0 0.0

15	38	12	-2.5773315 -0.705307 12.65477 0.0 0.0 0.0

15	38	12	-2.2059937 -0.73625183 12.776169 0.0 0.0 0.0

15	38	12	-1.8322754 -0.88145447 12.664291 0.0 0.0 0.0

15	38	12	-1.5252075 -0.93144226 12.450058 0.0 0.0 0.0

15	38	12	-1.406189 -0.8766937 12.2096405 0.0 0.0 0.0

15	38	12	-1.258606 -0.78385925 11.833542 0.0 0.0 0.0

15	38	12	-1.2562256 -0.7457733 11.538376 0.0 0.0 0.0

