2015-06-25-17 56 11.031	-0.3843994 3.0479584 7.117462
2015-06-25-17 56 11.035	-0.2701416 3.168167 7.1400757
2015-06-25-17 56 11.042	-0.18682861 3.2145844 7.1067505
2015-06-25-17 56 11.046	-0.08804321 3.3109894 7.181732
2015-06-25-17 56 11.052	0.094055176 3.3550262 7.256714
2015-06-25-17 56 11.056	0.26068115 3.4133453 7.2555237
2015-06-25-17 56 11.061	0.50109863 3.365738 7.342407
2015-06-25-17 56 11.069	0.69033813 3.4776154 7.430481
2015-06-25-17 56 11.072	0.92837524 3.501419 7.2805176
2015-06-25-17 56 11.078	1.2342529 3.5276031 7.3519287
2015-06-25-17 56 11.083	1.2342529 3.5276031 7.3519287
2015-06-25-17 56 11.086	1.3009033 3.6632843 7.7601624
2015-06-25-17 56 11.094	1.3497009 3.7430267 7.982727
2015-06-25-17 56 11.099	1.3377991 3.8072968 8.198151
2015-06-25-17 56 11.101	1.3377991 3.9298859 8.558777
2015-06-25-17 56 11.108	1.3461304 4.0417633 8.83847
2015-06-25-17 56 11.113	1.4151611 4.154831 9.15863
2015-06-25-17 56 11.117	1.3818359 4.289322 9.406189
2015-06-25-17 56 11.122	1.3865967 4.4416656 9.751343
2015-06-25-17 56 11.128	1.3342285 4.4928436 9.996521
2015-06-25-17 56 11.132	1.427063 4.5511627 10.189331
2015-06-25-17 56 11.137	1.644867 4.6071014 10.43689
2015-06-25-17 56 11.142	1.8091125 4.6154327 10.82489
2015-06-25-17 56 11.147	1.837677 4.648758 11.065308
2015-06-25-17 56 11.152	1.6829529 4.572586 11.27002
2015-06-25-17 56 11.157	1.5829773 4.455948 11.474731
2015-06-25-17 56 11.162	1.4806213 4.314316 11.652069
2015-06-25-17 56 11.167	1.3663635 4.3202667 11.804413
2015-06-25-17 56 11.173	1.375885 4.206009 11.972229
2015-06-25-17 56 11.178	1.3937378 4.192917 12.23288
2015-06-25-17 56 11.182	1.4056396 4.264328 12.368561
2015-06-25-17 56 11.187	1.5079956 4.3440704 12.611359
2015-06-25-17 56 11.193	1.4972839 4.3452606 12.751801
2015-06-25-17 56 11.197	1.5544128 4.353592 12.923187
2015-06-25-17 56 11.202	1.5484619 4.373825 12.967224
2015-06-25-17 56 11.210	1.5437012 4.3833466 13.000549
2015-06-25-17 56 11.215	1.4496765 4.386917 12.892242
2015-06-25-17 56 11.217	1.4234924 4.451187 12.756561
2015-06-25-17 56 11.222	1.3877869 4.3321686 12.581604
2015-06-25-17 56 11.230	1.3235168 4.2488556 12.513763
2015-06-25-17 56 11.233	1.1092834 4.0869904 12.3638
2015-06-25-17 56 11.237	0.9474182 3.795395 12.263824
2015-06-25-17 56 11.242	0.7569885 3.5728302 12.228119
2015-06-25-17 56 11.250	0.8902893 3.257431 12.247162
2015-06-25-17 56 11.253	1.183075 3.0658112 12.382843
2015-06-25-17 56 11.258	1.6055908 2.7004242 12.643494
2015-06-25-17 56 11.264	2.0828552 2.3374176 12.913666
2015-06-25-17 56 11.268	2.4768066 1.929184 13.301666
2015-06-25-17 56 11.276	2.8624268 1.5066681 13.555176
2015-06-25-17 56 11.278	2.9850159 1.0258331 13.890808
2015-06-25-17 56 11.289	3.1218872 0.72828674 13.934845
2015-06-25-17 56 11.290	3.1611633 0.2712555 13.696808
2015-06-25-17 56 11.294	2.9255066 -0.18696594 13.483765
2015-06-25-17 56 11.298	2.5470276 -0.54164124 13.223114
2015-06-25-17 56 11.303	2.1054688 -0.92607117 13.0065
2015-06-25-17 56 11.309	1.5115662 -1.3497772 12.851776
