2015-07-01-15 58 44.776	0.3475647 3.4704742 7.9017944
2015-07-01-15 58 44.781	0.55584717 3.7287445 7.887512
2015-07-01-15 58 44.786	0.57489014 3.9596405 8.179108
2015-07-01-15 58 44.796	0.46896362 4.01915 8.751587
2015-07-01-15 58 44.798	0.34518433 3.9905853 9.394287
2015-07-01-15 58 44.801	0.08572388 3.9465485 10.107208
2015-07-01-15 58 44.807	-0.111846924 3.8322906 10.798706
2015-07-01-15 58 44.813	-0.25823975 3.732315 11.517578
2015-07-01-15 58 44.816	-0.2713318 3.4597626 12.136475
2015-07-01-15 58 44.823	-0.22491455 3.276474 12.603027
2015-07-01-15 58 44.830	-0.033294678 3.0420074 12.87439
2015-07-01-15 58 44.832	0.05239868 2.8622894 13.074341
2015-07-01-15 58 44.839	-0.26062012 1.8280182 14.757263
2015-07-01-15 58 44.842	0.28448486 2.3612213 15.474945
2015-07-01-15 58 44.848	0.22497559 2.0458221 15.604675
2015-07-01-15 58 44.852	0.14404297 1.8827667 15.277374
2015-07-01-15 58 44.857	-0.111846924 2.0267792 15.1440735
2015-07-01-15 58 44.863	-0.14517212 2.141037 14.076477
2015-07-01-15 58 44.867	-0.12136841 2.1636505 12.733948
2015-07-01-15 58 44.872	0.09643555 2.051773 11.406891
2015-07-01-15 58 44.879	0.39041138 2.0077362 10.510681
2015-07-01-15 58 44.882	0.92837524 2.121994 9.919159
2015-07-01-15 58 44.887	1.4603882 2.2350616 9.844177
2015-07-01-15 58 44.893	1.8198242 2.3600311 9.967957
2015-07-01-15 58 44.898	1.9566956 2.2541046 10.073883
2015-07-01-15 58 44.902	1.6853333 1.9779816 10.164337
2015-07-01-15 58 44.907	1.093811 1.531662 10.276215
2015-07-01-15 58 44.913	0.4463501 0.97465515 10.421417
2015-07-01-15 58 44.918	-0.16897583 0.43074036 10.663025
2015-07-01-15 58 44.923	-0.7140808 -0.11198425 10.746338
2015-07-01-15 58 44.930	-1.0223389 -0.5190277 10.603516
2015-07-01-15 58 44.934	-1.2532349 -0.88679504 10.451172
2015-07-01-15 58 44.938	-1.1865845 -1.2795563 10.136963
2015-07-01-15 58 44.942	-1.0282898 -1.3128815 10.791565
2015-07-01-15 58 44.948	0.272583 -1.6199493 11.641357
2015-07-01-15 58 44.953	1.7793579 -1.6961212 12.247162
2015-07-01-15 58 44.958	2.7636414 -1.4533234 12.636353
2015-07-01-15 58 44.963	2.9969177 -0.68922424 13.844391
2015-07-01-15 58 44.968	3.9942932 -0.6904144 13.304047
2015-07-01-15 58 44.974	4.0787964 -0.8582306 12.268585
2015-07-01-15 58 44.979	4.6381836 -1.008194 13.114807
2015-07-01-15 58 44.983	5.7736206 -0.88679504 12.857727
2015-07-01-15 58 44.988	5.9140625 -0.7677765 11.231934
2015-07-01-15 58 44.994	4.8226624 -0.49760437 9.9263
2015-07-01-15 58 44.998	3.4337158 -0.071517944 8.596863
2015-07-01-15 58 45.003	2.5458374 0.460495 7.5423584
2015-07-01-15 58 45.008	2.2149658 0.9722748 6.5414124
2015-07-01-15 58 45.013	2.2720947 1.2698212 5.6202087
2015-07-01-15 58 45.018	2.1744995 1.512619 4.8953857
2015-07-01-15 58 45.023	2.0959473 1.6209259 4.351471
2015-07-01-15 58 45.029	0.9569397 1.4911957 3.1505737
2015-07-01-15 58 45.034	0.74746704 1.4566803 2.9101563
2015-07-01-15 58 45.038	1.0509644 1.5042877 3.9360962
2015-07-01-15 58 45.044	0.8188782 1.6316376 4.677582
2015-07-01-15 58 45.049	0.51657104 1.7899323 5.3167114
2015-07-01-15 58 45.054	0.0107421875 1.8637238 5.6261597
2015-07-01-15 58 45.058	-0.22491455 1.7137604 5.8701477
2015-07-01-15 58 45.063	-0.26776123 1.5733185 5.9832153
2015-07-01-15 58 45.068	-0.0975647 1.4316864 6.1010437
2015-07-01-15 58 45.074	0.08929443 1.3888397 6.172455
2015-07-01-15 58 45.080	0.44158936 1.2638702 6.1903076
2015-07-01-15 58 45.083	0.73913574 1.2424469 6.226013
2015-07-01-15 58 45.088	0.85220337 1.1496124 6.320038
2015-07-01-15 58 45.094	0.92837524 1.0579681 6.386688
2015-07-01-15 58 45.099	0.8593445 0.9460907 6.5687866
2015-07-01-15 58 45.103	0.9295654 0.935379 7.3257446
2015-07-01-15 58 45.109	1.0902405 1.1055756 8.231476
2015-07-01-15 58 45.114	0.38684082 1.153183 8.9027405
2015-07-01-15 58 45.119	-0.39630127 1.1055756 9.451416
2015-07-01-15 58 45.124	-0.5605469 1.1698456 10.046509
2015-07-01-15 58 45.129	-0.34631348 1.2376862 10.24408
2015-07-01-15 58 45.134	-0.48675537 1.1948395 10.171478
2015-07-01-15 58 45.139	-0.9449768 1.1603241 10.229797
2015-07-01-15 58 45.144	-0.3534546 1.1865082 10.455933
2015-07-01-15 58 45.149	-0.6486206 1.384079 10.492828
2015-07-01-15 58 45.154	0.5439453 1.7732697 10.754669
2015-07-01-15 58 45.159	0.24520874 0.8615875 10.346436
2015-07-01-15 58 45.164	0.113098145 1.0234528 11.187897
2015-07-01-15 58 45.169	-0.8057251 1.4566803 10.966522
2015-07-01-15 58 45.174	-0.79977417 1.9732208 9.514496
2015-07-01-15 58 45.179	-0.7212219 2.127945 8.312408
2015-07-01-15 58 45.184	-0.6343384 2.1517487 8.262421
2015-07-01-15 58 45.193	-0.42367554 2.0232086 8.881317
2015-07-01-15 58 45.194	-0.2939453 2.1077118 9.527588
2015-07-01-15 58 45.199	-0.2701416 2.1684113 10.18457
2015-07-01-15 58 45.204	-0.6498108 2.1077118 10.624939
2015-07-01-15 58 45.209	-0.86761475 1.9458466 11.136719
2015-07-01-15 58 45.215	-0.9211731 1.7006683 11.780609
2015-07-01-15 58 45.219	-1.4698486 2.1398468 12.723236
2015-07-01-15 58 45.225	-1.536499 1.9410858 13.157654
2015-07-01-15 58 45.232	-1.4151001 1.1936493 13.556366
2015-07-01-15 58 45.236	-1.4151001 1.1936493 13.556366
2015-07-01-15 58 45.239	-1.3746338 1.2519684 13.415924
2015-07-01-15 58 45.244	-1.5722046 1.5780792 13.343323
2015-07-01-15 58 45.250	-1.6852722 1.8756256 13.161224
2015-07-01-15 58 45.255	-1.7447815 1.9708405 12.739899
2015-07-01-15 58 45.259	-1.6555176 1.8791962 12.437592
2015-07-01-15 58 45.265	-1.6412354 1.8732452 11.985321
2015-07-01-15 58 45.270	-1.79953 1.858963 11.747284
2015-07-01-15 58 45.276	-2.1994324 1.9577484 11.709198
2015-07-01-15 58 45.280	-2.3839111 2.0803375 11.824646
2015-07-01-15 58 45.285	-2.5671997 2.2124481 11.793701
2015-07-01-15 58 45.290	-2.7302551 2.1815033 11.749664
2015-07-01-15 58 45.295	-2.8659363 2.0160675 11.373566
2015-07-01-15 58 45.300	-2.9944763 1.9006195 10.935577
2015-07-01-15 58 45.305	-3.1111145 1.8875275 10.736816
2015-07-01-15 58 45.310	-3.3943787 2.0160675 10.544006
2015-07-01-15 58 45.315	-3.1765747 2.1707916 10.548767
2015-07-01-15 58 45.320	-3.0551758 2.1172333 10.654694
2015-07-01-15 58 45.325	-2.6885986 2.186264 10.934387
2015-07-01-15 58 45.330	-2.0220947 2.2279205 12.096008
2015-07-01-15 58 45.335	-2.0220947 2.2279205 12.096008
2015-07-01-15 58 45.340	-1.7019348 2.231491 12.679199
2015-07-01-15 58 45.345	-1.2913208 2.1898346 12.881531
2015-07-01-15 58 45.350	-0.18325806 2.141037 13.169556
2015-07-01-15 58 45.356	-0.18325806 2.141037 13.169556
2015-07-01-15 58 45.360	0.3547058 2.0755768 13.244537
2015-07-01-15 58 45.365	0.63916016 2.0720062 13.240967
2015-07-01-15 58 45.370	0.27496338 1.7506561 13.464722
2015-07-01-15 58 45.376	0.16070557 1.4685822 13.558746
2015-07-01-15 58 45.382	-0.09399414 1.2281647 13.755127
2015-07-01-15 58 45.385	-0.5319824 0.8449249 13.64444
2015-07-01-15 58 45.391	-0.9925842 0.3533783 13.444489
2015-07-01-15 58 45.396	-1.241333 -0.19648743 13.164795
2015-07-01-15 58 45.401	-1.3603516 -0.67137146 12.805359
