2015-07-01-19 37 17.977	1.4175415 0.4116974 10.0191345
2015-07-01-19 37 17.984	1.2140198 0.40455627 9.939392
2015-07-01-19 37 17.988	1.1045227 0.4033661 9.959625
2015-07-01-19 37 17.993	1.1045227 0.4033661 9.959625
2015-07-01-19 37 17.998	1.0223999 0.42121887 10.007233
2015-07-01-19 37 18.003	1.061676 0.460495 9.812042
2015-07-01-19 37 18.008	0.85339355 0.48786926 9.381195
2015-07-01-19 37 18.014	0.80340576 0.58903503 9.041992
2015-07-01-19 37 18.018	0.7331848 0.6009369 8.684937
2015-07-01-19 37 18.023	0.6213074 0.66044617 8.245758
2015-07-01-19 37 18.028	0.4963379 0.7342377 7.8970337
2015-07-01-19 37 18.034	0.3630371 0.787796 7.5804443
2015-07-01-19 37 18.038	0.3630371 0.8127899 7.3578796
2015-07-01-19 37 18.043	0.16784668 0.8282623 7.2543335
2015-07-01-19 37 18.048	0.06072998 0.8449249 6.9579773
2015-07-01-19 37 18.054	0.11071777 0.78422546 6.8246765
2015-07-01-19 37 18.060	0.12261963 0.8461151 6.743744
2015-07-01-19 37 18.063	0.067871094 0.8627777 6.8746643
2015-07-01-19 37 18.069	-0.020202637 0.9056244 7.180542
2015-07-01-19 37 18.075	-0.058288574 0.9139557 7.475708
2015-07-01-19 37 18.078	0.013122559 0.87586975 7.789917
2015-07-01-19 37 18.084	0.0024108887 0.84135437 7.9148865
2015-07-01-19 37 18.089	0.038116455 0.87705994 7.969635
2015-07-01-19 37 18.094	0.14285278 0.81040955 7.923218
2015-07-01-19 37 18.099	0.13452148 0.76756287 7.919647
2015-07-01-19 37 18.104	0.0047912598 0.80326843 7.9779663
2015-07-01-19 37 18.110	0.20355225 0.84968567 7.9529724
2015-07-01-19 37 18.114	0.31900024 0.90919495 7.8887024
2015-07-01-19 37 18.119	0.40112305 1.0234528 7.8696594
2015-07-01-19 37 18.124	0.39874268 1.0674896 7.905365
2015-07-01-19 37 18.129	0.31304932 1.0710602 7.822052
2015-07-01-19 37 18.135	0.29281616 1.0710602 7.74469
2015-07-01-19 37 18.139	0.23449707 1.1519928 7.6970825
2015-07-01-19 37 18.144	0.12976074 1.1508026 7.6256714
2015-07-01-19 37 18.149	-0.095184326 1.2210236 7.468567
2015-07-01-19 37 18.155	-0.21539307 1.3209991 7.5221252
2015-07-01-19 37 18.159	-0.3534546 1.3709869 7.520935
2015-07-01-19 37 18.164	-0.4439087 1.3614655 7.718506
2015-07-01-19 37 18.170	-0.5569763 1.3495636 8.049377
2015-07-01-19 37 18.175	-0.63671875 1.2924347 8.424286
2015-07-01-19 37 18.179	-0.61291504 1.3305206 8.544495
2015-07-01-19 37 18.184	-0.6260071 1.345993 8.764679
2015-07-01-19 37 18.189	-0.5914917 1.3816986 8.882507
2015-07-01-19 37 18.195	-0.5510254 1.3924103 8.957489
2015-07-01-19 37 18.202	-0.5653076 1.3757477 9.075317
2015-07-01-19 37 18.205	-0.54507446 1.3614655 9.086029
2015-07-01-19 37 18.211	-0.48675537 1.3376617 9.119354
2015-07-01-19 37 18.215	-0.47247314 1.3721771 9.188385
2015-07-01-19 37 18.220	-0.48675537 1.3495636 9.255035
2015-07-01-19 37 18.225	-0.5438843 1.3257599 9.268127
2015-07-01-19 37 18.230	-0.5569763 1.3555145 9.265747
2015-07-01-19 37 18.236	-0.6093445 1.4364471 9.214569
2015-07-01-19 37 18.240	-0.5855408 1.480484 9.149109
2015-07-01-19 37 18.245	-0.62005615 1.6114044 9.041992
2015-07-01-19 37 18.252	-0.6224365 1.6685333 9.001526
2015-07-01-19 37 18.256	-0.5736389 1.6685333 8.939636
2015-07-01-19 37 18.260	-0.49627686 1.6828156 8.863464
2015-07-01-19 37 18.265	-0.43081665 1.6316376 8.802765
2015-07-01-19 37 18.270	-0.47128296 1.614975 8.946777
2015-07-01-19 37 18.275	-0.48199463 1.5364227 9.259796
2015-07-01-19 37 18.280	-0.53079224 1.4471588 9.689453
2015-07-01-19 37 18.285	-0.6390991 1.345993 10.044128
2015-07-01-19 37 18.290	-0.664093 1.2614899 10.534485
2015-07-01-19 37 18.296	-0.5438843 1.1484222 10.857025
2015-07-01-19 37 18.302	-0.43081665 1.0056 11.149811
2015-07-01-19 37 18.305	-0.44628906 0.8235016 11.446167
2015-07-01-19 37 18.310	-0.47128296 0.74494934 11.768707
2015-07-01-19 37 18.316	-0.50460815 0.70210266 12.063873
2015-07-01-19 37 18.320	-0.5593567 0.68663025 12.186462
2015-07-01-19 37 18.325	-0.47128296 0.7544708 12.207886
2015-07-01-19 37 18.330	-0.29037476 0.89967346 12.031738
2015-07-01-19 37 18.336	-0.21539307 1.1543732 11.78775
2015-07-01-19 37 18.340	-0.221344 1.3888397 11.455688
2015-07-01-19 37 18.345	-0.40344238 1.3495636 10.968903
2015-07-01-19 37 18.350	-0.66052246 1.2162628 10.749908
2015-07-01-19 37 18.356	-1.0199585 1.0282135 10.585663
2015-07-01-19 37 18.361	-1.5543518 0.7544708 10.673737
2015-07-01-19 37 18.366	-2.0518494 0.54618835 10.989136
2015-07-01-19 37 18.371	-2.5029297 0.524765 11.59613
2015-07-01-19 37 18.376	-2.9266357 0.4688263 12.342377
2015-07-01-19 37 18.381	-3.1039734 0.4259796 13.230255
2015-07-01-19 37 18.386	-2.9968567 0.56166077 13.983643
2015-07-01-19 37 18.391	-2.6743164 0.50572205 14.424011
2015-07-01-19 37 18.396	-2.3160706 0.39027405 14.562073
2015-07-01-19 37 18.401	-1.8947449 0.24388123 14.369263
2015-07-01-19 37 18.406	-1.3603516 0.16532898 14.027679
2015-07-01-19 37 18.412	-0.9699707 0.09272766 13.664673
2015-07-01-19 37 18.416	-0.7402649 0.080825806 13.344513
2015-07-01-19 37 18.421	-0.5331726 0.102249146 13.137421
2015-07-01-19 37 18.426	-0.47128296 0.17723083 12.976746
2015-07-01-19 37 18.431	-0.5891113 0.21055603 12.863678
2015-07-01-19 37 18.436	-0.83547974 0.2795868 12.797028
2015-07-01-19 37 18.441	-1.0723267 0.36528015 12.592316
2015-07-01-19 37 18.446	-1.3294067 0.49143982 12.398315
2015-07-01-19 37 18.451	-1.5067444 0.5676117 12.116241
2015-07-01-19 37 18.459	-1.6959839 0.6997223 11.731812
2015-07-01-19 37 18.461	-1.7459717 0.7389984 11.4366455
2015-07-01-19 37 18.466	-1.7590637 0.8377838 11.106964
2015-07-01-19 37 18.471	-1.6471863 0.81993103 10.722534
2015-07-01-19 37 18.477	-1.5400696 0.92585754 10.469025
2015-07-01-19 37 18.481	-1.3389282 0.96632385 10.148865
2015-07-01-19 37 18.486	-1.3008423 0.92466736 9.822754
2015-07-01-19 37 18.492	-1.1270752 0.9306183 9.459747
2015-07-01-19 37 18.497	-1.138977 0.9199066 9.232422
2015-07-01-19 37 18.501	-1.0830383 0.9234772 8.944397
2015-07-01-19 37 18.507	-1.074707 0.9306183 8.615906
2015-07-01-19 37 18.514	-0.8807068 0.9627533 8.263611
2015-07-01-19 37 18.518	-0.8807068 0.9627533 8.263611
2015-07-01-19 37 18.522	-0.8557129 1.0020294 8.082703
2015-07-01-19 37 18.527	-0.8890381 1.0115509 7.7994385
2015-07-01-19 37 18.532	-0.86880493 1.0044098 7.4161987
2015-07-01-19 37 18.537	-0.8140564 1.0865326 7.0543823
2015-07-01-19 37 18.542	-0.71051025 1.1067657 6.8437195
2015-07-01-19 37 18.547	-0.5581665 1.1067657 6.6306763
2015-07-01-19 37 18.552	-0.39511108 1.1079559 6.6247253
2015-07-01-19 37 18.558	-0.3617859 1.1484222 6.6818542
2015-07-01-19 37 18.562	-0.35702515 1.1948395 6.679474
2015-07-01-19 37 18.567	-0.27371216 1.1996002 6.71875
2015-07-01-19 37 18.572	-0.2296753 1.217453 6.7211304
2015-07-01-19 37 18.577	-0.11303711 1.1746063 6.738983
2015-07-01-19 37 18.582	0.09286499 1.2091217 6.9270325
2015-07-01-19 37 18.587	0.20474243 1.2031708 7.1127014
2015-07-01-19 37 18.592	0.23092651 1.1508026 7.316223
2015-07-01-19 37 18.598	0.21069336 1.0948639 7.4649963
2015-07-01-19 37 18.602	0.16070557 1.06987 7.673279
2015-07-01-19 37 18.607	0.20355225 1.13414 7.8648987
2015-07-01-19 37 18.613	0.2642517 1.1603241 8.031525
2015-07-01-19 37 18.618	0.2737732 1.1841278 8.037476
2015-07-01-19 37 18.622	0.3630371 1.166275 8.171967
2015-07-01-19 37 18.627	0.38565063 1.2579193 8.136261
2015-07-01-19 37 18.633	0.48086548 1.3340912 8.076752
2015-07-01-19 37 18.638	0.503479 1.3852692 8.092224
2015-07-01-19 37 18.642	0.4546814 1.4209747 8.0112915
2015-07-01-19 37 18.648	0.41897583 1.5435638 7.9529724
2015-07-01-19 37 18.653	0.33328247 1.5780792 7.852997
2015-07-01-19 37 18.658	0.29519653 1.6459198 7.725647
2015-07-01-19 37 18.667	0.35708618 1.756607 7.509033
2015-07-01-19 37 18.669	0.35708618 1.756607 7.509033
2015-07-01-19 37 18.673	0.27615356 1.807785 7.4649963
2015-07-01-19 37 18.678	0.29281616 1.8434906 7.4995117
2015-07-01-19 37 18.683	0.21664429 1.9648895 7.507843
2015-07-01-19 37 18.690	0.25473022 1.9672699 7.539978
2015-07-01-19 37 18.693	0.23330688 2.0410614 7.7922974
2015-07-01-19 37 18.698	0.23330688 2.0410614 7.7922974
2015-07-01-19 37 18.703	0.104766846 2.0541534 7.943451
2015-07-01-19 37 18.708	0.0012207031 2.0243988 8.427856
2015-07-01-19 37 18.714	-0.095184326 1.9863129 8.680176
2015-07-01-19 37 18.718	-0.0892334 2.0589142 8.969391
2015-07-01-19 37 18.723	-0.0975647 2.0422516 9.099121
2015-07-01-19 37 18.728	-0.033294678 2.0172577 9.259796
2015-07-01-19 37 18.733	0.09286499 2.03154 9.335968
2015-07-01-19 37 18.739	0.2237854 2.0529633 9.34668
2015-07-01-19 37 18.743	0.42373657 2.0815277 9.434753
2015-07-01-19 37 18.748	0.58203125 2.051773 9.388336
