2015-07-03-16 07 15.044	-0.35940552 0.77589417 7.8958435
2015-07-03-16 07 15.049	-0.51651 0.65449524 7.6578064
2015-07-03-16 07 15.056	-0.72598267 0.6104584 7.4852295
2015-07-03-16 07 15.060	-0.94021606 0.6568756 7.3685913
2015-07-03-16 07 15.066	-1.2651367 0.7413788 7.4078674
2015-07-03-16 07 15.071	-1.4567566 0.76994324 7.42453
2015-07-03-16 07 15.077	-1.5388794 0.8794403 7.495941
2015-07-03-16 07 15.082	-1.574585 0.98179626 7.592346
2015-07-03-16 07 15.086	-1.4365234 1.1115265 7.68042
2015-07-03-16 07 15.091	-1.3044128 1.1103363 7.7351685
2015-07-03-16 07 15.096	-1.1104126 1.2031708 7.906555
2015-07-03-16 07 15.101	-0.99020386 1.2638702 7.949402
2015-07-03-16 07 15.106	-0.8973694 1.3233795 7.8768005
2015-07-03-16 07 15.111	-0.8140564 1.4090729 7.757782
2015-07-03-16 07 15.116	-0.7950134 1.5245209 7.6768494
2015-07-03-16 07 15.122	-0.88308716 1.6209259 7.6268616
2015-07-03-16 07 15.126	-0.946167 1.6173553 7.700653
2015-07-03-16 07 15.132	-1.1568298 1.5173798 7.579254
2015-07-03-16 07 15.136	-1.3020325 1.4697723 7.6447144
2015-07-03-16 07 15.141	-1.5579224 1.3757477 7.737549
2015-07-03-16 07 15.146	-1.54245 1.3162384 7.829193
2015-07-03-16 07 15.151	-1.5960083 1.2841034 8.108887
2015-07-03-16 07 15.156	-1.5852966 1.1900787 8.45285
2015-07-03-16 07 15.161	-1.2568054 1.3555145 8.417145
2015-07-03-16 07 15.167	-1.4508057 1.287674 9.036041
2015-07-03-16 07 15.172	-1.3079834 1.3662262 9.150299
2015-07-03-16 07 15.176	-1.3305969 1.4792938 9.615662
2015-07-03-16 07 15.181	-1.4151001 1.4281158 9.827515
2015-07-03-16 07 15.186	-1.4412842 1.3114777 9.872742
2015-07-03-16 07 15.191	-1.2591858 1.1865082 10.021515
2015-07-03-16 07 15.197	-1.1246948 1.0853424 10.282166
2015-07-03-16 07 15.201	-0.7807312 1.1186676 10.540436
2015-07-03-16 07 15.206	-0.58078 1.1746063 10.627319
2015-07-03-16 07 15.211	-0.4605713 1.1912689 10.5963745
2015-07-03-16 07 15.217	-0.48913574 1.1710358 10.591614
2015-07-03-16 07 15.221	-0.40701294 1.1198578 10.657074
2015-07-03-16 07 15.226	-0.3451233 1.0662994 10.832031
2015-07-03-16 07 15.232	-0.33798218 1.1293793 11.030792
2015-07-03-16 07 15.237	-0.25942993 1.1234283 11.317627
2015-07-03-16 07 15.241	-0.1546936 1.0805817 11.535431
2015-07-03-16 07 15.247	-0.30584717 1.1246185 11.497345
2015-07-03-16 07 15.252	-0.4355774 1.0555878 11.434265
2015-07-03-16 07 15.257	-0.4343872 1.0639191 11.250977
2015-07-03-16 07 15.262	-0.3022766 1.0222626 11.27478
2015-07-03-16 07 15.267	-0.13565063 1.1115265 11.437836
2015-07-03-16 07 15.274	0.38327026 1.1519928 11.937714
2015-07-03-16 07 15.278	0.38327026 1.1519928 11.937714
2015-07-03-16 07 15.285	0.52371216 1.2103119 12.1091
2015-07-03-16 07 15.287	0.50942993 1.2852936 12.3090515
2015-07-03-16 07 15.292	0.586792 1.3757477 12.422119
2015-07-03-16 07 15.299	0.29519653 1.2829132 12.68515
2015-07-03-16 07 15.302	0.3463745 1.249588 12.592316
2015-07-03-16 07 15.307	0.3380432 1.1876984 12.612549
2015-07-03-16 07 15.312	0.29162598 1.0282135 12.585175
2015-07-03-16 07 15.318	0.1737976 0.98417664 12.457825
2015-07-03-16 07 15.322	-0.055908203 0.82588196 12.343567
2015-07-03-16 07 15.327	-0.42129517 0.52119446 11.994843
2015-07-03-16 07 15.332	-0.28918457 0.4426422 11.491394
2015-07-03-16 07 15.338	-0.12374878 0.66877747 11.517578
2015-07-03-16 07 15.342	-0.4272461 0.7318573 12.093628
2015-07-03-16 07 15.347	-0.76049805 0.7247162 12.487579
2015-07-03-16 07 15.352	-0.9283142 0.71043396 12.61969
2015-07-03-16 07 15.358	-1.0175781 0.62831116 12.703003
2015-07-03-16 07 15.362	-1.0128174 0.5414276 12.504242
2015-07-03-16 07 15.367	-0.8569031 0.36647034 12.518524
2015-07-03-16 07 15.373	-0.78430176 0.23316956 12.5399475
2015-07-03-16 07 15.378	-0.76049805 -0.04295349 12.661346
2015-07-03-16 07 15.382	-0.68551636 -0.296463 12.55304
2015-07-03-16 07 15.387	-0.6878967 -0.5963898 12.606598
2015-07-03-16 07 15.393	-0.7831116 -0.78681946 12.453064
2015-07-03-16 07 15.398	-0.8200073 -0.9546356 12.393555
2015-07-03-16 07 15.403	-1.0842285 -0.9665375 12.381653
2015-07-03-16 07 15.408	-1.2377625 -0.92012024 12.073395
