2015-07-03-16 01 29.514	-0.58078 1.397171 6.577118
2015-07-03-16 01 29.520	-0.39154053 1.5328522 6.623535
2015-07-03-16 01 29.525	-0.3272705 1.7018585 6.71875
2015-07-03-16 01 29.530	-0.23205566 1.7232819 6.885376
2015-07-03-16 01 29.538	-0.16897583 1.8220673 7.0162964
2015-07-03-16 01 29.540	-0.23919678 1.8625336 7.224579
2015-07-03-16 01 29.545	-0.15350342 1.8744354 7.564972
2015-07-03-16 01 29.550	-0.15945435 1.9696503 7.7815857
2015-07-03-16 01 29.556	-0.18444824 2.0160675 8.016052
2015-07-03-16 01 29.560	-0.08685303 1.9767914 8.232666
2015-07-03-16 01 29.565	-0.18920898 1.9803619 8.419525
2015-07-03-16 01 29.570	-0.13922119 1.9803619 8.427856
2015-07-03-16 01 29.575	-0.1880188 1.897049 8.425476
2015-07-03-16 01 29.580	-0.35107422 1.7637482 8.32431
2015-07-03-16 01 29.585	-0.43914795 1.666153 8.358826
2015-07-03-16 01 29.591	-0.4093933 1.6685333 8.551636
2015-07-03-16 01 29.595	-0.48913574 1.6054535 8.890839
2015-07-03-16 01 29.600	-0.5093689 1.5745087 9.243134
2015-07-03-16 01 29.605	-0.53079224 1.4864349 9.516876
2015-07-03-16 01 29.611	-0.5081787 1.499527 9.696594
2015-07-03-16 01 29.616	-0.5522156 1.3317108 9.941772
2015-07-03-16 01 29.620	-0.7331238 1.1638947 9.995331
2015-07-03-16 01 29.625	-0.92593384 1.037735 10.016754
2015-07-03-16 01 29.630	-1.1175537 0.8782501 9.952484
2015-07-03-16 01 29.636	-1.1330261 0.7473297 9.98938
2015-07-03-16 01 29.641	-1.1377869 0.7342377 10.090546
2015-07-03-16 01 29.645	-1.2532349 0.672348 10.259552
2015-07-03-16 01 29.650	-1.2377625 0.75923157 10.545197
2015-07-03-16 01 29.656	-1.1544495 0.84254456 10.809418
2015-07-03-16 01 29.662	-0.8890381 0.85801697 10.972473
2015-07-03-16 01 29.666	-0.66885376 0.9056244 11.029602
2015-07-03-16 01 29.671	-0.39511108 0.91038513 11.010559
2015-07-03-16 01 29.679	-0.04638672 0.99012756 10.912964
2015-07-03-16 01 29.681	0.14523315 1.0091705 10.670166
2015-07-03-16 01 29.686	0.6439209 1.0044098 12.29834
2015-07-03-16 01 29.693	0.4963379 0.9056244 10.353577
2015-07-03-16 01 29.696	0.5106201 0.922287 9.835846
2015-07-03-16 01 29.701	0.65582275 0.9889374 9.075317
2015-07-03-16 01 29.706	0.66415405 0.9365692 8.5373535
2015-07-03-16 01 29.712	0.7105713 0.94252014 8.414764
2015-07-03-16 01 29.716	0.64749146 0.5914154 7.955353
2015-07-03-16 01 29.721	0.2571106 0.4271698 8.169586
2015-07-03-16 01 29.726	0.0036010742 0.8223114 8.661133
2015-07-03-16 01 29.731	0.080963135 1.2031708 9.425232
2015-07-03-16 01 29.737	0.5594177 1.4923859 10.0703125
2015-07-03-16 01 29.743	0.69033813 1.5292816 10.586853
2015-07-03-16 01 29.746	0.8355408 1.3852692 10.576141
2015-07-03-16 01 29.751	0.86172485 1.26268 10.173859
2015-07-03-16 01 29.757	0.82006836 1.1746063 9.819183
2015-07-03-16 01 29.763	0.7569885 1.2900543 9.4930725
2015-07-03-16 01 29.768	0.8164978 1.2412567 9.241943
2015-07-03-16 01 29.772	0.91290283 1.1746063 9.071747
2015-07-03-16 01 29.780	0.97003174 1.0353546 9.113403
2015-07-03-16 01 29.781	1.2318726 0.9068146 9.294312
2015-07-03-16 01 29.786	1.446106 0.7247162 9.765625
2015-07-03-16 01 29.796	1.6163025 0.56999207 10.258362
2015-07-03-16 01 29.799	1.8257751 0.3700409 10.674927
2015-07-03-16 01 29.801	1.8840942 0.29386902 11.175995
2015-07-03-16 01 29.807	1.8745728 0.21412659 11.759186
2015-07-03-16 01 29.814	1.47229 -0.11079407 12.632782
2015-07-03-16 01 29.818	1.47229 -0.11079407 12.632782
2015-07-03-16 01 29.822	1.1307068 -0.4797516 12.657776
2015-07-03-16 01 29.827	0.7510376 -0.7677765 12.68634
2015-07-03-16 01 29.832	0.13452148 -1.1736298 12.636353
2015-07-03-16 01 29.837	-0.34631348 -1.5175934 12.405457
2015-07-03-16 01 29.842	-0.75216675 -1.8710785 12.115051
2015-07-03-16 01 29.847	-0.97354126 -2.0567474 11.972229
2015-07-03-16 01 29.852	-0.96759033 -2.2102814 11.675873
2015-07-03-16 01 29.858	-0.9533081 -2.2674103 11.434265
2015-07-03-16 01 29.862	-1.0342407 -2.215042 11.165283
2015-07-03-16 01 29.867	-0.9937744 -2.1448212 11.167664
2015-07-03-16 01 29.872	-1.0830383 -2.067459 11.3211975
2015-07-03-16 01 29.878	-1.0151978 -1.9151154 11.397369
2015-07-03-16 01 29.882	-0.8569031 -1.9234467 11.317627
2015-07-03-16 01 29.887	-0.5426941 -1.9044037 10.934387
2015-07-03-16 01 29.892	-0.10470581 -1.7639618 10.613037
2015-07-03-16 01 29.897	0.26187134 -1.7365875 10.321442
2015-07-03-16 01 29.902	0.8022156 -1.5723419 9.948914
2015-07-03-16 01 29.907	1.1735535 -1.4176178 9.86084
2015-07-03-16 01 29.913	1.4234924 -1.2509918 10.090546
2015-07-03-16 01 29.918	1.8007813 -0.9808197 10.18457
2015-07-03-16 01 29.922	2.1042786 -0.8249054 10.219086
2015-07-03-16 01 29.927	2.2780457 -0.6451874 10.296448
2015-07-03-16 01 29.933	2.1602173 -0.6332855 10.272644
2015-07-03-16 01 29.938	2.1078491 -0.62971497 10.389282
2015-07-03-16 01 29.943	1.9543152 -0.7427826 10.642792
2015-07-03-16 01 29.947	1.7186584 -0.79515076 10.747528
2015-07-03-16 01 29.954	1.5377502 -0.8820343 10.533295
2015-07-03-16 01 29.958	1.2842407 -0.82966614 10.238129
2015-07-03-16 01 29.964	0.7081909 -0.67256165 9.41333
2015-07-03-16 01 29.967	0.7081909 -0.67256165 9.41333
2015-07-03-16 01 29.973	0.5368042 -0.47618103 8.801575
2015-07-03-16 01 29.978	0.7438965 0.24864197 8.349304
2015-07-03-16 01 29.983	0.4546814 -0.026290894 7.9029846
2015-07-03-16 01 29.988	0.37017822 -0.2071991 7.81015
2015-07-03-16 01 29.993	0.36541748 -0.13459778 7.7625427
2015-07-03-16 01 29.998	0.42492676 0.1308136 7.782776
2015-07-03-16 01 30.003	0.65582275 0.48072815 7.9029846
2015-07-03-16 01 30.008	0.78793335 0.627121 8.00415
2015-07-03-16 01 30.014	0.6177368 0.8365936 7.9791565
2015-07-03-16 01 30.018	0.6177368 0.8365936 7.9791565
2015-07-03-16 01 30.023	0.41778564 0.8163605 8.041046
2015-07-03-16 01 30.028	0.41064453 0.8818207 8.201721
2015-07-03-16 01 30.033	0.44754028 0.94847107 8.2933655
2015-07-03-16 01 30.039	0.3475647 0.97346497 8.492126
2015-07-03-16 01 30.043	0.32019043 1.0115509 8.765869
2015-07-03-16 01 30.048	0.3070984 0.98179626 8.757538
2015-07-03-16 01 30.053	0.09048462 0.96513367 8.742065
2015-07-03-16 01 30.059	0.09048462 0.96513367 8.742065
2015-07-03-16 01 30.063	-0.114227295 1.0115509 8.337402
2015-07-03-16 01 30.068	-0.18682861 0.9948883 8.026764
2015-07-03-16 01 30.074	-0.10232544 1.0139313 7.854187
2015-07-03-16 01 30.079	-0.16778564 1.1258087 7.852997
2015-07-03-16 01 30.083	-0.17373657 1.1174774 7.9589233
2015-07-03-16 01 30.088	-0.21539307 1.2269745 8.173157
2015-07-03-16 01 30.094	-0.3022766 1.2210236 8.282654
2015-07-03-16 01 30.099	-0.3022766 1.2674408 8.500458
