2015-07-03-16 10 47.468	-2.5124512 0.40812683 8.83252
2015-07-03-16 10 47.472	-2.4767456 0.21412659 8.734924
2015-07-03-16 10 47.478	-2.446991 0.011795044 8.943207
2015-07-03-16 10 47.486	-2.319641 -0.2071991 9.105072
2015-07-03-16 10 47.489	-2.081604 -0.591629 9.446655
2015-07-03-16 10 47.493	-1.8328552 -0.8986969 9.950104
2015-07-03-16 10 47.498	-1.8257141 -1.1355438 10.261932
2015-07-03-16 10 47.503	-1.8876038 -1.4092865 10.290497
2015-07-03-16 10 47.509	-1.3401184 -2.1412506 11.503296
2015-07-03-16 10 47.513	-0.62005615 -2.7482452 12.295959
2015-07-03-16 10 47.518	0.14523315 -3.1612396 12.795837
2015-07-03-16 10 47.523	0.7165222 -3.3469086 12.819641
2015-07-03-16 10 47.529	0.90219116 -3.3314362 12.873199
2015-07-03-16 10 47.534	0.7760315 -2.5340118 12.354279
2015-07-03-16 10 47.538	0.7760315 -2.5340118 12.354279
2015-07-03-16 10 47.548	0.83792114 -2.0269928 11.8984375
2015-07-03-16 10 47.550	0.9985962 -1.4164276 11.255737
2015-07-03-16 10 47.553	1.2628174 -0.9153595 10.607086
2015-07-03-16 10 47.559	1.4746704 -0.5547333 10.0191345
2015-07-03-16 10 47.564	1.5924988 -0.20600891 9.5383
2015-07-03-16 10 47.569	1.7341309 0.005844116 9.102692
2015-07-03-16 10 47.574	1.6984253 0.13438416 8.696838
2015-07-03-16 10 47.579	1.7127075 0.2534027 8.394531
2015-07-03-16 10 47.584	1.3223267 0.31767273 7.643524
2015-07-03-16 10 47.589	1.3223267 0.31767273 7.643524
2015-07-03-16 10 47.594	1.0878601 0.4259796 7.450714
2015-07-03-16 10 47.599	0.9093323 0.45811462 7.1781616
2015-07-03-16 10 47.604	0.6784363 0.723526 6.866333
2015-07-03-16 10 47.609	0.5189514 0.8401642 6.7223206
2015-07-03-16 10 47.614	0.48205566 0.9794159 6.539032
2015-07-03-16 10 47.619	0.5927429 1.0782013 6.2295837
2015-07-03-16 10 47.624	0.81411743 0.88539124 5.1441345
2015-07-03-16 10 47.629	0.901001 1.3686066 5.231018
2015-07-03-16 10 47.636	0.80340576 1.7316132 5.403595
2015-07-03-16 10 47.639	1.1104736 2.0993805 5.5868835
2015-07-03-16 10 47.644	1.4330139 2.4540558 5.776123
2015-07-03-16 10 47.651	1.7662659 2.7301788 5.860626
2015-07-03-16 10 47.654	1.9555054 2.8313446 5.9260864
2015-07-03-16 10 47.659	2.1161804 2.8932343 5.910614
2015-07-03-16 10 47.664	2.197113 2.9027557 6.1760254
2015-07-03-16 10 47.670	2.350647 2.827774 6.354553
2015-07-03-16 10 47.674	2.3304138 2.769455 6.6401978
2015-07-03-16 10 47.679	2.3149414 2.6968536 6.9782104
2015-07-03-16 10 47.687	2.3435059 2.5409393 7.3388367
2015-07-03-16 10 47.691	2.3268433 2.3064728 7.74588
2015-07-03-16 10 47.694	2.2435303 1.9244232 8.06485
2015-07-03-16 10 47.700	2.2494812 1.5590363 8.186249
2015-07-03-16 10 47.707	2.2958984 1.2186432 8.239807
2015-07-03-16 10 47.710	2.106659 0.85920715 8.317169
2015-07-03-16 10 47.715	1.7888794 0.43074036 8.45047
2015-07-03-16 10 47.720	1.2878113 0.06297302 8.557587
2015-07-03-16 10 47.725	-0.010681152 -0.72612 10.031036
2015-07-03-16 10 47.731	-0.85214233 -1.1379242 11.293823
2015-07-03-16 10 47.735	-0.24038696 -1.0843658 10.848694
2015-07-03-16 10 47.740	0.4463501 -0.87965393 10.907013
2015-07-03-16 10 47.745	0.6617737 -0.44047546 11.637787
2015-07-03-16 10 47.752	0.79745483 -0.037002563 12.359039
2015-07-03-16 10 47.755	1.0509644 0.20222473 12.588745
2015-07-03-16 10 47.760	1.4449158 0.3355255 12.567322
2015-07-03-16 10 47.768	1.7615051 0.32600403 12.511383
2015-07-03-16 10 47.770	2.0697632 0.25221252 12.30191
2015-07-03-16 10 47.775	2.1316528 0.13557434 12.307861
2015-07-03-16 10 47.780	2.2637634 0.022506714 12.329285
2015-07-03-16 10 47.785	2.2042542 -0.06437683 12.448303
2015-07-03-16 10 47.790	1.998352 -0.17625427 12.497101
2015-07-03-16 10 47.795	1.6555786 -0.42738342 12.510193
2015-07-03-16 10 47.800	1.0854797 -0.56425476 12.7065735
2015-07-03-16 10 47.805	0.6617737 -0.6856537 12.628021
2015-07-03-16 10 47.811	0.3642273 -0.6201935 12.522095
2015-07-03-16 10 47.816	-0.008300781 -0.60710144 12.463776
2015-07-03-16 10 47.820	-0.20587158 -0.57496643 12.074585
2015-07-03-16 10 47.825	-0.34988403 -0.4714203 11.681824
2015-07-03-16 10 47.831	-0.37368774 -0.47618103 11.33667
2015-07-03-16 10 47.837	-1.1151733 -0.74635315 10.861786
2015-07-03-16 10 47.840	-1.2901306 -0.87727356 10.82251
2015-07-03-16 10 47.846	-0.6141052 -0.77134705 11.40094
2015-07-03-16 10 47.851	0.053588867 -0.6273346 11.636597
2015-07-03-16 10 47.855	0.17736816 -0.6166229 11.65921
2015-07-03-16 10 47.860	0.22973633 -0.61424255 11.737762
2015-07-03-16 10 47.866	0.26306152 -0.5106964 11.965088
2015-07-03-16 10 47.871	0.6522522 -0.5035553 12.393555
2015-07-03-16 10 47.876	0.81411743 -0.5511627 12.661346
2015-07-03-16 10 47.881	0.8355408 -0.66542053 12.727997
2015-07-03-16 10 47.886	0.71414185 -0.8332367 12.792267
2015-07-03-16 10 47.891	0.63201904 -0.8891754 12.653015
2015-07-03-16 10 47.896	0.6355896 -0.8915558 12.395935
2015-07-03-16 10 47.901	0.72247314 -0.9796295 12.281677
2015-07-03-16 10 47.906	0.77960205 -0.98677063 11.91153
2015-07-03-16 10 47.911	0.8914795 -0.97605896 11.534241
2015-07-03-16 10 47.916	0.9343262 -0.9236908 11.166473
2015-07-03-16 10 47.921	1.1783142 -0.8308563 10.734436
2015-07-03-16 10 47.926	1.3770752 -0.68922424 10.497589
2015-07-03-16 10 47.932	1.7186584 -0.63804626 10.147675
2015-07-03-16 10 47.936	1.9614563 -0.56663513 9.79776
2015-07-03-16 10 47.941	2.0352478 -0.5523529 9.518066
2015-07-03-16 10 47.946	2.1959229 -0.411911 9.131256
2015-07-03-16 10 47.952	2.357788 -0.31907654 8.90036
2015-07-03-16 10 47.956	2.466095 -0.2809906 8.496887
2015-07-03-16 10 47.961	2.537506 -0.32740784 8.310028
2015-07-03-16 10 47.966	2.454193 -0.30360413 8.290985
2015-07-03-16 10 47.972	2.312561 -0.2476654 8.405243
2015-07-03-16 10 47.976	2.4042053 -0.264328 8.32193
2015-07-03-16 10 47.981	2.36969 -0.1572113 8.296936
2015-07-03-16 10 47.989	2.439911 -0.1322174 8.264801
2015-07-03-16 10 47.993	2.3946838 -0.063186646 8.31955
2015-07-03-16 10 47.996	2.4708557 -0.07865906 8.406433
