2015-06-25-21 44 53.355	-4.6393127 2.0565338 12.5911255
2015-06-25-21 44 53.360	-4.327484 1.9089508 12.547089
2015-06-25-21 44 53.365	-3.9049683 1.7161407 12.564941
2015-06-25-21 44 53.369	-3.5395813 1.5661774 12.533997
2015-06-25-21 44 53.374	-3.2277527 1.3852692 12.525665
2015-06-25-21 44 53.379	-2.9302063 1.2948151 12.442352
2015-06-25-21 44 53.385	-2.7326355 1.2269745 12.431641
2015-06-25-21 44 53.391	-2.6290894 1.1746063 12.461395
2015-06-25-21 44 53.395	-2.4755554 1.1912689 12.388794
2015-06-25-21 44 53.400	-2.5338745 1.1757965 12.175751
2015-06-25-21 44 53.408	-2.5005493 1.2234039 11.857971
2015-06-25-21 44 53.410	-2.5279236 1.3043365 11.492584
2015-06-25-21 44 53.415	-2.6374207 1.3114777 11.166473
2015-06-25-21 44 53.420	-2.7207336 1.3816986 10.624939
2015-06-25-21 44 53.425	-2.8540344 1.3709869 10.025085
2015-06-25-21 44 53.430	-2.9587708 1.4174042 9.399048
2015-06-25-21 44 53.435	-2.986145 1.4221649 8.828949
2015-06-25-21 44 53.440	-3.0218506 1.3805084 8.370728
2015-06-25-21 44 53.446	-2.9504395 1.3090973 8.087463
2015-06-25-21 44 53.450	-2.787384 1.3281403 7.887512
2015-06-25-21 44 53.455	-2.5255432 1.268631 7.791107
2015-06-25-21 44 53.461	-2.363678 1.2388763 7.976776
2015-06-25-21 44 53.466	-2.222046 1.2055511 8.057709
2015-06-25-21 44 53.474	-2.11969 1.1091461 8.014862
2015-06-25-21 44 53.475	-1.9352112 1.0460663 8.118408
2015-06-25-21 44 53.480	-1.8114319 1.050827 8.217194
2015-06-25-21 44 53.486	-1.5495911 1.0329742 8.326691
2015-06-25-21 44 53.491	-1.3877258 1.0413055 8.437378
2015-06-25-21 44 53.496	-1.2675171 1.0115509 8.545685
2015-06-25-21 44 53.500	-1.0949402 1.0258331 8.427856
2015-06-25-21 44 53.506	-0.90093994 1.06987 8.239807
2015-06-25-21 44 53.512	-0.85095215 1.0912933 7.970825
2015-06-25-21 44 53.515	-0.747406 1.0746307 7.7113647
2015-06-25-21 44 53.521	-0.70217896 1.1543732 7.4530945
2015-06-25-21 44 53.526	-0.60458374 1.2317352 7.1888733
2015-06-25-21 44 53.530	-0.6426697 1.313858 6.8818054
