2015-06-25-21 43 21.342	-1.0889893 2.4195404 7.0174866
2015-06-25-21 43 21.350	-1.0568542 2.4719086 6.78183
2015-06-25-21 43 21.355	-1.0580444 2.6206818 6.559265
2015-06-25-21 43 21.359	-1.0401917 2.659958 6.3497925
2015-06-25-21 43 21.366	-1.0532837 2.7944489 6.2164917
2015-06-25-21 43 21.370	-1.0259094 2.808731 6.0534363
2015-06-25-21 43 21.375	-0.9187927 2.9003754 5.911804
2015-06-25-21 43 21.379	-0.9104614 2.9289398 5.7654114
2015-06-25-21 43 21.384	-0.86642456 2.9670258 5.6951904
2015-06-25-21 43 21.390	-0.8069153 3.019394 5.730896
2015-06-25-21 43 21.395	-0.76049805 3.019394 5.802307
2015-06-25-21 43 21.403	-0.7747803 3.0491486 5.896332
2015-06-25-21 43 21.405	-0.71170044 3.0241547 5.960602
2015-06-25-21 43 21.410	-0.7224121 3.1253204 6.0546265
2015-06-25-21 43 21.415	-0.7045593 3.1217499 6.148651
2015-06-25-21 43 21.419	-0.63790894 3.1443634 6.379547
2015-06-25-21 43 21.425	-0.567688 3.147934 6.499756
2015-06-25-21 43 21.431	-0.43200684 3.064621 6.7294617
2015-06-25-21 43 21.435	-0.3356018 3.070572 6.872284
2015-06-25-21 43 21.440	-0.28085327 3.0670013 7.1341248
2015-06-25-21 43 21.445	-0.2046814 3.0491486 7.3578796
2015-06-25-21 43 21.450	-0.22729492 3.1122284 7.5637817
2015-06-25-21 43 21.455	-0.19396973 3.0098724 7.7423096
2015-06-25-21 43 21.460	-0.1880188 3.0063019 7.9970093
2015-06-25-21 43 21.465	-0.21777344 2.9705963 8.2421875
2015-06-25-21 43 21.470	-0.23324585 2.924179 8.51712
2015-06-25-21 43 21.475	-0.336792 2.9944 8.6409
2015-06-25-21 43 21.480	-0.26776123 2.9646454 8.807526
2015-06-25-21 43 21.485	-0.32489014 3.0146332 9.000336
2015-06-25-21 43 21.491	-0.41534424 2.987259 9.175293
2015-06-25-21 43 21.495	-0.48080444 2.937271 9.260986
2015-06-25-21 43 21.501	-0.5855408 2.9824982 9.437134
2015-06-25-21 43 21.507	-0.535553 3.1086578 9.566864
2015-06-25-21 43 21.511	-0.535553 3.1086578 9.566864
2015-06-25-21 43 21.515	-0.5069885 3.1407928 9.591858
2015-06-25-21 43 21.521	-0.44509888 3.1312714 9.47522
2015-06-25-21 43 21.526	-0.31774902 3.103897 9.325256
