2015-06-30-22 55 18.776	-3.2836914 1.6161652 7.404297
2015-06-30-22 55 18.782	-2.8290405 1.6292572 7.2019653
2015-06-30-22 55 18.786	-2.4945984 1.7018585 6.9770203
2015-06-30-22 55 18.793	-2.011383 1.6697235 6.277191
2015-06-30-22 55 18.797	-1.6757507 1.666153 5.833252
2015-06-30-22 55 18.802	-1.4543762 1.6506805 5.558319
2015-06-30-22 55 18.807	-1.1937256 1.6625824 5.2726746
2015-06-30-22 55 18.812	-0.9925842 1.6875763 4.981079
2015-06-30-22 55 18.817	-0.82595825 1.6875763 4.8239746
2015-06-30-22 55 18.822	-0.74502563 1.7042389 4.543091
2015-06-30-22 55 18.827	-0.62957764 1.6887665 4.319336
2015-06-30-22 55 18.831	-0.5105591 1.7708893 4.2848206
2015-06-30-22 55 18.837	-0.39511108 1.7685089 4.1241455
2015-06-30-22 55 18.842	-0.2951355 1.7423248 4.183655
2015-06-30-22 55 18.848	-0.22610474 1.8315887 4.1384277
2015-06-30-22 55 18.852	-0.24752808 1.8768158 4.294342
2015-06-30-22 55 18.857	-0.25585938 1.9315643 4.4847717
2015-06-30-22 55 18.862	-0.22729492 1.8934784 4.5680847
2015-06-30-22 55 18.867	-0.2284851 1.8482513 4.7156677
2015-06-30-22 55 18.872	0.06668091 1.8173065 4.8180237
2015-06-30-22 55 18.877	0.16546631 1.7935028 4.9203796
2015-06-30-22 55 18.882	0.30828857 1.7577972 5.0429688
2015-06-30-22 55 18.887	0.34994507 1.83992 5.17984
2015-06-30-22 55 18.893	0.40112305 1.8958588 5.2905273
2015-06-30-22 55 18.898	0.41183472 1.9089508 5.4273987
2015-06-30-22 55 18.904	0.40112305 1.8506317 5.738037
2015-06-30-22 55 18.907	0.49871826 1.8054047 6.0355835
2015-06-30-22 55 18.912	0.54751587 1.8303986 6.33432
2015-06-30-22 55 18.917	0.54037476 1.845871 6.5675964
2015-06-30-22 55 18.922	0.56536865 1.8184967 6.7615967
2015-06-30-22 55 18.927	0.45111084 1.7744598 7.1210327
2015-06-30-22 55 18.932	0.2975769 1.762558 7.342407
2015-06-30-22 55 18.937	0.07382202 1.7875519 7.6006775
2015-06-30-22 55 18.944	-0.0071105957 1.7280426 8.008911
2015-06-30-22 55 18.947	-0.12612915 1.609024 8.575439
