2015-07-10-15 36 16.779	-0.42010498 2.076767 7.6970825
2015-07-10-15 36 16.785	-0.14517212 2.231491 7.6209106
2015-07-10-15 36 16.790	0.03930664 2.3362274 7.5566406
2015-07-10-15 36 16.795	0.1749878 2.449295 7.720886
2015-07-10-15 36 16.801	0.22259521 2.589737 7.886322
2015-07-10-15 36 16.807	0.12857056 2.7039948 7.950592
2015-07-10-15 36 16.812	-0.01663208 2.6956635 8.018433
2015-07-10-15 36 16.816	-0.2451477 2.5849762 8.133881
2015-07-10-15 36 16.823	-0.42486572 2.5623627 8.330261
2015-07-10-15 36 16.827	-0.5843506 2.4659576 8.166016
2015-07-10-15 36 16.830	-0.74264526 2.2850494 8.100555
2015-07-10-15 36 16.835	-1.0080566 2.148178 8.00296
2015-07-10-15 36 16.840	-1.4960327 1.9910736 8.061279
2015-07-10-15 36 16.846	-1.8768921 1.9387054 8.020813
2015-07-10-15 36 16.850	-1.9292603 1.7637482 7.775635
2015-07-10-15 36 16.857	-1.9935303 1.3936005 7.7946777
2015-07-10-15 36 16.860	-1.9875793 1.2329254 8.008911
2015-07-10-15 36 16.866	-1.9268799 1.0984344 8.382629
2015-07-10-15 36 16.870	-1.6590881 1.0151215 9.1657715
2015-07-10-15 36 16.877	-1.1508789 1.1769867 10.282166
2015-07-10-15 36 16.880	-0.7295532 1.4328766 11.348572
2015-07-10-15 36 16.886	-0.45343018 1.7328033 12.121002
2015-07-10-15 36 16.892	-0.81762695 1.9184723 11.765137
2015-07-10-15 36 16.896	-0.81762695 1.9184723 11.765137
2015-07-10-15 36 16.901	-1.1032715 2.0339203 11.46521
2015-07-10-15 36 16.909	-1.1734924 2.1636505 10.899872
2015-07-10-15 36 16.911	-1.273468 2.2493439 10.203613
2015-07-10-15 36 16.916	-1.3329773 2.313614 9.901306
2015-07-10-15 36 16.921	-1.5305481 2.3552704 9.804901
2015-07-10-15 36 16.926	-1.5353088 2.398117 9.938202
2015-07-10-15 36 16.931	-1.4055786 2.4481049 9.882263
2015-07-10-15 36 16.936	-1.5900574 2.2707672 10.173859
2015-07-10-15 36 16.943	-1.5960083 2.0791473 10.010803
2015-07-10-15 36 16.947	-1.568634 1.9565582 9.789429
2015-07-10-15 36 16.951	-1.5829163 1.8256378 9.748962
2015-07-10-15 36 16.958	-1.6769409 1.7792206 9.553772
2015-07-10-15 36 16.961	-1.7185974 1.858963 9.330017
2015-07-10-15 36 16.967	-1.7554932 2.0363007 9.21933
