2015-07-10-15 44 03.387	1.786499 1.993454 11.728241
2015-07-10-15 44 03.393	1.2580566 1.6554413 10.991516
2015-07-10-15 44 03.397	0.272583 1.2983856 10.219086
2015-07-10-15 44 03.402	-1.1104126 0.8461151 9.571625
2015-07-10-15 44 03.408	-2.255371 0.41645813 9.112213
2015-07-10-15 44 03.414	-2.915924 0.13676453 8.818237
2015-07-10-15 44 03.418	-3.2467957 -0.034622192 8.51474
2015-07-10-15 44 03.423	-3.5110168 -0.232193 8.108887
2015-07-10-15 44 03.428	-3.5336304 -0.40834045 7.912506
2015-07-10-15 44 03.433	-3.4776917 -0.50712585 7.962494
2015-07-10-15 44 03.439	-3.480072 -0.7999115 7.6518555
2015-07-10-15 44 03.444	-3.2789307 -0.64042664 8.060089
2015-07-10-15 44 03.448	-3.2991638 -0.36906433 8.633759
2015-07-10-15 44 03.455	-3.1753845 -0.14888 8.880127
2015-07-10-15 44 03.459	-2.7266846 -0.296463 8.921783
2015-07-10-15 44 03.464	-2.0328064 -0.36787415 8.956299
2015-07-10-15 44 03.469	-1.3936768 -0.4857025 9.064606
2015-07-10-15 44 03.474	-0.7378845 -0.49641418 9.708496
2015-07-10-15 44 03.478	-0.27490234 -0.60591125 10.297638
2015-07-10-15 44 03.483	0.1904602 -0.9129791 8.825378
2015-07-10-15 44 03.489	0.3725586 -0.8558502 11.14624
2015-07-10-15 44 03.493	0.58917236 -0.76182556 12.241211
2015-07-10-15 44 03.498	0.54156494 -0.6201935 12.3280945
2015-07-10-15 44 03.506	0.6332092 -0.52259827 12.066254
2015-07-10-15 44 03.509	0.6772461 -0.4547577 11.865112
2015-07-10-15 44 03.514	0.48919678 -0.4618988 11.6354065
2015-07-10-15 44 03.518	0.11785889 -0.58210754 11.347382
2015-07-10-15 44 03.525	0.080963135 -0.59043884 10.855835
2015-07-10-15 44 03.529	0.01550293 -0.65589905 9.503784
2015-07-10-15 44 03.534	-0.32489014 -0.6499481 8.681366
2015-07-10-15 44 03.539	-0.8461914 -0.61305237 8.475464
2015-07-10-15 44 03.544	-0.52960205 -0.49165344 8.638519
2015-07-10-15 44 03.549	-0.46414185 -0.10127258 8.76944
2015-07-10-15 44 03.556	-0.1713562 0.45573425 9.644226
2015-07-10-15 44 03.559	0.014312744 0.95799255 10.013184
2015-07-10-15 44 03.566	0.17141724 1.4888153 9.489502
2015-07-10-15 44 03.572	0.17141724 1.4888153 9.489502
2015-07-10-15 44 03.575	0.17974854 1.4816742 8.986053
2015-07-10-15 44 03.579	0.240448 1.3745575 8.575439
2015-07-10-15 44 03.584	0.07858276 1.2483978 8.104126
2015-07-10-15 44 03.589	-0.0809021 1.0555878 7.493561
2015-07-10-15 44 03.594	-0.17016602 0.672348 6.942505
2015-07-10-15 44 03.599	-0.24990845 0.48310852 6.4973755
2015-07-10-15 44 03.607	-0.12850952 0.24269104 6.290283
2015-07-10-15 44 03.612	0.032165527 0.17723083 6.277191
2015-07-10-15 44 03.614	-0.06185913 0.09629822 6.2807617
2015-07-10-15 44 03.624	-0.02734375 0.067733765 6.2855225
2015-07-10-15 44 03.626	-1.1187439 0.29386902 6.6199646
2015-07-10-15 44 03.632	-0.7497864 0.640213 7.328125
2015-07-10-15 44 03.634	-0.43081665 1.0175018 7.8375244
2015-07-10-15 44 03.639	0.21069336 1.1615143 8.326691
2015-07-10-15 44 03.645	0.618927 0.986557 8.636139
2015-07-10-15 44 03.650	0.56417847 0.86872864 8.877747
2015-07-10-15 44 03.656	0.8248291 0.8734894 9.086029
2015-07-10-15 44 03.659	0.76293945 0.91871643 9.400238
2015-07-10-15 44 03.664	0.8260193 0.8818207 9.601379
2015-07-10-15 44 03.670	0.5844116 0.9127655 9.832275
2015-07-10-15 44 03.674	0.37612915 0.9972687 10.295258
2015-07-10-15 44 03.679	0.24282837 0.8282623 10.4166565
2015-07-10-15 44 03.684	0.08810425 0.66163635 10.273834
2015-07-10-15 44 03.690	-0.28323364 0.4105072 10.407135
2015-07-10-15 44 03.694	-0.39035034 0.34028625 10.7951355
2015-07-10-15 44 03.699	-0.24633789 0.13676453 10.990326
2015-07-10-15 44 03.705	-0.10470581 -0.08699036 10.867737
2015-07-10-15 44 03.710	0.048828125 -0.3869171 10.914154
2015-07-10-15 44 03.716	0.46539307 -0.73921204 10.870117
2015-07-10-15 44 03.720	0.46539307 -0.73921204 10.870117
2015-07-10-15 44 03.725	0.7034302 -0.87013245 11.192657
2015-07-10-15 44 03.730	1.0331116 -1.0665131 11.515198
2015-07-10-15 44 03.735	1.2997131 -1.1200714 11.78418
2015-07-10-15 44 03.740	1.5948792 -1.1331635 11.7211
2015-07-10-15 44 03.745	1.7710266 -1.1224518 11.567566
2015-07-10-15 44 03.750	2.1661682 -1.1403046 11.430695
2015-07-10-15 44 03.755	2.2839966 -1.0248566 11.424744
2015-07-10-15 44 03.760	2.5339355 -0.8725128 11.312866
2015-07-10-15 44 03.766	2.767212 -0.63209534 11.360474
2015-07-10-15 44 03.770	2.767212 -0.63209534 11.360474
2015-07-10-15 44 03.775	2.5386963 -0.3559723 12.079346
2015-07-10-15 44 03.780	2.1161804 -0.26789856 12.29834
2015-07-10-15 44 03.785	1.6151123 -0.07865906 12.256683
2015-07-10-15 44 03.791	1.4211121 0.08439636 11.881775
2015-07-10-15 44 03.795	1.5758362 0.054641724 11.174805
2015-07-10-15 44 03.800	1.9067078 -0.07270813 10.446411
2015-07-10-15 44 03.805	2.1435547 -0.08699036 9.976288
2015-07-10-15 44 03.811	2.30661 -0.20600891 9.722778
2015-07-10-15 44 03.815	2.1054688 -0.41072083 9.952484
2015-07-10-15 44 03.820	0.2487793 -0.33454895 10.434509
2015-07-10-15 44 03.825	0.053588867 -0.4214325 11.283112
2015-07-10-15 44 03.831	-0.05947876 -0.9736786 12.185272
2015-07-10-15 44 03.835	-0.38082886 -1.6735077 12.888672
2015-07-10-15 44 03.841	-0.62124634 -2.3769073 13.51947
2015-07-10-15 44 03.846	-0.535553 -3.055313 13.90509
2015-07-10-15 44 03.851	-0.2784729 -3.6670685 14.241913
2015-07-10-15 44 03.856	-0.02734375 -4.0312653 14.449005
2015-07-10-15 44 03.861	0.4463501 -4.2002716 14.446625
2015-07-10-15 44 03.868	1.0509644 -4.050308 14.125275
2015-07-10-15 44 03.871	1.8710022 -3.721817 13.728943
2015-07-10-15 44 03.876	2.6112976 -3.2552643 13.00293
2015-07-10-15 44 03.881	3.4622803 -2.7708588 12.069824
2015-07-10-15 44 03.886	3.9823914 -2.1448212 11.123627
2015-07-10-15 44 03.891	4.4441833 -1.553299 10.050079
2015-07-10-15 44 03.896	4.74292 -0.9582062 9.145538
2015-07-10-15 44 03.901	4.9083557 -0.41667175 8.442139
2015-07-10-15 44 03.906	4.826233 -0.017959595 7.8506165
2015-07-10-15 44 03.912	4.42276 0.51286316 7.6958923
2015-07-10-15 44 03.916	4.006195 0.8246918 7.7661133
2015-07-10-15 44 03.921	3.6241455 1.018692 7.8768005
2015-07-10-15 44 03.926	3.3432617 1.0294037 7.957733
2015-07-10-15 44 03.932	3.2063904 0.97584534 8.249329
2015-07-10-15 44 03.936	3.2147217 0.9294281 8.70636
2015-07-10-15 44 03.941	3.113556 0.9389496 9.008667
2015-07-10-15 44 03.946	2.6886597 0.9401398 9.228851
2015-07-10-15 44 03.952	2.6993713 1.0639191 9.625183
2015-07-10-15 44 03.956	2.8302917 0.9960785 9.966766
2015-07-10-15 44 03.961	2.5386963 1.0163116 10.167908
2015-07-10-15 44 03.966	2.7600708 0.890152 10.159576
2015-07-10-15 44 03.972	2.5029907 0.8080292 9.99295
2015-07-10-15 44 03.976	2.4256287 0.8235016 9.646606
2015-07-10-15 44 03.982	2.3792114 0.9139557 9.046753
2015-07-10-15 44 03.987	2.2340088 1.0198822 8.509979
2015-07-10-15 44 03.992	2.0400085 1.1305695 7.713745
2015-07-10-15 44 03.997	1.818634 1.2376862 7.098419
2015-07-10-15 44 04.002	1.5734558 1.4257355 6.4711914
2015-07-10-15 44 04.007	1.2616272 1.6375885 6.045105
2015-07-10-15 44 04.013	0.9176636 1.8446808 5.8499146
2015-07-10-15 44 04.018	0.7569885 1.8803864 5.601166
2015-07-10-15 44 04.022	0.5963135 1.9089508 5.402405
2015-07-10-15 44 04.027	0.4368286 1.878006 5.1750793
2015-07-10-15 44 04.033	0.19403076 1.8506317 4.9906006
2015-07-10-15 44 04.037	-0.07852173 1.8482513 4.916809
2015-07-10-15 44 04.042	-0.07733154 1.8542023 4.991791
2015-07-10-15 44 04.047	-0.034484863 1.8363495 5.171509
2015-07-10-15 44 04.053	0.104766846 1.7720795 5.235779
2015-07-10-15 44 04.057	0.16903687 1.7042389 5.396454
2015-07-10-15 44 04.063	0.15118408 1.7006683 5.6963806
2015-07-10-15 44 04.068	0.16070557 1.8006439 6.109375
2015-07-10-15 44 04.073	0.09881592 1.9113312 6.5675964
2015-07-10-15 44 04.077	0.07144165 1.993454 7.0424805
2015-07-10-15 44 04.082	0.13571167 2.0101166 7.4519043
2015-07-10-15 44 04.087	0.16903687 2.0850983 7.6197205
2015-07-10-15 44 04.093	0.33328247 2.1196136 7.822052
2015-07-10-15 44 04.098	0.5046692 2.173172 7.738739
2015-07-10-15 44 04.102	0.44396973 2.2719574 7.7423096
2015-07-10-15 44 04.108	0.36065674 2.3945465 7.7661133
2015-07-10-15 44 04.113	0.25115967 2.4219208 7.737549
2015-07-10-15 44 04.118	0.03692627 2.513565 7.769684
2015-07-10-15 44 04.123	-0.25228882 2.5290375 8.092224
2015-07-10-15 44 04.128	-0.4772339 2.4671478 8.476654
2015-07-10-15 44 04.134	-0.47247314 2.2410126 9.046753
2015-07-10-15 44 04.138	-0.5248413 1.9589386 9.738251
2015-07-10-15 44 04.143	-0.52008057 1.7042389 10.640411
2015-07-10-15 44 04.148	-0.51412964 1.5756989 11.629456
2015-07-10-15 44 04.154	-0.5319824 1.5376129 12.385223
2015-07-10-15 44 04.158	-0.5248413 1.4185944 12.962463
2015-07-10-15 44 04.163	-0.38916016 1.3293304 13.307617
2015-07-10-15 44 04.170	-0.31774902 1.2793427 13.623016
2015-07-10-15 44 04.174	-0.26419067 1.1460419 13.405212
2015-07-10-15 44 04.178	-0.27609253 1.0793915 13.026733
2015-07-10-15 44 04.183	-0.33917236 1.0163116 12.42688
2015-07-10-15 44 04.188	-0.7224121 0.70210266 11.671112
2015-07-10-15 44 04.193	-0.73669434 0.9306183 11.702057
2015-07-10-15 44 04.198	-0.66885376 1.1448517 11.469971
2015-07-10-15 44 04.204	-0.58078 1.4495392 11.14624
2015-07-10-15 44 04.208	-0.9354553 1.4304962 10.990326
2015-07-10-15 44 04.214	-1.3198853 1.3936005 11.030792
2015-07-10-15 44 04.218	-1.6031494 1.4459686 11.377136
2015-07-10-15 44 04.223	-1.9411621 1.5149994 11.537811
2015-07-10-15 44 04.229	-2.18396 1.6554413 11.475922
2015-07-10-15 44 04.234	-2.550537 1.6697235 11.004608
2015-07-10-15 44 04.239	-2.9313965 1.64711 10.150055
2015-07-10-15 44 04.244	-3.095642 1.5245209 9.368103
2015-07-10-15 44 04.249	-3.01828 1.3733673 8.782532
2015-07-10-15 44 04.254	-2.7885742 1.2436371 8.867035
2015-07-10-15 44 04.259	-2.4303284 1.1900787 9.1979065
2015-07-10-15 44 04.264	-1.9578247 1.115097 9.695404
2015-07-10-15 44 04.271	-1.7471619 1.0305939 10.442841
2015-07-10-15 44 04.274	-1.5662537 0.6973419 11.126007
2015-07-10-15 44 04.279	-1.5317383 0.46287537 11.877014
2015-07-10-15 44 04.284	-1.4174805 0.121292114 12.48877
2015-07-10-15 44 04.289	-1.3258362 -0.14888 13.173126
2015-07-10-15 44 04.294	-1.2246704 -0.46903992 13.657532
2015-07-10-15 44 04.299	-1.0675659 -0.72850037 14.09671
2015-07-10-15 44 04.304	-0.9533081 -0.957016 14.616821
2015-07-10-15 44 04.309	-0.90927124 -1.0677032 15.101227
2015-07-10-15 44 04.315	-0.80096436 -1.0819855 15.205963
2015-07-10-15 44 04.320	-0.7057495 -1.1319733 14.832245
2015-07-10-15 44 04.324	-0.5093689 -1.1355438 14.407349
2015-07-10-15 44 04.329	-0.32131958 -0.99391174 13.764648
2015-07-10-15 44 04.335	-0.21658325 -0.8141937 12.920807
2015-07-10-15 44 04.339	-0.17849731 -0.72612 12.187653
2015-07-10-15 44 04.344	-0.14041138 -0.54878235 11.359283
2015-07-10-15 44 04.349	-0.30703735 -0.34049988 10.753479
2015-07-10-15 44 04.355	-0.36773682 -0.2726593 10.032227
2015-07-10-15 44 04.359	-0.48794556 -0.16078186 9.482361
2015-07-10-15 44 04.365	-0.5736389 -0.02986145 9.083649
2015-07-10-15 44 04.370	-0.6057739 0.03440857 8.615906
2015-07-10-15 44 04.375	-0.7224121 0.09867859 8.200531
2015-07-10-15 44 04.380	-0.6593323 0.14628601 7.924408
2015-07-10-15 44 04.384	-0.6152954 0.2534027 7.5542603
2015-07-10-15 44 04.390	-0.47009277 0.33076477 7.2293396
2015-07-10-15 44 04.395	-0.39868164 0.49143982 7.052002
2015-07-10-15 44 04.400	-0.29156494 0.62117004 6.771118
2015-07-10-15 44 04.405	-0.1463623 0.68782043 6.5937805
2015-07-10-15 44 04.410	-0.041625977 0.8461151 6.4973755
2015-07-10-15 44 04.415	0.022644043 0.86753845 6.470001
2015-07-10-15 44 04.420	-0.047576904 0.7996979 6.553314
2015-07-10-15 44 04.425	-0.033294678 0.74494934 6.603302
