2015-06-30-22 50 51.795	-1.9364014 1.6554413 6.916321
2015-06-30-22 50 51.800	-1.7185974 1.7006683 6.373596
2015-06-30-22 50 51.805	-1.600769 1.7268524 5.9010925
2015-06-30-22 50 51.810	-1.485321 1.8196869 5.6880493
2015-06-30-22 50 51.815	-1.3972473 1.9053802 5.4773865
2015-06-30-22 50 51.821	-1.3186951 2.038681 5.4119263
2015-06-30-22 50 51.827	-1.1913452 2.0803375 5.4333496
2015-06-30-22 50 51.830	-1.0889893 2.0529633 5.4059753
2015-06-30-22 50 51.835	-1.0128174 2.116043 5.5083313
2015-06-30-22 50 51.841	-0.88427734 2.1505585 5.5797424
2015-06-30-22 50 51.845	-0.84143066 2.063675 5.589264
2015-06-30-22 50 51.852	-0.7057495 2.0624847 5.7785034
2015-06-30-22 50 51.856	-0.6248169 2.051773 5.9379883
2015-06-30-22 50 51.861	-0.53793335 2.0743866 6.1831665
2015-06-30-22 50 51.865	-0.47961426 2.0101166 6.4390564
2015-06-30-22 50 51.871	-0.45343018 2.0291595 6.5759277
2015-06-30-22 50 51.877	-0.45224 2.0291595 6.7473145
2015-06-30-22 50 51.881	-0.4093933 2.006546 6.765167
2015-06-30-22 50 51.886	-0.401062 2.0053558 6.918701
2015-06-30-22 50 51.892	-0.3284607 2.0136871 7.0174866
2015-06-30-22 50 51.896	-0.2368164 1.9589386 7.046051
2015-06-30-22 50 51.902	-0.15826416 2.0482025 7.116272
2015-06-30-22 50 51.906	-0.116607666 2.0422516 7.050812
2015-06-30-22 50 51.911	-0.15707397 2.0434418 7.0234375
2015-06-30-22 50 51.916	-0.13446045 2.057724 6.97464
2015-06-30-22 50 51.922	-0.2701416 2.1529388 7.0936584
2015-06-30-22 50 51.926	-0.37963867 2.2898102 7.154358
2015-06-30-22 50 51.931	-0.43081665 2.2802887 7.186493
2015-06-30-22 50 51.937	-0.5177002 2.371933 7.194824
2015-06-30-22 50 51.942	-0.66052246 2.4076385 7.3757324
2015-06-30-22 50 51.947	-0.72717285 2.4385834 7.36026
2015-06-30-22 50 51.951	-0.73669434 2.4909515 7.2662354
2015-06-30-22 50 51.956	-0.7712097 2.5659332 7.162689
2015-06-30-22 50 51.962	-0.8473816 2.6528168 7.1138916
2015-06-30-22 50 51.966	-0.9866333 2.6242523 7.0424805
2015-06-30-22 50 51.972	-1.1627808 2.6873322 7.0888977
2015-06-30-22 50 51.976	-1.3305969 2.7646942 7.2495728
2015-06-30-22 50 51.982	-1.4162903 2.8134918 7.4983215
2015-06-30-22 50 51.986	-1.5412598 2.9015656 7.6316223
2015-06-30-22 50 51.992	-1.6448059 2.9789276 7.8756104
2015-06-30-22 50 51.997	-1.7043152 3.0622406 8.0946045
2015-06-30-22 50 52.002	-1.6686096 3.1431732 8.200531
2015-06-30-22 50 52.006	-1.7078857 3.1181793 8.424286
2015-06-30-22 50 52.011	-1.7197876 3.0884247 8.575439
2015-06-30-22 50 52.017	-1.6995544 3.045578 8.906311
2015-06-30-22 50 52.023	-1.8233337 3.038437 9.080078
2015-06-30-22 50 52.027	-2.0161438 2.9717865 9.134827
2015-06-30-22 50 52.032	-2.0209045 3.051529 9.47641
2015-06-30-22 50 52.038	-2.0637512 3.0896149 9.9869995
2015-06-30-22 50 52.042	-2.197052 3.0658112 10.240509
2015-06-30-22 50 52.047	-2.4053345 3.0336761 10.604706
2015-06-30-22 50 52.052	-2.446991 3.05867 11.062927
2015-06-30-22 50 52.057	-2.4231873 3.0372467 11.652069
2015-06-30-22 50 52.062	-2.370819 2.9777374 12.273346
2015-06-30-22 50 52.069	-2.3208313 2.9015656 12.971985
2015-06-30-22 50 52.072	-2.106598 2.820633 13.511139
2015-06-30-22 50 52.077	-1.7185974 2.7682648 13.845581
2015-06-30-22 50 52.082	-1.3984375 2.7551727 13.9039
2015-06-30-22 50 52.087	-1.0949402 2.7218475 13.4956665
2015-06-30-22 50 52.092	-0.7581177 2.6111603 12.791077
2015-06-30-22 50 52.099	-0.21539307 2.4719086 11.486633
2015-06-30-22 50 52.103	-0.21539307 2.4719086 11.486633
2015-06-30-22 50 52.107	0.1000061 2.4885712 10.745148
2015-06-30-22 50 52.112	0.26782227 2.5695038 10.207184
2015-06-30-22 50 52.117	0.30352783 2.7218475 10.015564
2015-06-30-22 50 52.123	0.22973633 2.80159 9.942963
2015-06-30-22 50 52.127	0.1749878 2.9705963 9.877502
2015-06-30-22 50 52.132	0.05001831 3.0812836 9.720398
2015-06-30-22 50 52.138	0.022644043 3.1967316 9.872742
2015-06-30-22 50 52.143	-0.124938965 3.3062286 10.028656
2015-06-30-22 50 52.147	-0.23086548 3.2276764 10.37381
2015-06-30-22 50 52.152	-0.39154053 3.0431976 10.75943
2015-06-30-22 50 52.158	-0.50341797 2.9063263 11.241455
2015-06-30-22 50 52.163	-0.53912354 2.7456512 11.608032
2015-06-30-22 50 52.168	-0.4855652 2.6504364 12.04364
2015-06-30-22 50 52.173	-0.5248413 2.5040436 12.791077
2015-06-30-22 50 52.178	-0.45700073 2.3743134 12.996979
2015-06-30-22 50 52.183	-0.43081665 2.230301 13.442108
2015-06-30-22 50 52.188	-0.3939209 2.076767 14.132416
2015-06-30-22 50 52.193	-0.46295166 1.8696747 14.662048
2015-06-30-22 50 52.198	-0.43914795 1.7732697 15.235718
2015-06-30-22 50 52.203	-0.46533203 1.6042633 15.662994
2015-06-30-22 50 52.208	-0.4105835 1.4923859 15.845093
2015-06-30-22 50 52.213	-0.36535645 1.3828888 15.862946
2015-06-30-22 50 52.218	-0.32369995 1.3626556 15.510651
2015-06-30-22 50 52.223	-0.23562622 1.512619 15.139313
2015-06-30-22 50 52.228	-0.138031 1.5483246 14.394257
2015-06-30-22 50 52.233	-0.041625977 1.5614166 13.680145
2015-06-30-22 50 52.238	0.10595703 1.6959076 12.837494
2015-06-30-22 50 52.244	0.16903687 1.6970978 12.16861
2015-06-30-22 50 52.249	-0.1308899 1.8149261 10.738007
2015-06-30-22 50 52.253	-0.1308899 1.8149261 10.738007
2015-06-30-22 50 52.258	-0.19396973 1.9196625 10.161957
2015-06-30-22 50 52.264	-0.4260559 1.9767914 9.482361
2015-06-30-22 50 52.268	-0.6474304 2.1124725 9.088409
2015-06-30-22 50 52.273	-0.97473145 2.2279205 8.757538
2015-06-30-22 50 52.278	-1.2651367 2.358841 8.346924
2015-06-30-22 50 52.284	-1.4686584 2.4600067 7.81015
2015-06-30-22 50 52.288	-1.7150269 2.4719086 7.2662354
2015-06-30-22 50 52.294	-1.8435669 2.4980927 6.621155
2015-06-30-22 50 52.299	-1.8007202 2.5683136 5.8999023
2015-06-30-22 50 52.304	-1.8007202 2.5683136 5.8999023
