2015-06-25-12 35 27.375	-0.4927063 1.7447052 6.8556213
2015-06-25-12 35 27.380	-0.55459595 1.666153 7.160309
2015-06-25-12 35 27.385	-0.6010132 1.576889 7.442383
2015-06-25-12 35 27.390	-0.6997986 1.4733429 7.7554016
2015-06-25-12 35 27.396	-0.70217896 1.3507538 8.2100525
2015-06-25-12 35 27.401	-0.80810547 1.2126923 8.443329
2015-06-25-12 35 27.405	-0.8390503 1.2245941 8.712311
2015-06-25-12 35 27.410	-0.80096436 1.1769867 8.956299
2015-06-25-12 35 27.416	-0.8545227 1.1698456 9.296692
2015-06-25-12 35 27.421	-0.81881714 1.0722504 9.504974
2015-06-25-12 35 27.425	-0.78549194 1.1389008 9.844177
2015-06-25-12 35 27.431	-0.6974182 1.1746063 10.061981
2015-06-25-12 35 27.436	-0.5831604 1.281723 10.258362
2015-06-25-12 35 27.440	-0.41653442 1.3757477 10.538055
2015-06-25-12 35 27.446	-0.32250977 1.499527 10.591614
2015-06-25-12 35 27.451	-0.26895142 1.614975 10.7439575
2015-06-25-12 35 27.456	-0.23562622 1.7649384 10.801086
2015-06-25-12 35 27.461	-0.23205566 1.8684845 10.617798
2015-06-25-12 35 27.466	-0.22253418 2.057724 10.571381
2015-06-25-12 35 27.471	-0.19754028 2.1493683 10.317871
2015-06-25-12 35 27.476	-0.2951355 2.1874542 10.114349
2015-06-25-12 35 27.481	-0.37130737 2.186264 10.039368
2015-06-25-12 35 27.486	-0.41177368 2.2576752 9.814423
2015-06-25-12 35 27.491	-0.40463257 2.2160187 9.887024
2015-06-25-12 35 27.496	-0.36654663 1.9839325 9.98938
2015-06-25-12 35 27.501	-0.31298828 1.8744354 10.188141
2015-06-25-12 35 27.506	-0.336792 1.7018585 10.676117
2015-06-25-12 35 27.511	-0.38320923 1.5709381 11.229553
2015-06-25-12 35 27.517	-0.47842407 1.4364471 11.542572
2015-06-25-12 35 27.521	-0.5569763 1.1222382 12.04007
2015-06-25-12 35 27.527	-0.61053467 0.82588196 12.464966
2015-06-25-12 35 27.531	-0.7247925 0.6247406 12.952942
2015-06-25-12 35 27.537	-0.894989 0.5200043 13.351654
2015-06-25-12 35 27.541	-1.0390015 0.68782043 13.51828
2015-06-25-12 35 27.546	-1.1913452 0.84373474 13.449249
2015-06-25-12 35 27.551	-1.2758484 0.806839 13.188599
2015-06-25-12 35 27.557	-1.1461182 0.7009125 12.807739
2015-06-25-12 35 27.561	-0.9295044 0.47120667 12.460205
2015-06-25-12 35 27.567	-0.7581177 0.49977112 12.288818
2015-06-25-12 35 27.573	-0.54507446 0.47239685 12.036499
2015-06-25-12 35 27.577	-0.33441162 0.34623718 12.080536
2015-06-25-12 35 27.584	-0.1796875 0.17723083 12.386414
2015-06-25-12 35 27.587	-0.07852173 0.029647827 12.952942
2015-06-25-12 35 27.592	0.027404785 -0.1572113 13.693237
2015-06-25-12 35 27.599	0.007171631 -0.2738495 14.245483
2015-06-25-12 35 27.602	-0.069000244 -0.37858582 14.67395
2015-06-25-12 35 27.607	-0.18920898 -0.31074524 14.873901
2015-06-25-12 35 27.612	-0.3117981 -0.15959167 14.938171
2015-06-25-12 35 27.618	-0.5177002 -0.04295349 14.452576
2015-06-25-12 35 27.622	-0.6402893 0.123672485 13.680145
2015-06-25-12 35 27.627	-0.8200073 0.21888733 12.798218
2015-06-25-12 35 27.632	-1.0044861 0.3033905 11.907959
2015-06-25-12 35 27.637	-1.1461182 0.3950348 11.051025
2015-06-25-12 35 27.642	-1.2353821 0.55332947 10.282166
2015-06-25-12 35 27.647	-1.3032227 0.66996765 9.516876
2015-06-25-12 35 27.652	-1.4067688 0.7140045 9.0289
2015-06-25-12 35 27.658	-1.4008179 0.6735382 8.604004
2015-06-25-12 35 27.662	-1.3674927 0.6580658 8.462372
2015-06-25-12 35 27.667	-1.2937012 0.47001648 8.518311
2015-06-25-12 35 27.672	-1.2853699 0.31648254 8.542114
2015-06-25-12 35 27.678	-1.3008423 0.23674011 8.9158325
2015-06-25-12 35 27.682	-1.1437378 0.09510803 9.340729
2015-06-25-12 35 27.687	-1.1473083 0.010604858 9.7239685
2015-06-25-12 35 27.698	-1.09375 -0.17625427 10.1203
2015-06-25-12 35 27.699	-1.0925598 -0.40834045 10.391663
2015-06-25-12 35 27.702	-0.997345 -0.5547333 10.708252
2015-06-25-12 35 27.707	-0.97354126 -0.674942 10.817749
2015-06-25-12 35 27.713	-0.8545227 -0.83799744 10.7951355
2015-06-25-12 35 27.718	-0.7247925 -0.8641815 10.603516
