2015-06-25-12 32 03.966	-0.7069397 0.08796692 9.013428
2015-06-25-12 32 03.971	-0.5986328 0.37480164 8.51355
2015-06-25-12 32 03.977	-0.40344238 0.6485443 8.051758
2015-06-25-12 32 03.982	-0.2772827 0.85206604 7.5637817
2015-06-25-12 32 03.989	-0.16778564 0.98417664 7.141266
2015-06-25-12 32 03.992	0.07858276 1.0877228 6.724701
2015-06-25-12 32 03.997	0.3475647 1.1555634 6.4711914
2015-06-25-12 32 04.004	0.69747925 1.255539 6.2974243
2015-06-25-12 32 04.008	1.0640564 1.268631 6.403351
2015-06-25-12 32 04.012	1.4496765 1.2531586 6.4902344
2015-06-25-12 32 04.019	1.7805481 1.2710114 6.841339
2015-06-25-12 32 04.023	2.023346 1.1817474 7.379303
2015-06-25-12 32 04.027	2.2018738 1.0627289 7.9541626
2015-06-25-12 32 04.032	2.420868 0.8235016 8.728973
2015-06-25-12 32 04.039	2.4482422 0.63664246 9.318115
2015-06-25-12 32 04.042	2.401825 0.39146423 9.940582
2015-06-25-12 32 04.048	2.3089905 0.22364807 10.710632
2015-06-25-12 32 04.052	2.1030884 0.024887085 11.2890625
2015-06-25-12 32 04.057	1.972168 -0.03224182 11.837738
2015-06-25-12 32 04.062	1.7805481 -0.16792297 12.23526
2015-06-25-12 32 04.068	1.5282288 -0.27027893 12.42569
2015-06-25-12 32 04.072	1.3187561 -0.27742004 12.343567
2015-06-25-12 32 04.077	1.0390625 -0.28694153 12.047211
2015-06-25-12 32 04.082	0.92004395 -0.31550598 11.663971
2015-06-25-12 32 04.088	0.77246094 -0.24885559 11.139099
2015-06-25-12 32 04.092	0.66415405 -0.14530945 10.449982
2015-06-25-12 32 04.097	0.72128296 0.06892395 10.045319
2015-06-25-12 32 04.103	0.7093811 0.25816345 9.402618
2015-06-25-12 32 04.108	0.7189026 0.4438324 9.070557
2015-06-25-12 32 04.112	0.68081665 0.57951355 8.717072
2015-06-25-12 32 04.119	0.6665344 0.75923157 8.38382
2015-06-25-12 32 04.125	0.5534668 0.92466736 8.024384
2015-06-25-12 32 04.129	0.5534668 0.92466736 8.024384
2015-06-25-12 32 04.133	0.40945435 1.0032196 7.731598
2015-06-25-12 32 04.138	0.35113525 1.140091 7.5756836
2015-06-25-12 32 04.143	0.32733154 1.2186432 7.380493
2015-06-25-12 32 04.148	0.28329468 1.3424225 7.1841125
2015-06-25-12 32 04.153	0.32614136 1.4114532 7.0734253
2015-06-25-12 32 04.158	0.35827637 1.544754 7.0888977
2015-06-25-12 32 04.163	0.38565063 1.5626068 7.128174
2015-06-25-12 32 04.169	0.38684082 1.6328278 7.1698303
2015-06-25-12 32 04.173	0.38565063 1.6768646 7.2031555
2015-06-25-12 32 04.178	0.46777344 1.7744598 7.3067017
2015-06-25-12 32 04.183	0.5130005 1.8161163 7.3305054
2015-06-25-12 32 04.189	0.5510864 1.9053802 7.42572
2015-06-25-12 32 04.193	0.64630127 1.8815765 7.5887756
2015-06-25-12 32 04.198	0.66296387 1.9315643 7.74469
2015-06-25-12 32 04.203	0.7748413 1.8494415 7.8518066
2015-06-25-12 32 04.209	0.7772217 1.8565826 8.024384
2015-06-25-12 32 04.213	0.8569641 1.7863617 8.240997
2015-06-25-12 32 04.219	0.8343506 1.8613434 8.474274
2015-06-25-12 32 04.223	0.78912354 1.813736 8.795624
2015-06-25-12 32 04.229	0.8403015 1.7125702 9.080078
2015-06-25-12 32 04.233	0.8236389 1.6613922 9.364532
2015-06-25-12 32 04.238	0.9307556 1.5983124 9.507355
2015-06-25-12 32 04.243	0.997406 1.5197601 9.822754
2015-06-25-12 32 04.249	1.0033569 1.4781036 10.067932
2015-06-25-12 32 04.254	0.9224243 1.4209747 10.239319
2015-06-25-12 32 04.258	0.80459595 1.3626556 10.597565
2015-06-25-12 32 04.264	0.7093811 1.3876495 10.902252
2015-06-25-12 32 04.269	0.61416626 1.3662262 11.091492
2015-06-25-12 32 04.275	0.16070557 1.4245453 11.0903015
2015-06-25-12 32 04.279	0.16070557 1.4245453 11.0903015
2015-06-25-12 32 04.284	-0.03567505 1.4721527 11.153381
2015-06-25-12 32 04.289	-0.2130127 1.4757233 10.987946
2015-06-25-12 32 04.294	-0.4189148 1.5007172 10.828461
2015-06-25-12 32 04.299	-0.56411743 1.448349 10.646362
2015-06-25-12 32 04.304	-0.64505005 1.4959564 10.613037
2015-06-25-12 32 04.309	-0.64505005 1.4959564 10.613037
2015-06-25-12 32 04.314	-0.5855408 1.4959564 10.75943
2015-06-25-12 32 04.319	-0.5748291 1.4007416 10.82489
2015-06-25-12 32 04.325	-0.5415039 1.4055023 11.027222
2015-06-25-12 32 04.329	-0.548645 1.403122 11.212891
2015-06-25-12 32 04.334	-0.5498352 1.4602509 11.312866
2015-06-25-12 32 04.339	-0.65219116 1.4400177 11.410461
2015-06-25-12 32 04.344	-0.7045593 1.3733673 11.574707
2015-06-25-12 32 04.350	-0.75930786 1.3305206 11.696106
2015-06-25-12 32 04.354	-0.86761475 1.4638214 11.844879
2015-06-25-12 32 04.359	-0.8128662 1.5411835 11.702057
2015-06-25-12 32 04.365	-0.8569031 1.5328522 11.567566
2015-06-25-12 32 04.370	-0.78430176 1.4911957 11.430695
2015-06-25-12 32 04.375	-0.53079224 1.3590851 11.299774
2015-06-25-12 32 04.380	-0.17730713 1.2995758 11.329529
2015-06-25-12 32 04.385	0.14047241 1.2745819 11.368805
2015-06-25-12 32 04.390	0.36184692 1.2602997 11.534241
2015-06-25-12 32 04.395	0.46539307 1.1948395 11.756805
2015-06-25-12 32 04.400	0.5451355 0.9449005 12.200745
2015-06-25-12 32 04.405	0.6855774 0.7580414 12.568512
2015-06-25-12 32 04.410	0.6867676 0.45335388 13.088623
2015-06-25-12 32 04.415	0.7200928 0.14628601 13.550415
2015-06-25-12 32 04.420	0.63082886 -0.103652954 13.975311
2015-06-25-12 32 04.427	0.40945435 -0.2476654 14.377594
2015-06-25-12 32 04.431	0.15713501 -0.34883118 14.713226
2015-06-25-12 32 04.435	-0.12612915 -0.3952484 14.80011
2015-06-25-12 32 04.440	-0.44866943 -0.44880676 14.558502
2015-06-25-12 32 04.445	-0.7652588 -0.4285736 14.09433
2015-06-25-12 32 04.450	-1.0889893 -0.37382507 13.371887
2015-06-25-12 32 04.455	-1.2948914 -0.26313782 12.484009
2015-06-25-12 32 04.460	-1.2984619 -0.18815613 11.583038
2015-06-25-12 32 04.465	-1.2472839 0.13795471 10.702301
2015-06-25-12 32 04.471	-1.3341675 0.39027405 9.838226
2015-06-25-12 32 04.475	-1.3579712 0.6663971 9.141968
2015-06-25-12 32 04.480	-1.388916 0.8889618 8.506409
2015-06-25-12 32 04.485	-1.2365723 0.986557 8.023193
2015-06-25-12 32 04.491	-1.1627808 1.056778 7.6470947
2015-06-25-12 32 04.495	-1.0509033 1.1829376 7.437622
2015-06-25-12 32 04.500	-0.914032 1.2126923 7.404297
2015-06-25-12 32 04.506	-0.81762695 1.255539 7.373352
2015-06-25-12 32 04.511	-0.70217896 1.1960297 7.6470947
2015-06-25-12 32 04.515	-0.548645 1.0746307 8.039856
2015-06-25-12 32 04.521	-0.5069885 0.84968567 8.621857
2015-06-25-12 32 04.526	-0.43081665 0.68544006 9.126495
2015-06-25-12 32 04.531	-0.46533203 0.54618835 9.727539
2015-06-25-12 32 04.536	-0.5343628 0.3367157 10.063171
2015-06-25-12 32 04.541	-0.5843506 0.19389343 10.31192
2015-06-25-12 32 04.546	-0.7545471 -0.0024871826 10.402374
2015-06-25-12 32 04.551	-0.9711609 -0.22029114 10.375
2015-06-25-12 32 04.556	-1.0651855 -0.38572693 10.18338
2015-06-25-12 32 04.561	-1.125885 -0.49998474 9.99057
