2015-06-25-12 37 04.753	0.7605591 0.67115784 9.181244
2015-06-25-12 37 04.760	0.7748413 0.6890106 9.332397
2015-06-25-12 37 04.765	0.41183472 0.8556366 9.366913
2015-06-25-12 37 04.769	0.8676758 0.6735382 9.34668
2015-06-25-12 37 04.774	1.0343018 0.5235748 9.66922
2015-06-25-12 37 04.783	0.92123413 0.57118225 9.748962
2015-06-25-12 37 04.784	0.7748413 0.65211487 9.631134
2015-06-25-12 37 04.789	0.849823 0.7794647 9.579956
2015-06-25-12 37 04.794	0.8343506 0.7639923 9.60257
2015-06-25-12 37 04.799	0.83792114 0.70210266 9.556152
2015-06-25-12 37 04.804	0.8652954 0.67115784 9.514496
2015-06-25-12 37 04.810	0.85458374 0.6104584 9.587097
2015-06-25-12 37 04.815	0.7677002 0.5914154 9.66922
2015-06-25-12 37 04.819	0.68914795 0.5818939 9.714447
2015-06-25-12 37 04.824	0.6451111 0.59617615 9.896545
2015-06-25-12 37 04.830	0.54989624 0.63783264 10.047699
2015-06-25-12 37 04.834	0.48919678 0.6485443 10.142914
2015-06-25-12 37 04.839	0.45825195 0.6306915 10.229797
2015-06-25-12 37 04.845	0.30233765 0.70448303 10.203613
2015-06-25-12 37 04.850	0.20474243 0.7461395 10.211945
2015-06-25-12 37 04.854	0.18807983 0.7497101 10.283356
2015-06-25-12 37 04.860	0.2487793 0.71162415 10.079834
2015-06-25-12 37 04.866	0.26663208 0.6830597 9.99176
2015-06-25-12 37 04.870	0.2737732 0.53785706 9.978668
2015-06-25-12 37 04.874	0.39398193 0.53071594 10.100067
2015-06-25-12 37 04.879	0.57489014 0.47477722 10.323822
2015-06-25-12 37 04.884	0.68081665 0.42836 10.554718
2015-06-25-12 37 04.890	0.3070984 0.6390228 10.834412
2015-06-25-12 37 04.895	0.8105469 0.41407776 11.060547
2015-06-25-12 37 04.899	0.9902649 0.4509735 11.686584
2015-06-25-12 37 04.905	0.9819336 0.49620056 12.061493
2015-06-25-12 37 04.910	0.8676758 0.63783264 12.262634
2015-06-25-12 37 04.915	0.8010254 0.7318573 12.199554
2015-06-25-12 37 04.920	0.77008057 0.7140045 12.132904
2015-06-25-12 37 04.925	0.6915283 0.7389984 12.092438
2015-06-25-12 37 04.930	0.5856018 0.787796 11.85321
2015-06-25-12 37 04.935	0.5141907 0.93418884 11.587799
2015-06-25-12 37 04.940	0.43563843 0.9199066 11.27002
2015-06-25-12 37 04.946	0.5296631 0.8461151 10.970093
2015-06-25-12 37 04.951	0.5439453 0.74494934 10.82132
2015-06-25-12 37 04.955	0.6034546 0.70448303 10.639221
2015-06-25-12 37 04.961	0.7581787 0.7651825 10.649933
2015-06-25-12 37 04.967	1.1437988 0.77827454 10.557098
2015-06-25-12 37 04.971	1.1437988 0.77827454 10.557098
2015-06-25-12 37 04.975	1.3020935 0.7175751 10.533295
2015-06-25-12 37 04.980	1.5389404 0.6342621 10.593994
2015-06-25-12 37 04.986	1.6734314 0.46406555 10.735626
2015-06-25-12 37 04.991	1.7638855 0.20936584 11.049835
2015-06-25-12 37 04.996	1.85672 -0.046524048 11.330719
2015-06-25-12 37 05.000	1.8198242 -0.28337097 11.623505
2015-06-25-12 37 05.006	1.7424622 -0.52259827 12.034119
