2015-07-01-23 48 38.003	0.997406 6.9553375 9.02652
2015-07-01-23 48 38.008	1.1104736 6.9351044 8.980103
2015-07-01-23 48 38.014	1.183075 6.97081 8.630188
2015-07-01-23 48 38.019	1.3151855 7.131485 8.492126
2015-07-01-23 48 38.024	1.3473206 7.1540985 8.355255
2015-07-01-23 48 38.030	1.4365845 7.2552643 8.176727
2015-07-01-23 48 38.034	1.4639587 7.337387 8.057709
2015-07-01-23 48 38.038	1.4365845 7.3135834 8.076752
2015-07-01-23 48 38.044	1.3651733 7.265976 8.164825
2015-07-01-23 48 38.057	1.1426086 7.1612396 8.279083
2015-07-01-23 48 38.058	0.96170044 6.931534 8.471893
2015-07-01-23 48 38.060	0.7569885 6.7113495 8.667084
2015-07-01-23 48 38.064	0.503479 6.4364166 9.116974
2015-07-01-23 48 38.069	0.31661987 6.193619 9.625183
2015-07-01-23 48 38.074	0.25354004 5.8972626 10.152435
2015-07-01-23 48 38.081	0.28686523 5.5687714 10.582092
2015-07-01-23 48 38.084	0.3713684 5.2474213 10.986755
2015-07-01-23 48 38.089	0.4880066 4.942734 11.27597
2015-07-01-23 48 38.094	0.74746704 4.6975555 11.354523
2015-07-01-23 48 38.100	1.0652466 4.4214325 11.320007
2015-07-01-23 48 38.104	1.529419 4.192917 10.899872
2015-07-01-23 48 38.109	1.9555054 4.1274567 10.457123
2015-07-01-23 48 38.115	2.2720947 4.1250763 9.693024
2015-07-01-23 48 38.119	2.6231995 4.238144 8.830139
2015-07-01-23 48 38.124	2.9457397 4.4333344 7.925598
2015-07-01-23 48 38.130	3.236145 4.6344757 7.122223
2015-07-01-23 48 38.135	3.4063416 4.885605 6.437866
2015-07-01-23 48 38.139	3.5336914 5.0819855 5.911804
2015-07-01-23 48 38.148	3.5027466 5.2295685 5.5559387
2015-07-01-23 48 38.150	3.3611145 5.30217 5.3155212
2015-07-01-23 48 38.155	3.190918 5.3628693 5.1631775
2015-07-01-23 48 38.159	2.8802795 5.2997894 5.2214966
2015-07-01-23 48 38.164	2.4934692 5.218857 5.4761963
2015-07-01-23 48 38.170	2.0804749 5.1200714 5.9594116
2015-07-01-23 48 38.175	1.6008301 5.0688934 6.5104675
2015-07-01-23 48 38.182	1.1687927 4.923691 7.117462
2015-07-01-23 48 38.185	0.83078 4.9201202 7.8137207
2015-07-01-23 48 38.190	0.6998596 4.91774 8.292175
2015-07-01-23 48 38.197	0.5713196 4.8260956 8.662323
2015-07-01-23 48 38.200	0.4796753 4.905838 9.052704
2015-07-01-23 48 38.205	0.43920898 4.860611 9.28598
2015-07-01-23 48 38.210	0.51776123 4.8653717 9.60614
2015-07-01-23 48 38.215	0.5629883 4.784439 9.685883
2015-07-01-23 48 38.220	0.6843872 4.707077 9.759674
2015-07-01-23 48 38.225	0.7272339 4.59758 9.700165
2015-07-01-23 48 38.231	0.80578613 4.521408 9.652557
2015-07-01-23 48 38.235	0.99502563 4.426193 9.594238
2015-07-01-23 48 38.240	1.1568909 4.3321686 9.441895
2015-07-01-23 48 38.248	1.209259 4.220291 9.362152
2015-07-01-23 48 38.252	1.2961426 4.1084137 9.044373
2015-07-01-23 48 38.256	1.2961426 4.1084137 9.044373
2015-07-01-23 48 38.260	1.3009033 4.051285 8.846802
2015-07-01-23 48 38.265	1.2961426 4.0036774 8.598053
2015-07-01-23 48 38.270	1.3282776 4.0048676 8.275513
2015-07-01-23 48 38.275	1.3223267 4.0167694 7.8708496
2015-07-01-23 48 38.281	1.4306335 4.008438 7.5935364
2015-07-01-23 48 38.285	1.5020447 4.000107 7.262665
2015-07-01-23 48 38.291	1.6091614 4.0227203 7.0091553
2015-07-01-23 48 38.298	1.7246094 4.097702 6.7913513
2015-07-01-23 48 38.300	1.8222046 4.1119843 6.569977
2015-07-01-23 48 38.305	1.8198242 4.1762543 6.4783325
2015-07-01-23 48 38.311	1.824585 4.2595673 6.315277
2015-07-01-23 48 38.322	1.8091125 4.2155304 6.1641235
2015-07-01-23 48 38.323	1.7579346 4.250046 6.0546265
2015-07-01-23 48 38.325	1.6079712 4.2488556 6.0165405
2015-07-01-23 48 38.331	1.5496521 4.303604 6.052246
2015-07-01-23 48 38.336	1.4627686 4.3452606 5.9570313
2015-07-01-23 48 38.341	1.3354187 4.386917 6.01178
2015-07-01-23 48 38.346	1.1735535 4.4071503 6.0415344
2015-07-01-23 48 38.351	1.1033325 4.4678497 6.01416
2015-07-01-23 48 38.356	1.0033569 4.5356903 6.057007
2015-07-01-23 48 38.361	0.8093567 4.6273346 6.090332
2015-07-01-23 48 38.366	0.83078 4.7892 5.9832153
2015-07-01-23 48 38.371	0.7010498 4.7927704 5.94751
2015-07-01-23 48 38.376	0.7331848 4.899887 5.987976
2015-07-01-23 48 38.381	0.67367554 4.9927216 5.94989
2015-07-01-23 48 38.386	0.5951233 5.116501 6.090332
2015-07-01-23 48 38.391	0.5368042 5.2414703 6.258148
2015-07-01-23 48 38.396	0.54870605 5.3759613 6.4771423
2015-07-01-23 48 38.402	0.522522 5.580673 6.918701
2015-07-01-23 48 38.406	0.522522 5.580673 6.918701
2015-07-01-23 48 38.411	0.50109863 5.6270905 7.1448364
2015-07-01-23 48 38.416	0.46420288 5.62352 7.2733765
2015-07-01-23 48 38.421	0.45587158 5.6925507 7.398346
2015-07-01-23 48 38.426	0.36660767 5.694931 7.5423584
2015-07-01-23 48 38.431	0.39398193 5.771103 7.756592
2015-07-01-23 48 38.437	0.43325806 5.8258514 7.911316
2015-07-01-23 48 38.441	0.44277954 5.875839 8.076752
2015-07-01-23 48 38.447	0.4951477 5.900833 8.298126
2015-07-01-23 48 38.452	0.56655884 6.0329437 8.663513
2015-07-01-23 48 38.457	0.56655884 6.0329437 8.663513
2015-07-01-23 48 38.461	0.5963135 5.991287 8.822998
2015-07-01-23 48 38.466	0.49038696 5.9424896 8.984863
2015-07-01-23 48 38.472	0.4296875 5.918686 9.100311
2015-07-01-23 48 38.477	0.30352783 5.8056183 9.009857
2015-07-01-23 48 38.481	0.21307373 5.6580353 9.127686
2015-07-01-23 48 38.487	0.10952759 5.5901947 9.09198
2015-07-01-23 48 38.492	-0.01663208 5.399765 9.062225
2015-07-01-23 48 38.497	-0.01663208 5.399765 9.062225
2015-07-01-23 48 38.502	-0.0071105957 5.3319244 9.178864
2015-07-01-23 48 38.507	0.091674805 5.2890778 9.381195
2015-07-01-23 48 38.512	0.19522095 5.4283295 9.545441
2015-07-01-23 48 38.517	0.34994507 5.5711517 9.739441
2015-07-01-23 48 38.522	0.6355896 5.7104034 9.878693
2015-07-01-23 48 38.527	0.67367554 5.8318024 10.078644
2015-07-01-23 48 38.532	0.69033813 5.8246613 10.077454
2015-07-01-23 48 38.537	0.5951233 5.759201 10.091736
2015-07-01-23 48 38.542	0.2904358 5.5045013 10.017944
2015-07-01-23 48 38.547	0.02859497 5.195053 9.942963
2015-07-01-23 48 38.554	-0.2868042 4.930832 9.895355
2015-07-01-23 48 38.558	-0.58792114 4.776108 9.98819
2015-07-01-23 48 38.562	-1.023529 4.6582794 10.200043
2015-07-01-23 48 38.567	-1.3472595 4.6642303 10.777283
2015-07-01-23 48 38.573	-1.7055054 4.66304 11.260498
2015-07-01-23 48 38.578	-2.049469 4.643997 11.900818
2015-07-01-23 48 38.582	-2.357727 4.5559235 12.501862
2015-07-01-23 48 38.587	-2.6314697 4.419052 13.125519
2015-07-01-23 48 38.593	-2.876648 4.3500214 13.498047
2015-07-01-23 48 38.598	-2.9563904 4.186966 13.703949
2015-07-01-23 48 38.602	-2.8718872 4.1191254 13.692047
2015-07-01-23 48 38.607	-2.7219238 4.0560455 13.514709
2015-07-01-23 48 38.613	-2.4386597 3.9608307 13.179077
2015-07-01-23 48 38.618	-2.1113586 3.9524994 12.845825
2015-07-01-23 48 38.622	-1.9185486 3.821579 12.238831
2015-07-01-23 48 38.628	-1.7304993 3.7715912 11.909149
2015-07-01-23 48 38.633	-1.7721558 3.7346954 11.387848
2015-07-01-23 48 38.638	-1.8257141 3.6775665 10.95462
2015-07-01-23 48 38.643	-1.9709167 3.7561188 10.254791
2015-07-01-23 48 38.648	-2.2375183 3.7608795 9.689453
2015-07-01-23 48 38.653	-2.4815063 3.8311005 9.120544
2015-07-01-23 48 38.658	-2.6743164 3.8751373 8.508789
2015-07-01-23 48 38.663	-2.9064026 3.9703522 7.7863464
2015-07-01-23 48 38.668	-3.1515808 3.9929657 7.122223
2015-07-01-23 48 38.673	-3.2634583 4.0762787 6.5497437
2015-07-01-23 48 38.678	-3.3884277 4.1072235 6.1058044
2015-07-01-23 48 38.683	-3.4372253 4.0048676 5.7475586
2015-07-01-23 48 38.688	-3.4467468 3.8906097 5.9153748
2015-07-01-23 48 38.694	-3.5455322 3.7370758 6.435486
2015-07-01-23 48 38.699	-3.461029 3.520462 7.0615234
2015-07-01-23 48 38.704	-3.2467957 3.3478851 7.7149353
2015-07-01-23 48 38.708	-2.9575806 3.199112 8.44928
2015-07-01-23 48 38.714	-2.7207336 3.0741425 9.064606
2015-07-01-23 48 38.719	-2.2958374 3.0860443 9.533539
2015-07-01-23 48 38.724	-2.05542 3.039627 9.914398
2015-07-01-23 48 38.728	-1.703125 3.0229645 10.029846
2015-07-01-23 48 38.733	-1.3234558 3.0170135 10.145294
2015-07-01-23 48 38.739	-1.0163879 3.0015411 9.99295
2015-07-01-23 48 38.743	-0.74502563 3.0277252 9.85965
2015-07-01-23 48 38.749	-0.5664978 2.9967804 9.507355
2015-07-01-23 48 38.754	-0.29632568 3.0360565 9.21933
2015-07-01-23 48 38.759	-0.21182251 2.9337006 8.877747
2015-07-01-23 48 38.764	-0.21777344 2.9146576 8.525452
2015-07-01-23 48 38.769	-0.138031 2.956314 8.207672
2015-07-01-23 48 38.774	-0.09875488 3.051529 7.9601135
2015-07-01-23 48 38.779	-0.12017822 3.1657867 7.6149597
2015-07-01-23 48 38.784	-0.045196533 3.3038483 7.347168
2015-07-01-23 48 38.789	-0.084472656 3.5561676 7.0115356
2015-07-01-23 48 38.794	-0.07019043 3.712082 6.7294617
2015-07-01-23 48 38.799	-0.014251709 3.8382416 6.556885
2015-07-01-23 48 38.804	-0.07376099 3.9096527 6.3450317
2015-07-01-23 48 38.809	-0.08566284 4.034622 6.160553
2015-07-01-23 48 38.814	0.6415405 3.8870392 6.0367737
2015-07-01-23 48 38.819	0.14761353 3.995346 6.2295837
2015-07-01-23 48 38.824	-0.12850952 4.014389 6.0808105
2015-07-01-23 48 38.829	-0.3927307 4.0798492 5.9844055
2015-07-01-23 48 38.834	-0.49389648 4.1334076 5.761841
2015-07-01-23 48 38.840	-0.53079224 4.1952972 5.666626
2015-07-01-23 48 38.844	-0.4772339 4.1393585 5.4452515
2015-07-01-23 48 38.849	-0.44628906 4.08461 5.17865
2015-07-01-23 48 38.856	-0.50341797 4.026291 5.0144043
2015-07-01-23 48 38.860	-0.63790894 3.9703522 5.0096436
2015-07-01-23 48 38.864	-0.59625244 3.9655914 4.9453735
2015-07-01-23 48 38.869	-0.7652588 3.9524994 4.9132385
2015-07-01-23 48 38.875	-0.6819458 3.995346 5.007263
2015-07-01-23 48 38.880	-0.6974182 4.027481 5.141754
2015-07-01-23 48 38.884	-0.6141052 3.994156 5.5476074
2015-07-01-23 48 38.890	-0.68551636 3.9453583 5.7546997
2015-07-01-23 48 38.895	-0.6914673 3.995346 6.059387
2015-07-01-23 48 38.900	-0.64385986 3.9263153 6.436676
2015-07-01-23 48 38.905	-0.64505005 3.9405975 6.84848
2015-07-01-23 48 38.910	-0.5522156 3.937027 7.329315
2015-07-01-23 48 38.915	-0.4272461 3.9596405 7.7554016
2015-07-01-23 48 38.920	-0.26419067 3.9846344 8.254089
2015-07-01-23 48 38.931	-0.04638672 3.994156 8.658752
2015-07-01-23 48 38.932	0.11428833 3.9810638 9.058655
2015-07-01-23 48 38.938	0.38327026 3.9798737 9.41333
2015-07-01-23 48 38.940	0.6939087 3.9620209 9.679932
2015-07-01-23 48 38.945	0.8652954 3.9858246 9.891785
2015-07-01-23 48 38.950	1.3009033 4.090561 9.98819
2015-07-01-23 48 38.955	1.3282776 4.104843 10.1214905
2015-07-01-23 48 38.960	1.388977 4.173874 10.088165
2015-07-01-23 48 38.965	1.3723145 4.309555 10.082214
2015-07-01-23 48 38.970	1.3163757 4.3762054 9.965576
2015-07-01-23 48 38.975	1.1188049 4.366684 9.878693
2015-07-01-23 48 38.981	1.0223999 4.4154816 9.804901
2015-07-01-23 48 38.985	0.8391113 4.5499725 9.651367
2015-07-01-23 48 38.990	0.7843628 4.657089 9.397858
2015-07-01-23 48 38.995	0.62249756 4.6523285 9.159821
2015-07-01-23 48 39.001	0.58084106 4.6797028 8.839661
2015-07-01-23 48 39.006	0.39160156 4.657089 8.732544
2015-07-01-23 48 39.010	0.7010498 4.8713226 8.44809
2015-07-01-23 48 39.016	0.115478516 4.674942 8.738495
2015-07-01-23 48 39.021	-0.43200684 4.4154816 8.917023
2015-07-01-23 48 39.025	-0.70098877 4.334549 9.111023
2015-07-01-23 48 39.030	-0.8961792 4.233383 9.4097595
2015-07-01-23 48 39.036	-1.0413818 4.2536163 9.98819
2015-07-01-23 48 39.041	-0.978302 4.2083893 10.403564
2015-07-01-23 48 39.046	-0.90927124 4.290512 10.939148
2015-07-01-23 48 39.051	-0.76049805 4.2798004 11.293823
2015-07-01-23 48 39.056	-0.683136 4.1893463 11.740143
2015-07-01-23 48 39.061	-0.54626465 4.0381927 12.068634
2015-07-01-23 48 39.066	-0.042816162 4.173874 12.369751
2015-07-01-23 48 39.071	0.42373657 3.9227448 12.668488
2015-07-01-23 48 39.076	0.7272339 3.5692596 13.0065
2015-07-01-23 48 39.081	1.0307312 3.2490997 13.146942
2015-07-01-23 48 39.086	1.3258972 2.9991608 13.076721
2015-07-01-23 48 39.091	1.7936401 2.8884735 12.955322
2015-07-01-23 48 39.096	2.3458862 2.7742157 12.587555
2015-07-01-23 48 39.101	2.7493591 2.7706451 12.341187
2015-07-01-23 48 39.106	2.998108 2.7325592 12.150757
