2015-07-01-23 47 04.349	-0.89141846 4.008438 5.2774353
2015-07-01-23 47 04.356	-0.9306946 4.059616 5.1810303
2015-07-01-23 47 04.362	-1.0913696 4.0631866 5.203644
2015-07-01-23 47 04.367	-1.2330017 4.0893707 5.1381836
2015-07-01-23 47 04.371	-1.3234558 4.090561 5.05249
2015-07-01-23 47 04.377	-1.4710388 4.0810394 5.102478
2015-07-01-23 47 04.382	-1.5353088 4.0691376 5.1488953
2015-07-01-23 47 04.387	-1.5960083 4.08461 5.339325
2015-07-01-23 47 04.392	-1.6864624 4.103653 5.422638
2015-07-01-23 47 04.397	-1.7792969 4.129837 5.5856934
2015-07-01-23 47 04.402	-1.7138367 4.166733 5.846344
2015-07-01-23 47 04.408	-1.6483765 4.219101 5.9891663
2015-07-01-23 47 04.412	-1.5841064 4.27742 6.1391296
2015-07-01-23 47 04.417	-1.4162903 4.3107452 6.160553
2015-07-01-23 47 04.424	-1.2270508 4.322647 6.3569336
2015-07-01-23 47 04.427	-1.0163879 4.289322 6.5687866
2015-07-01-23 47 04.434	-0.86880493 4.2988434 6.6759033
2015-07-01-23 47 04.437	-0.6248169 4.302414 6.897278
2015-07-01-23 47 04.442	-0.4689026 4.296463 7.1769714
2015-07-01-23 47 04.447	-0.285614 4.346451 7.4542847
2015-07-01-23 47 04.452	-0.071380615 4.347641 7.7363586
2015-07-01-23 47 04.457	0.07501221 4.3881073 7.951782
2015-07-01-23 47 04.462	0.21426392 4.4654694 8.216003
2015-07-01-23 47 04.468	0.30471802 4.553543 8.32193
2015-07-01-23 47 04.472	0.323761 4.6190033 8.426666
2015-07-01-23 47 04.478	0.35708618 4.699936 8.487366
2015-07-01-23 47 04.483	0.2821045 4.7415924 8.540924
2015-07-01-23 47 04.488	0.18927002 4.8653717 8.595673
2015-07-01-23 47 04.492	0.13571167 4.9486847 8.567108
2015-07-01-23 47 04.497	0.13928223 4.977249 8.51474
2015-07-01-23 47 04.503	0.1000061 5.028427 8.495697
2015-07-01-23 47 04.508	0.06072998 5.0831757 8.457611
2015-07-01-23 47 04.512	0.16308594 5.053421 8.268372
2015-07-01-23 47 04.517	0.26901245 4.989151 8.176727
2015-07-01-23 47 04.522	0.31900024 4.989151 8.185059
2015-07-01-23 47 04.528	0.4463501 5.003433 8.395721
2015-07-01-23 47 04.533	0.6665344 4.9403534 8.571869
2015-07-01-23 47 04.538	0.82125854 4.886795 8.811096
2015-07-01-23 47 04.543	0.9902649 4.7558746 9.003906
2015-07-01-23 47 04.548	1.1759338 4.72493 9.147919
2015-07-01-23 47 04.553	1.3461304 4.770157 9.391907
2015-07-01-23 47 04.558	1.4163513 4.7630157 9.47998
2015-07-01-23 47 04.563	1.5163269 4.7213593 9.450226
2015-07-01-23 47 04.568	1.5853577 4.6916046 9.499023
2015-07-01-23 47 04.573	1.5068054 4.630905 9.504974
2015-07-01-23 47 04.578	1.5210876 4.540451 9.489502
2015-07-01-23 47 04.585	1.6627197 4.624954 9.394287
2015-07-01-23 47 04.589	1.7507935 4.673752 9.394287
2015-07-01-23 47 04.593	1.7507935 4.673752 9.394287
2015-07-01-23 47 04.598	1.8579102 4.8249054 9.333588
2015-07-01-23 47 04.603	1.6805725 4.714218 9.322876
2015-07-01-23 47 04.609	1.6805725 4.714218 9.322876
2015-07-01-23 47 04.613	1.5972595 4.5821075 9.490692
2015-07-01-23 47 04.618	1.5139465 4.501175 9.601379
2015-07-01-23 47 04.624	1.491333 4.3702545 9.969147
2015-07-01-23 47 04.629	1.6496277 4.444046 10.140533
2015-07-01-23 47 04.634	1.7984009 4.444046 10.24884
