2015-07-20-18 28 35.158	0.6105957 2.4861908 8.917023
2015-07-20-18 28 35.163	0.6498718 2.5933075 9.134827
2015-07-20-18 28 35.168	0.67962646 2.6587677 9.202667
2015-07-20-18 28 35.171	0.70700073 2.7706451 9.324066
2015-07-20-18 28 35.175	0.7260437 2.8372955 9.244324
2015-07-20-18 28 35.180	0.82839966 2.956314 9.241943
2015-07-20-18 28 35.186	0.6760559 3.0729523 9.344299
2015-07-20-18 28 35.192	0.67129517 3.0860443 9.327637
2015-07-20-18 28 35.196	0.63082886 3.1134186 9.294312
2015-07-20-18 28 35.201	0.5784607 3.1384125 9.166962
2015-07-20-18 28 35.206	0.5963135 3.090805 8.89679
2015-07-20-18 28 35.211	0.57369995 3.1764984 8.711121
2015-07-20-18 28 35.216	0.5534668 3.1515045 8.608765
2015-07-20-18 28 35.221	0.6010742 3.1895905 8.420715
2015-07-20-18 28 35.226	0.61535645 3.3074188 8.156494
2015-07-20-18 28 35.231	0.6415405 3.4062042 8.173157
2015-07-20-18 28 35.236	0.76293945 3.4978485 8.121979
2015-07-20-18 28 35.241	0.8391113 3.5990143 7.9851074
2015-07-20-18 28 35.246	0.8153076 3.7394562 8.014862
2015-07-20-18 28 35.252	0.85339355 3.8489532 8.0946045
2015-07-20-18 28 35.257	0.8426819 3.942978 8.058899
2015-07-20-18 28 35.261	0.63797 3.910843 8.163635
2015-07-20-18 28 35.266	0.5308533 3.9025116 8.035095
2015-07-20-18 28 35.274	0.47491455 3.8918 8.0624695
2015-07-20-18 28 35.278	0.35827637 3.8049164 8.031525
2015-07-20-18 28 35.282	0.36065674 3.8239594 8.06604
2015-07-20-18 28 35.287	0.4046936 3.8382416 8.229095
2015-07-20-18 28 35.293	0.28686523 3.8751373 8.313599
2015-07-20-18 28 35.298	0.11904907 3.982254 8.401672
2015-07-20-18 28 35.302	0.009552002 3.9810638 8.563538
2015-07-20-18 28 35.307	-0.17373657 3.9524994 8.636139
2015-07-20-18 28 35.312	-0.3939209 3.912033 8.749207
2015-07-20-18 28 35.318	-0.5891113 3.7930145 8.775391
2015-07-20-18 28 35.323	-0.81762695 3.7430267 8.808716
2015-07-20-18 28 35.328	-0.9449768 3.6787567 8.936066
2015-07-20-18 28 35.334	-1.0461426 3.5752106 9.078888
2015-07-20-18 28 35.337	-0.9283142 3.4788055 9.2812195
2015-07-20-18 28 35.343	-0.71884155 3.4073944 9.533539
2015-07-20-18 28 35.347	-0.4189148 3.3359833 9.73349
2015-07-20-18 28 35.352	-0.090423584 3.1776886 10.202423
2015-07-20-18 28 35.357	0.16189575 3.0753326 10.666595
2015-07-20-18 28 35.362	0.44039917 3.0170135 10.88559
2015-07-20-18 28 35.367	0.44396973 2.9634552 11.011749
2015-07-20-18 28 35.372	0.3963623 2.9325104 11.112915
2015-07-20-18 28 35.377	0.51657104 3.0182037 10.980804
2015-07-20-18 28 35.382	0.41778564 2.7682648 11.53067
2015-07-20-18 28 35.387	0.14285278 2.4373932 11.973419
2015-07-20-18 28 35.393	-0.05709839 2.199356 12.279297
2015-07-20-18 28 35.397	-0.18920898 1.987503 12.525665
2015-07-20-18 28 35.402	-0.31536865 1.8994293 12.497101
2015-07-20-18 28 35.407	-0.5236511 1.8946686 12.404266
2015-07-20-18 28 35.413	-0.6498108 2.006546 12.135284
2015-07-20-18 28 35.417	-0.77716064 2.0148773 11.838928
2015-07-20-18 28 35.422	-0.8783264 1.9863129 11.709198
2015-07-20-18 28 35.427	-0.9521179 1.9172821 11.683014
2015-07-20-18 28 35.433	-1.1246948 1.8303986 11.865112
2015-07-20-18 28 35.437	-1.2710876 1.7673187 12.057922
2015-07-20-18 28 35.442	-1.3365479 1.6613922 12.414978
2015-07-20-18 28 35.449	-1.4103394 1.4459686 13.000549
2015-07-20-18 28 35.453	-1.4555664 1.2864838 13.603973
2015-07-20-18 28 35.457	-1.3139343 1.0615387 14.3038025
2015-07-20-18 28 35.462	-1.1020813 0.87705994 14.958405
2015-07-20-18 28 35.468	-0.8652344 0.75090027 15.577301
2015-07-20-18 28 35.473	-0.64624023 0.58070374 16.0141
2015-07-20-18 28 35.478	-0.38916016 0.45811462 16.264038
2015-07-20-18 28 35.483	-0.2772827 0.3617096 16.312836
2015-07-20-18 28 35.488	-0.22491455 0.19984436 15.995056
2015-07-20-18 28 35.494	-0.23205566 0.10700989 15.7022705
2015-07-20-18 28 35.498	-0.22015381 0.017745972 15.192871
2015-07-20-18 28 35.503	-0.2284851 0.09272766 14.502563
2015-07-20-18 28 35.508	-0.26657104 0.13795471 13.609924
2015-07-20-18 28 35.513	-0.4355774 0.18913269 12.5720825
2015-07-20-18 28 35.518	-0.6569519 0.3700409 11.503296
2015-07-20-18 28 35.523	-0.85809326 0.524765 10.56662
2015-07-20-18 28 35.528	-1.0175781 0.71043396 9.758484
2015-07-20-18 28 35.533	-1.1782532 0.8461151 9.052704
2015-07-20-18 28 35.538	-1.337738 1.024643 8.606384
2015-07-20-18 28 35.543	-1.4674683 1.153183 8.304077
2015-07-20-18 28 35.548	-1.4258118 1.2198334 8.114838
2015-07-20-18 28 35.554	-1.3936768 1.2543488 8.118408
2015-07-20-18 28 35.558	-1.311554 1.2591095 8.100555
2015-07-20-18 28 35.563	-1.1663513 1.249588 8.088654
2015-07-20-18 28 35.568	-0.91760254 1.3043365 8.166016
2015-07-20-18 28 35.574	-0.6557617 1.2400665 8.236237
2015-07-20-18 28 35.578	-0.5438843 1.2579193 8.282654
2015-07-20-18 28 35.585	-0.46295166 1.2662506 8.205292
2015-07-20-18 28 35.589	-0.47485352 1.268631 7.9208374
2015-07-20-18 28 35.596	-0.38796997 1.3281403 7.8137207
2015-07-20-18 28 35.600	-0.34869385 1.3067169 7.046051
2015-07-20-18 28 35.604	-0.34869385 1.3067169 7.046051
2015-07-20-18 28 35.609	-0.32131958 1.3531342 6.636627
2015-07-20-18 28 35.614	-0.2546692 1.4304962 6.1010437
2015-07-20-18 28 35.619	-0.17611694 1.4519196 5.6249695
2015-07-20-18 28 35.629	-0.116607666 1.5554657 5.1810303
2015-07-20-18 28 35.631	-0.08804321 1.6613922 4.9013367
2015-07-20-18 28 35.634	0.11904907 1.8339691 4.5657043
2015-07-20-18 28 35.639	0.22854614 1.8684845 4.3919373
2015-07-20-18 28 35.645	0.4784851 1.9256134 4.255066
2015-07-20-18 28 35.650	0.63916016 1.9494171 4.319336
2015-07-20-18 28 35.655	0.81411743 1.8601532 4.544281
2015-07-20-18 28 35.659	0.9628906 1.6018829 4.826355
2015-07-20-18 28 35.668	1.7888794 -0.7237396 5.332184
2015-07-20-18 28 35.669	3.0219116 0.43074036 7.1376953
2015-07-20-18 28 35.675	2.9290771 1.6304474 6.78421
2015-07-20-18 28 35.679	2.6148682 2.5457 6.300995
2015-07-20-18 28 35.684	2.0257263 3.0372467 6.673523
2015-07-20-18 28 35.689	0.9581299 2.6575775 7.687561
2015-07-20-18 28 35.695	0.0059814453 1.9029999 8.244568
2015-07-20-18 28 35.699	-0.6664734 1.2591095 8.331451
2015-07-20-18 28 35.704	-1.0925598 0.96513367 8.045807
2015-07-20-18 28 35.710	-1.356781 1.0210724 7.8387146
2015-07-20-18 28 35.715	-1.3686829 1.1960297 8.06366
2015-07-20-18 28 35.719	-1.0877991 1.4531097 8.38739
2015-07-20-18 28 35.724	-0.6164856 1.6685333 8.714691
2015-07-20-18 28 35.730	-0.24990845 1.7506561 9.038422
2015-07-20-18 28 35.735	-0.009490967 1.7720795 9.251465
2015-07-20-18 28 35.740	0.08215332 1.7149506 9.597809
2015-07-20-18 28 35.745	0.11785889 1.6744843 9.697784
2015-07-20-18 28 35.752	0.41540527 1.5554657 9.771576
2015-07-20-18 28 35.756	0.6022644 1.5054779 9.73349
2015-07-20-18 28 35.760	0.6022644 1.5054779 9.73349
2015-07-20-18 28 35.765	0.8022156 1.5614166 9.785858
2015-07-20-18 28 35.770	0.9176636 1.7078094 9.679932
2015-07-20-18 28 35.775	0.7593689 1.7661285 9.751343
2015-07-20-18 28 35.780	0.5594177 1.7970734 9.848938
2015-07-20-18 28 35.785	0.28805542 1.858963 9.840607
2015-07-20-18 28 35.790	0.067871094 1.8339691 9.753723
2015-07-20-18 28 35.796	-0.124938965 1.8744354 9.769196
2015-07-20-18 28 35.800	-0.19277954 1.9327545 9.79657
2015-07-20-18 28 35.805	-0.30941772 2.0720062 9.744202
2015-07-20-18 28 35.810	-0.29989624 2.2017365 9.66803
2015-07-20-18 28 35.816	-0.30108643 2.3124237 9.574005
2015-07-20-18 28 35.820	-0.29275513 2.3671722 9.444275
