2015-06-26-11 31 32.990	-0.6724243 1.19841 8.420715
2015-06-26-11 31 32.995	-0.7081299 1.4876251 8.360016
2015-06-26-11 31 33.000	-0.8366699 1.7661285 8.363586
2015-06-26-11 31 33.006	-0.66290283 1.8803864 8.175537
2015-06-26-11 31 33.011	-0.51174927 1.9077606 8.039856
2015-06-26-11 31 33.016	0.6534424 1.9053802 7.557831
2015-06-26-11 31 33.021	0.9985962 2.057724 7.2495728
2015-06-26-11 31 33.025	0.997406 2.1362762 7.5614014
2015-06-26-11 31 33.030	0.9152832 2.2422028 7.955353
2015-06-26-11 31 33.039	0.83078 2.410019 8.206482
2015-06-26-11 31 33.047	0.7189026 2.5278473 7.93869
2015-06-26-11 31 33.048	0.29519653 2.757553 7.641144
2015-06-26-11 31 33.050	-0.26062012 2.7289886 7.3578796
2015-06-26-11 31 33.056	-0.72836304 2.4635773 6.91037
2015-06-26-11 31 33.061	-0.7581177 2.2683868 7.015106
2015-06-26-11 31 33.066	-0.535553 2.2552948 7.1186523
2015-06-26-11 31 33.071	-0.50579834 2.4969025 7.199585
2015-06-26-11 31 33.077	-0.25704956 2.7135162 7.700653
2015-06-26-11 31 33.081	-0.14874268 2.839676 8.313599
2015-06-26-11 31 33.088	-0.20706177 2.8134918 8.756348
2015-06-26-11 31 33.093	-0.1713562 2.9277496 9.136017
2015-06-26-11 31 33.097	-0.06542969 2.924179 9.368103
2015-06-26-11 31 33.101	0.083343506 2.776596 9.389526
2015-06-26-11 31 33.106	0.1737976 2.621872 9.316925
2015-06-26-11 31 33.111	0.23925781 2.462387 9.126495
2015-06-26-11 31 33.117	0.1000061 2.3386078 9.096741
2015-06-26-11 31 33.121	0.057159424 2.3100433 9.35144
2015-06-26-11 31 33.126	0.102386475 2.3624115 9.554962
2015-06-26-11 31 33.131	-0.14517212 2.5861664 9.876312
2015-06-26-11 31 33.139	-1.7245483 4.0572357 10.226227
2015-06-26-11 31 33.141	-1.7614441 4.0036774 10.404755
2015-06-26-11 31 33.146	-1.6269531 3.757309 10.654694
2015-06-26-11 31 33.152	-1.2901306 3.2490997 10.572571
2015-06-26-11 31 33.157	-1.1711121 2.718277 10.44046
2015-06-26-11 31 33.162	-1.3234558 2.345749 10.535675
2015-06-26-11 31 33.167	-1.125885 2.3612213 10.688019
2015-06-26-11 31 33.172	-0.7807312 2.5540314 10.88797
2015-06-26-11 31 33.177	-0.631958 2.54451 10.914154
2015-06-26-11 31 33.182	-0.64385986 2.6944733 10.8784485
2015-06-26-11 31 33.188	-0.6736145 2.9194183 11.135529
2015-06-26-11 31 33.194	-1.0413818 2.3802643 11.034363
2015-06-26-11 31 33.198	-1.0413818 2.3802643 11.034363
2015-06-26-11 31 33.202	-1.080658 2.167221 10.912964
2015-06-26-11 31 33.207	-1.1675415 1.9279938 10.853455
2015-06-26-11 31 33.212	-1.0735168 1.8196869 10.702301
2015-06-26-11 31 33.218	-1.1080322 1.6804352 10.75943
2015-06-26-11 31 33.223	-1.1484985 1.6554413 11.042694
2015-06-26-11 31 33.227	-0.997345 1.7078094 11.154572
2015-06-26-11 31 33.232	-0.978302 1.7530365 11.342621
2015-06-26-11 31 33.238	-0.89260864 1.7589874 11.387848
2015-06-26-11 31 33.242	-0.66052246 1.8791962 11.348572
2015-06-26-11 31 33.247	-0.3189392 1.9184723 11.127197
2015-06-26-11 31 33.255	0.0059814453 1.9029999 10.791565
2015-06-26-11 31 33.259	0.10595703 1.8482513 10.391663
2015-06-26-11 31 33.262	0.11428833 1.77565 10.034607
2015-06-26-11 31 33.267	0.15118408 1.7720795 9.803711
2015-06-26-11 31 33.272	0.16427612 1.8315887 9.559723
