2015-07-03-23 48 14.787	-0.69503784 1.050827 8.924164
2015-07-03-23 48 14.794	-0.57958984 1.1734161 8.638519
2015-07-03-23 48 14.798	-0.5010376 1.204361 8.2743225
2015-07-03-23 48 14.805	-0.6486206 1.2424469 7.904175
2015-07-03-23 48 14.809	-0.6498108 1.2591095 7.6459045
2015-07-03-23 48 14.814	-0.7878723 1.3555145 7.411438
2015-07-03-23 48 14.821	-0.9878235 1.4007416 7.1972046
2015-07-03-23 48 14.824	-0.84262085 1.480484 6.8699036
2015-07-03-23 48 14.829	-0.7640686 1.5340424 6.5735474
2015-07-03-23 48 14.834	-0.86642456 1.5269012 6.325989
2015-07-03-23 48 14.839	-0.9045105 1.5197601 6.1427
2015-07-03-23 48 14.844	-0.9949646 1.6483002 5.979645
2015-07-03-23 48 14.851	-0.96759033 1.730423 5.877289
2015-07-03-23 48 14.854	-0.96640015 1.7542267 5.7094727
2015-07-03-23 48 14.860	-0.9949646 1.8327789 5.661865
2015-07-03-23 48 14.865	-0.9961548 1.8030243 5.505951
2015-07-03-23 48 14.869	-0.9390259 1.8315887 5.5226135
2015-07-03-23 48 14.874	-0.8616638 1.8375397 5.545227
2015-07-03-23 48 14.879	-0.7866821 1.8875275 5.6844788
2015-07-03-23 48 14.884	-0.7485962 1.891098 5.871338
2015-07-03-23 48 14.889	-0.67004395 1.910141 6.032013
2015-07-03-23 48 14.895	-0.5510254 1.9149017 6.237915
2015-07-03-23 48 14.899	-0.5938721 1.9137115 6.3486023
2015-07-03-23 48 14.905	-0.63790894 1.9089508 6.5687866
2015-07-03-23 48 14.910	-0.6748047 1.8899078 6.731842
2015-07-03-23 48 14.914	-0.6795654 1.987503 6.905609
2015-07-03-23 48 14.919	-0.7045593 1.923233 7.091278
2015-07-03-23 48 14.928	-0.7224121 1.9470367 7.23053
2015-07-03-23 48 14.934	-0.8223877 1.9732208 7.411438
2015-07-03-23 48 14.935	-0.88308716 1.9672699 7.5304565
2015-07-03-23 48 14.939	-0.9295044 1.9636993 7.5959167
2015-07-03-23 48 14.945	-0.9711609 2.0243988 7.7792053
2015-07-03-23 48 14.949	-0.9937744 2.0077362 7.987488
2015-07-03-23 48 14.955	-1.0723267 2.0089264 8.055328
2015-07-03-23 48 14.960	-1.2306213 2.064865 8.046997
2015-07-03-23 48 14.965	-1.2401428 2.0553436 8.060089
2015-07-03-23 48 14.972	-1.2377625 2.0172577 8.276703
2015-07-03-23 48 14.975	-1.3198853 2.0184479 8.423096
2015-07-03-23 48 14.980	-1.4055786 2.0922394 8.70874
2015-07-03-23 48 14.985	-1.5674438 2.1648407 8.968201
2015-07-03-23 48 14.989	-1.6293335 2.1934052 9.195526
2015-07-03-23 48 14.995	-1.7150269 2.2017365 9.294312
