2015-07-03-23 44 58.947	0.7926941 0.6842499 9.193146
2015-07-03-23 44 58.954	0.7438965 0.7223358 8.805145
2015-07-03-23 44 58.960	0.78674316 0.8056488 8.501648
2015-07-03-23 44 58.963	0.8843384 0.8782501 8.216003
2015-07-03-23 44 58.982	0.99264526 0.99012756 8.108887
2015-07-03-23 44 58.983	1.1557007 1.0294037 7.8137207
2015-07-03-23 44 58.987	1.2021179 1.0389252 7.5887756
2015-07-03-23 44 58.988	1.2235413 1.1269989 7.347168
2015-07-03-23 44 58.993	1.1616516 1.0984344 7.2852783
2015-07-03-23 44 58.994	1.1437988 1.1686554 7.250763
2015-07-03-23 44 59.001	0.96051025 1.1615143 7.398346
2015-07-03-23 44 59.004	0.8426819 1.1805573 7.656616
2015-07-03-23 44 59.011	0.70224 1.1186676 7.8625183
2015-07-03-23 44 59.014	0.57369995 1.1508026 8.277893
2015-07-03-23 44 59.019	0.34994507 1.0758209 8.536163
2015-07-03-23 44 59.024	0.21069336 0.94252014 8.778961
2015-07-03-23 44 59.030	0.019073486 0.9639435 8.83847
2015-07-03-23 44 59.034	-0.10470581 0.9770355 8.765869
2015-07-03-23 44 59.040	-0.2296753 0.99131775 8.539734
2015-07-03-23 44 59.044	-0.38320923 0.99845886 8.282654
2015-07-03-23 44 59.050	-0.41653442 1.0972443 7.731598
2015-07-03-23 44 59.054	-0.47961426 1.19841 7.1650696
2015-07-03-23 44 59.061	-0.5272217 1.3019562 6.8175354
2015-07-03-23 44 59.065	-0.4831848 1.3876495 6.449768
2015-07-03-23 44 59.070	-0.30941772 1.595932 6.20697
2015-07-03-23 44 59.075	-0.30703735 1.77565 6.0165405
2015-07-03-23 44 59.080	-0.3022766 1.8553925 5.9070435
2015-07-03-23 44 59.085	-0.33084106 1.9018097 5.7785034
2015-07-03-23 44 59.093	-0.44747925 1.8542023 5.8368225
2015-07-03-23 44 59.095	-0.45819092 1.872055 6.0022583
2015-07-03-23 44 59.100	-0.47961426 1.9029999 6.217682
2015-07-03-23 44 59.105	-0.6236267 1.8827667 6.508087
2015-07-03-23 44 59.110	-0.76049805 1.7637482 6.7984924
2015-07-03-23 44 59.116	-0.92593384 1.6256866 7.1591187
2015-07-03-23 44 59.120	-1.15802 1.5554657 7.385254
2015-07-03-23 44 59.126	-1.337738 1.4792938 7.694702
2015-07-03-23 44 59.130	-1.4389038 1.4138336 7.829193
2015-07-03-23 44 59.135	-1.4412842 1.3924103 7.8518066
2015-07-03-23 44 59.142	-1.4460449 1.4209747 8.038666
2015-07-03-23 44 59.146	-1.394867 1.4364471 8.1779175
2015-07-03-23 44 59.150	-1.459137 1.4816742 8.2743225
2015-07-03-23 44 59.155	-1.3901062 1.4662018 8.350494
2015-07-03-23 44 59.161	-1.3901062 1.4388275 8.296936
2015-07-03-23 44 59.166	-1.2722778 1.4959564 8.243378
2015-07-03-23 44 59.171	-1.0913696 1.5590363 8.205292
2015-07-03-23 44 59.176	-0.9628296 1.609024 8.281464
2015-07-03-23 44 59.180	-0.8545227 1.628067 8.263611
2015-07-03-23 44 59.185	-0.6581421 1.7696991 8.470703
2015-07-03-23 44 59.192	-0.4093933 1.8994293 8.536163
2015-07-03-23 44 59.195	-0.29037476 1.9351349 8.561157
2015-07-03-23 44 59.200	-0.13922119 2.0601044 8.696838
2015-07-03-23 44 59.205	-0.041625977 2.141037 8.670654
2015-07-03-23 44 59.211	-0.029724121 2.1898346 8.803955
2015-07-03-23 44 59.215	0.06430054 2.301712 8.939636
2015-07-03-23 44 59.220	0.12857056 2.436203 9.014618
2015-07-03-23 44 59.226	0.080963135 2.442154 9.034851
2015-07-03-23 44 59.231	-0.0725708 2.3874054 8.981293
2015-07-03-23 44 59.236	-0.2701416 2.2529144 8.895599
2015-07-03-23 44 59.241	-0.28918457 2.2148285 8.893219
2015-07-03-23 44 59.246	-0.28323364 2.2207794 9.113403
2015-07-03-23 44 59.251	-0.4093933 2.180313 9.435944
2015-07-03-23 44 59.256	-0.6414795 2.2457733 9.710876
2015-07-03-23 44 59.261	-0.86761475 2.198166 10.197662
2015-07-03-23 44 59.268	-3.0218506 2.8123016 10.276215
2015-07-03-23 44 59.272	-0.61291504 2.0458221 10.864166
2015-07-03-23 44 59.276	-0.61291504 2.0458221 10.864166
2015-07-03-23 44 59.281	0.11428833 1.3031464 11.390228
2015-07-03-23 44 59.286	-0.32489014 0.8984833 12.658966
2015-07-03-23 44 59.291	-0.32489014 0.8984833 12.658966
2015-07-03-23 44 59.296	-0.86880493 1.1115265 13.2326355
2015-07-03-23 44 59.301	-1.4948425 1.3233795 12.956512
2015-07-03-23 44 59.306	-1.6852722 1.230545 12.470917
2015-07-03-23 44 59.312	-1.7019348 1.0282135 11.935333
2015-07-03-23 44 59.316	-1.7114563 0.9139557 11.673492
2015-07-03-23 44 59.321	-1.6055298 0.8889618 11.602081
2015-07-03-23 44 59.326	-1.2258606 0.93299866 11.85321
2015-07-03-23 44 59.332	-0.7914429 1.0401154 12.123383
2015-07-03-23 44 59.336	-0.36535645 1.1293793 12.55542
2015-07-03-23 44 59.341	-0.06185913 1.1865082 13.187408
2015-07-03-23 44 59.346	0.1749878 1.1079559 13.922943
2015-07-03-23 44 59.352	0.27734375 1.0805817 14.194305
2015-07-03-23 44 59.357	0.2571106 0.93299866 14.428772
2015-07-03-23 44 59.362	-0.090423584 0.806839 14.35022
2015-07-03-23 44 59.367	-0.77716064 0.7497101 14.019348
2015-07-03-23 44 59.372	-1.3401184 0.58903503 13.377838
2015-07-03-23 44 59.377	-1.6483765 0.55332947 12.495911
2015-07-03-23 44 59.382	-1.8673706 0.45811462 11.735382
2015-07-03-23 44 59.387	-2.1411133 0.49858093 11.022461
2015-07-03-23 44 59.392	-2.2910767 0.5426178 10.458313
2015-07-03-23 44 59.397	-2.4767456 0.6104584 10.132202
2015-07-03-23 44 59.402	-2.6885986 0.4759674 9.979858
2015-07-03-23 44 59.407	-2.3244019 0.6235504 9.583527
2015-07-03-23 44 59.412	-1.920929 0.871109 9.439514
2015-07-03-23 44 59.418	-1.7007446 1.0615387 9.551392
2015-07-03-23 44 59.422	-1.5995789 1.1329498 9.816803
2015-07-03-23 44 59.427	-1.536499 1.0865326 10.081024
2015-07-03-23 44 59.432	-1.3091736 0.90086365 10.360718
2015-07-03-23 44 59.437	-1.1080322 0.7056732 10.43689
2015-07-03-23 44 59.442	-0.8652344 0.53904724 10.453552
2015-07-03-23 44 59.447	-0.6902771 0.44145203 10.451172
2015-07-03-23 44 59.453	-0.53912354 0.22602844 10.315491
2015-07-03-23 44 59.457	-0.3927307 0.10939026 10.128632
2015-07-03-23 44 59.463	-0.32131958 0.005844116 9.995331
2015-07-03-23 44 59.468	-0.22729492 -0.27146912 9.963196
2015-07-03-23 44 59.473	-0.3356018 -0.3952484 9.909637
2015-07-03-23 44 59.478	-0.24633789 -0.5214081 10.0191345
2015-07-03-23 44 59.482	-0.2618103 -0.46784973 10.238129
2015-07-03-23 44 59.487	-0.3106079 -0.4797516 10.442841
2015-07-03-23 44 59.493	-0.26062012 -0.43452454 10.607086
2015-07-03-23 44 59.497	-0.31774902 -0.49641418 10.576141
