2015-06-29-18 56 27.468	1.1307068 3.3324127 10.957001
2015-06-29-18 56 27.474	1.0545349 3.3359833 11.302155
2015-06-29-18 56 27.479	0.92123413 3.2931366 11.730621
2015-06-29-18 56 27.484	0.8724365 3.1955414 12.067444
2015-06-29-18 56 27.489	0.68200684 3.166977 12.401886
2015-06-29-18 56 27.494	0.64868164 2.9729767 12.651825
2015-06-29-18 56 27.499	0.64035034 2.9063263 12.733948
2015-06-29-18 56 27.504	0.6665344 2.8027802 12.842255
2015-06-29-18 56 27.510	0.7034302 2.6956635 12.917236
2015-06-29-18 56 27.514	0.7843628 2.5885468 13.054108
2015-06-29-18 56 27.522	0.8022156 2.442154 13.225494
2015-06-29-18 56 27.524	0.849823 2.3302765 13.226685
2015-06-29-18 56 27.529	0.8831482 2.2457733 13.277863
2015-06-29-18 56 27.535	0.9497986 2.1696014 13.285004
2015-06-29-18 56 27.540	0.95217896 2.192215 13.433777
2015-06-29-18 56 27.544	1.0830994 2.1434174 13.45639
2015-06-29-18 56 27.549	1.0628662 2.121994 13.543274
2015-06-29-18 56 27.556	1.1152344 2.198166 13.562317
2015-06-29-18 56 27.561	1.0438232 2.1576996 13.5278015
2015-06-29-18 56 27.564	0.97003174 2.127945 13.551605
2015-06-29-18 56 27.570	0.7938843 2.0363007 13.575409
2015-06-29-18 56 27.575	0.49752808 1.891098 13.549225
2015-06-29-18 56 27.579	0.15594482 1.7101898 13.600403
2015-06-29-18 56 27.585	-0.08685303 1.5388031 13.781311
2015-06-29-18 56 27.590	-0.34155273 1.5019073 14.034821
2015-06-29-18 56 27.595	-0.44152832 1.4709625 14.302612
2015-06-29-18 56 27.599	-0.4915161 1.5471344 14.634674
2015-06-29-18 56 27.605	-0.39987183 1.666153 14.898895
2015-06-29-18 56 27.610	-0.21896362 1.6542511 15.064331
2015-06-29-18 56 27.615	0.09881592 1.5530853 15.114319
2015-06-29-18 56 27.620	0.27139282 1.3221893 14.939362
2015-06-29-18 56 27.625	0.47491455 1.0294037 14.698944
2015-06-29-18 56 27.630	0.6272583 0.7247162 14.260956
2015-06-29-18 56 27.637	0.78793335 0.44502258 13.756317
2015-06-29-18 56 27.640	0.99264526 0.2046051 13.164795
2015-06-29-18 56 27.645	1.2080688 0.14509583 12.5578
2015-06-29-18 56 27.650	1.4544373 0.010604858 11.893677
2015-06-29-18 56 27.655	1.6615295 -0.15840149 11.20813
2015-06-29-18 56 27.660	1.8257751 -0.16316223 10.595184
2015-06-29-18 56 27.665	1.9840698 -0.30717468 10.113159
2015-06-29-18 56 27.670	2.0792847 -0.31907654 9.594238
2015-06-29-18 56 27.675	2.0971375 -0.3381195 9.136017
2015-06-29-18 56 27.680	2.1828308 -0.39881897 8.718262
2015-06-29-18 56 27.686	2.2054443 -0.3643036 8.439758
2015-06-29-18 56 27.692	2.1661682 -0.35359192 8.281464
2015-06-29-18 56 27.697	2.1149902 -0.2559967 8.176727
2015-06-29-18 56 27.700	2.075714 -0.1334076 8.332642
2015-06-29-18 56 27.705	1.8412476 -0.07032776 8.377869
2015-06-29-18 56 27.711	1.652008 0.08439636 8.490936
2015-06-29-18 56 27.716	1.3984985 0.15937805 8.733734
2015-06-29-18 56 27.721	1.164032 0.22364807 8.939636
2015-06-29-18 56 27.725	0.798645 0.30934143 9.069366
2015-06-29-18 56 27.731	0.5963135 0.35813904 9.187195
2015-06-29-18 56 27.737	0.31661987 0.35456848 9.22052
2015-06-29-18 56 27.744	0.04168701 0.38432312 9.124115
2015-06-29-18 56 27.746	-0.105895996 0.34147644 9.078888
2015-06-29-18 56 27.751	-0.26538086 0.34623718 8.752777
2015-06-29-18 56 27.762	-0.4427185 0.33076477 8.468323
2015-06-29-18 56 27.764	-0.45819092 0.3283844 8.160065
2015-06-29-18 56 27.766	-0.52127075 0.30815125 7.80896
2015-06-29-18 56 27.771	-0.5153198 0.4033661 7.42334
2015-06-29-18 56 27.776	-0.5438843 0.44621277 7.019867
2015-06-29-18 56 27.781	-0.49746704 0.52238464 6.712799
2015-06-29-18 56 27.786	-0.60220337 0.5771332 6.4128723
2015-06-29-18 56 27.791	-0.5664978 0.5937958 6.0998535
2015-06-29-18 56 27.796	-0.52127075 0.6485443 5.6701965
2015-06-29-18 56 27.801	-0.49865723 0.7580414 5.467865
2015-06-29-18 56 27.806	-0.3855896 0.8330231 5.2726746
2015-06-29-18 56 27.814	-0.32369995 0.87467957 5.166748
2015-06-29-18 56 27.817	-0.22729492 1.031784 5.0405884
2015-06-29-18 56 27.821	-0.10470581 1.0984344 4.991791
2015-06-29-18 56 27.826	-0.024963379 1.2222137 5.0346375
2015-06-29-18 56 27.831	0.113098145 1.2519684 5.1584167
2015-06-29-18 56 27.837	0.18450928 1.4328766 5.2203064
2015-06-29-18 56 27.842	0.23687744 1.5030975 5.340515
2015-06-29-18 56 27.846	0.26782227 1.6423492 5.397644
2015-06-29-18 56 27.851	0.29519653 1.6233063 5.582123
2015-06-29-18 56 27.857	0.25473022 1.6947174 5.6582947
2015-06-29-18 56 27.861	0.19522095 1.7042389 5.749939
2015-06-29-18 56 27.866	0.03692627 1.6780548 5.782074
2015-06-29-18 56 27.872	-0.008300781 1.6578217 5.8034973
2015-06-29-18 56 27.877	-0.0725708 1.634018 5.864197
2015-06-29-18 56 27.881	-0.19039917 1.6875763 6.026062
2015-06-29-18 56 27.887	-0.31655884 1.7018585 6.059387
2015-06-29-18 56 27.892	-0.40701294 1.7054291 6.127228
2015-06-29-18 56 27.897	-0.42843628 1.6447296 6.1950684
2015-06-29-18 56 27.902	-0.47961426 1.6161652 6.242676
2015-06-29-18 56 27.907	-0.5093689 1.5269012 6.309326
2015-06-29-18 56 27.912	-0.34988403 1.4864349 6.4021606
2015-06-29-18 56 27.917	-0.24038696 1.4888153 6.5985413
2015-06-29-18 56 27.922	-0.095184326 1.4662018 6.7532654
2015-06-29-18 56 27.927	0.04168701 1.4233551 7.0686646
2015-06-29-18 56 27.932	0.22497559 1.4055023 7.4031067
2015-06-29-18 56 27.937	0.2975769 1.3543243 7.924408
2015-06-29-18 56 27.942	0.22616577 1.3352814 8.376678
2015-06-29-18 56 27.947	0.07382202 1.3031464 8.882507
2015-06-29-18 56 27.952	-0.042816162 1.2245941 9.526398
2015-06-29-18 56 27.957	-0.3022766 1.1174774 10.222656
2015-06-29-18 56 27.962	-0.6176758 0.82588196 10.803467
2015-06-29-18 56 27.967	-0.96640015 0.6021271 11.290253
2015-06-29-18 56 27.972	-1.2508545 0.26530457 11.666351
2015-06-29-18 56 27.978	-1.4365234 0.054641724 11.909149
2015-06-29-18 56 27.982	-1.491272 -0.1905365 11.971039
2015-06-29-18 56 27.988	-1.5495911 -0.29408264 11.91629
2015-06-29-18 56 27.995	-1.5269775 -0.55711365 11.919861
2015-06-29-18 56 28.001	-1.5269775 -0.55711365 11.919861
2015-06-29-18 56 28.004	-1.402008 -0.7106476 11.769897
2015-06-29-18 56 28.008	-1.1972961 -0.75468445 11.677063
2015-06-29-18 56 28.013	-1.0473328 -0.77967834 11.539001
2015-06-29-18 56 28.018	-0.9711609 -0.8391876 11.555664
2015-06-29-18 56 28.023	-0.90689087 -0.9046478 11.623505
2015-06-29-18 56 28.028	-0.72717285 -0.93440247 11.693726
2015-06-29-18 56 28.033	-0.16064453 -1.1545868 12.255493
2015-06-29-18 56 28.039	-0.055908203 -0.9082184 12.378082
2015-06-29-18 56 28.043	-0.054718018 -0.80467224 12.216217
2015-06-29-18 56 28.048	-0.07733154 -0.707077 12.23645
2015-06-29-18 56 28.053	-0.19277954 -0.62257385 12.663727
2015-06-29-18 56 28.058	-0.50579834 -0.7023163 13.000549
2015-06-29-18 56 28.063	-0.77716064 -0.7689667 13.276672
2015-06-29-18 56 28.068	-1.1818237 -0.90940857 13.226685
2015-06-29-18 56 28.073	-1.5626831 -0.9820099 13.19931
2015-06-29-18 56 28.078	-1.914978 -1.1057892 13.000549
2015-06-29-18 56 28.083	-2.0970764 -1.0879364 12.925568
2015-06-29-18 56 28.088	-2.1482544 -0.9820099 12.74704
2015-06-29-18 56 28.093	-1.9923401 -0.693985 12.589935
2015-06-29-18 56 28.098	-1.9923401 -0.693985 12.589935
2015-06-29-18 56 28.103	-1.8126221 -0.6523285 12.575653
2015-06-29-18 56 28.108	-1.6638489 -0.6761322 12.5589905
2015-06-29-18 56 28.113	-1.4948425 -0.9474945 12.524475
2015-06-29-18 56 28.119	-1.4948425 -0.9474945 12.524475
2015-06-29-18 56 28.123	-1.125885 -1.0558014 12.713715
2015-06-29-18 56 28.128	-0.33441162 -1.0867462 13.165985
2015-06-29-18 56 28.134	0.011932373 -1.0665131 13.169556
2015-06-29-18 56 28.139	0.17022705 -1.0319977 13.402832
2015-06-29-18 56 28.145	0.27734375 -1.1010284 13.480194
2015-06-29-18 56 28.148	0.34994507 -1.2176666 13.498047
2015-06-29-18 56 28.154	0.2987671 -1.4461823 13.364746
2015-06-29-18 56 28.159	0.2321167 -1.6044769 13.275482
2015-06-29-18 56 28.163	0.17974854 -1.7484894 13.13266
2015-06-29-18 56 28.168	0.04525757 -1.9163055 12.848206
2015-06-29-18 56 28.174	-0.008300781 -1.9436798 12.567322
2015-06-29-18 56 28.179	-0.026153564 -1.8948822 12.118622
2015-06-29-18 56 28.184	-0.14279175 -1.8282318 11.748474
2015-06-29-18 56 28.189	-0.28204346 -1.6651764 11.287872
2015-06-29-18 56 28.194	-0.28799438 -1.4771271 10.897491
2015-06-29-18 56 28.200	-0.47842407 -1.2093353 10.529724
2015-06-29-18 56 28.204	-0.6581421 -1.0355682 10.036987
2015-06-29-18 56 28.209	-0.9128418 -0.8403778 9.393097
2015-06-29-18 56 28.214	-1.0949402 -0.527359 9.251465
2015-06-29-18 56 28.219	-1.3127441 -0.24647522 9.122925
2015-06-29-18 56 28.224	-1.4258118 0.037979126 8.743256
2015-06-29-18 56 28.229	-1.4877014 0.3438568 8.467133
2015-06-29-18 56 28.234	-1.6567078 0.57237244 8.095795
2015-06-29-18 56 28.240	-1.7947693 0.7175751 7.822052
2015-06-29-18 56 28.244	-1.8638 0.8365936 7.449524
2015-06-29-18 56 28.249	-1.9137878 0.97584534 7.2102966
2015-06-29-18 56 28.254	-1.8899841 1.0008392 6.950836
2015-06-29-18 56 28.260	-1.7519226 1.0329742 6.712799
2015-06-29-18 56 28.264	-1.5019836 1.037735 6.4212036
2015-06-29-18 56 28.269	-1.3984375 1.0079803 6.4212036
2015-06-29-18 56 28.274	-1.0639954 0.94132996 6.4081116
2015-06-29-18 56 28.280	-0.7247925 0.96632385 6.373596
2015-06-29-18 56 28.284	-0.49508667 1.0198822 6.3355103
2015-06-29-18 56 28.289	-0.37130737 1.0436859 6.160553
2015-06-29-18 56 28.297	-0.29751587 1.0389252 6.0617676
2015-06-29-18 56 28.301	-0.23800659 1.0139313 5.8058777
2015-06-29-18 56 28.304	-0.07019043 1.0270233 5.8046875
2015-06-29-18 56 28.309	0.044067383 1.0282135 5.608307
2015-06-29-18 56 28.315	0.10119629 1.0353546 5.4595337
2015-06-29-18 56 28.320	0.1583252 1.0758209 5.404785
2015-06-29-18 56 28.325	0.1904602 1.1769867 5.4833374
2015-06-29-18 56 28.330	0.21426392 1.2150726 5.391693
2015-06-29-18 56 28.335	0.23449707 1.3233795 5.358368
2015-06-29-18 56 28.341	0.26663208 1.3174286 5.3607483
2015-06-29-18 56 28.345	0.3547058 1.4519196 5.469055
2015-06-29-18 56 28.350	0.2571106 1.5102386 5.5285645
2015-06-29-18 56 28.355	0.32495117 1.5995026 5.6820984
2015-06-29-18 56 28.360	0.3142395 1.6637726 5.705902
2015-06-29-18 56 28.365	0.33328247 1.7256622 5.7856445
2015-06-29-18 56 28.370	0.40826416 1.8149261 6.0022583
2015-06-29-18 56 28.375	0.48324585 1.8411102 6.160553
2015-06-29-18 56 28.380	0.5118103 1.8732452 6.411682
2015-06-29-18 56 28.385	0.5772705 1.8577728 6.6116333
2015-06-29-18 56 28.390	0.62249756 1.8768158 6.9139404
2015-06-29-18 56 28.395	0.78079224 1.9696503 7.278137
2015-06-29-18 56 28.401	0.9378967 1.9339447 7.6828003
2015-06-29-18 56 28.405	1.112854 1.9672699 8.162445
2015-06-29-18 56 28.410	1.1985474 2.0017853 8.746826
2015-06-29-18 56 28.415	1.2342529 1.9375153 9.265747
2015-06-29-18 56 28.421	1.324707 1.8815765 9.847748
2015-06-29-18 56 28.425	1.2616272 1.7482758 10.325012
2015-06-29-18 56 28.430	1.1711731 1.7066193 11.0260315
2015-06-29-18 56 28.436	1.0878601 1.4495392 11.637787
2015-06-29-18 56 28.441	1.0176392 1.3305206 12.160278
2015-06-29-18 56 28.447	0.9259949 1.1829376 12.641113
2015-06-29-18 56 28.451	0.9093323 1.1222382 13.140991
2015-06-29-18 56 28.456	0.94384766 1.0234528 13.64444
2015-06-29-18 56 28.461	1.0212097 1.0305939 13.877716
2015-06-29-18 56 28.466	1.0521545 1.0579681 14.15741
2015-06-29-18 56 28.471	1.0640564 1.0841522 14.321655
2015-06-29-18 56 28.476	1.1152344 1.102005 14.341888
2015-06-29-18 56 28.481	1.1461792 1.0520172 14.382355
2015-06-29-18 56 28.486	1.1485596 1.0746307 14.22644
2015-06-29-18 56 28.491	1.1390381 1.031784 14.005066
2015-06-29-18 56 28.497	1.1188049 1.0067902 13.77655
2015-06-29-18 56 28.501	1.2199707 0.91871643 13.51709
2015-06-29-18 56 28.506	1.2723389 0.8794403 13.2005005
2015-06-29-18 56 28.511	1.3616028 0.85920715 13.026733
2015-06-29-18 56 28.516	1.5151367 0.99131775 13.036255
2015-06-29-18 56 28.521	1.5758362 1.0198822 13.016022
2015-06-29-18 56 28.526	1.638916 1.082962 12.995789
2015-06-29-18 56 28.531	1.6781921 1.0305939 13.151703
2015-06-29-18 56 28.536	1.5960693 0.9936981 13.254059
2015-06-29-18 56 28.542	1.5246582 0.9401398 13.357605
2015-06-29-18 56 28.546	1.3913574 0.85087585 13.462341
2015-06-29-18 56 28.551	1.292572 0.8318329 13.6753845
2015-06-29-18 56 28.556	1.0343018 0.6735382 13.768219
2015-06-29-18 56 28.562	0.7569885 0.5200043 13.96936
2015-06-29-18 56 28.566	0.49157715 0.3783722 14.126465
2015-06-29-18 56 28.571	0.2487793 0.23554993 14.325226
2015-06-29-18 56 28.577	0.20593262 0.18675232 14.488281
2015-06-29-18 56 28.582	0.13928223 0.114151 14.629913
2015-06-29-18 56 28.586	0.28448486 0.16889954 14.777496
2015-06-29-18 56 28.592	0.60702515 0.22840881 14.852478
2015-06-29-18 56 28.599	1.0628662 0.1474762 14.681091
2015-06-29-18 56 28.603	1.0628662 0.1474762 14.681091
2015-06-29-18 56 28.607	1.2009277 0.041549683 14.462097
2015-06-29-18 56 28.612	1.4032593 -0.103652954 14.164551
2015-06-29-18 56 28.617	1.3818359 -0.3226471 13.725372
2015-06-29-18 56 28.622	1.3330383 -0.49165344 13.246918
2015-06-29-18 56 28.627	1.4032593 -0.6190033 12.755371
2015-06-29-18 56 28.632	1.3830261 -0.7939606 12.1293335
2015-06-29-18 56 28.637	1.4020691 -0.91893005 11.475922
2015-06-29-18 56 28.643	1.3354187 -1.002243 10.904633
2015-06-29-18 56 28.647	1.4342041 -1.0379486 10.270264
