2015-06-29-21 48 22.765	0.20117188 3.9715424 7.4352417
2015-06-29-21 48 22.773	0.23449707 3.923935 7.68042
2015-06-29-21 48 22.780	0.21307373 3.7906342 8.091034
2015-06-29-21 48 22.786	0.21307373 3.7906342 8.091034
2015-06-29-21 48 22.789	0.12976074 3.6966095 8.407623
2015-06-29-21 48 22.792	-0.02734375 3.533554 8.695648
2015-06-29-21 48 22.798	-0.122558594 3.4276276 8.938446
2015-06-29-21 48 22.803	-0.26538086 3.410965 9.147919
2015-06-29-21 48 22.807	-0.27490234 3.3074188 9.408569
2015-06-29-21 48 22.813	-0.34631348 3.3704987 9.444275
2015-06-29-21 48 22.817	-0.3189392 3.3550262 9.556152
2015-06-29-21 48 22.823	-0.2701416 3.295517 9.779907
2015-06-29-21 48 22.827	-0.17492676 3.2395782 9.903687
2015-06-29-21 48 22.833	-0.032104492 3.0277252 9.947723
2015-06-29-21 48 22.837	0.18807983 2.686142 9.906067
2015-06-29-21 48 22.844	0.39517212 2.3171844 9.79538
2015-06-29-21 48 22.847	0.56536865 2.050583 9.823944
2015-06-29-21 48 22.852	0.70700073 1.993454 10.004852
2015-06-29-21 48 22.858	0.554657 2.0601044 10.220276
2015-06-29-21 48 22.863	0.39517212 2.2207794 10.590424
2015-06-29-21 48 22.867	0.18331909 2.365982 11.091492
2015-06-29-21 48 22.873	0.07144165 2.4314423 11.442596
2015-06-29-21 48 22.878	-0.05114746 2.3993073 11.566376
2015-06-29-21 48 22.884	-0.049957275 2.3219452 11.697296
2015-06-29-21 48 22.888	-0.05709839 2.1398468 11.550903
2015-06-29-21 48 22.893	-0.047576904 1.8791962 11.430695
2015-06-29-21 48 22.898	-0.054718018 1.6363983 11.314056
2015-06-29-21 48 22.903	0.048828125 1.4150238 11.20813
2015-06-29-21 48 22.909	0.05596924 1.2079315 11.077209
2015-06-29-21 48 22.913	0.09524536 1.0805817 10.88678
2015-06-29-21 48 22.918	0.13095093 1.0115509 10.979614
2015-06-29-21 48 22.924	0.38684082 0.8984833 10.715393
2015-06-29-21 48 22.929	0.47610474 0.8318329 10.472595
2015-06-29-21 48 22.933	0.6772461 0.84135437 10.11911
2015-06-29-21 48 22.938	0.81173706 0.81755066 10.025085
2015-06-29-21 48 22.943	0.82958984 0.9532318 10.0381775
2015-06-29-21 48 22.948	0.88790894 1.0222626 10.05365
2015-06-29-21 48 22.953	0.89385986 1.037735 10.228607
2015-06-29-21 48 22.958	0.99502563 1.06987 10.44165
2015-06-29-21 48 22.963	0.88671875 1.1591339 10.748718
2015-06-29-21 48 22.968	0.89505005 1.1317596 11.278351
2015-06-29-21 48 22.973	0.72961426 1.1103363 11.637787
2015-06-29-21 48 22.979	0.54037476 1.0389252 12.034119
2015-06-29-21 48 22.984	0.36065674 0.88301086 12.36499
2015-06-29-21 48 22.988	0.24163818 0.75328064 12.720856
2015-06-29-21 48 22.995	0.18331909 0.6497345 12.757751
2015-06-29-21 48 22.998	0.18331909 0.46644592 12.732758
2015-06-29-21 48 23.004	0.12976074 0.29862976 12.441162
2015-06-29-21 48 23.009	0.21902466 0.11653137 12.073395
2015-06-29-21 48 23.013	0.3380432 -0.01914978 11.650879
2015-06-29-21 48 23.018	0.34399414 -0.028671265 11.130768
2015-06-29-21 48 23.024	0.36660767 -0.056045532 10.509491
2015-06-29-21 48 23.029	0.2237854 -0.08818054 9.783478
2015-06-29-21 48 23.033	-0.030914307 -0.1000824 9.074127
2015-06-29-21 48 23.039	-0.38320923 -0.11555481 8.26004
2015-06-29-21 48 23.045	-0.87594604 -0.114364624 7.5483093
2015-06-29-21 48 23.049	-1.2187195 -0.12388611 6.8746643
2015-06-29-21 48 23.054	-1.5138855 -0.09770203 6.5675964
2015-06-29-21 48 23.059	-1.5829163 0.5342865 6.6318665
2015-06-29-21 48 23.064	-1.5829163 0.5342865 6.6318665
2015-06-29-21 48 23.069	-1.6186218 0.59736633 6.821106
2015-06-29-21 48 23.074	-1.7197876 0.57118225 7.082947
2015-06-29-21 48 23.081	-1.7102661 0.37956238 7.4840393
2015-06-29-21 48 23.085	-1.6150513 0.33314514 7.775635
2015-06-29-21 48 23.089	-1.5031738 0.261734 8.0624695
2015-06-29-21 48 23.094	-1.3305969 0.44026184 8.446899
2015-06-29-21 48 23.099	-1.2460938 0.61164856 8.853943
2015-06-29-21 48 23.105	-1.2651367 0.7009125 9.256226
2015-06-29-21 48 23.109	-1.0973206 0.8056488 9.265747
2015-06-29-21 48 23.114	-1.0699463 0.9270477 9.391907
2015-06-29-21 48 23.119	-0.9128418 1.0996246 9.468079
2015-06-29-21 48 23.125	-0.8961792 1.2138824 9.341919
2015-06-29-21 48 23.129	-0.9199829 1.217453 9.203857
2015-06-29-21 48 23.134	-0.894989 1.1519928 8.907501
2015-06-29-21 48 23.140	-0.9045105 1.2126923 8.734924
2015-06-29-21 48 23.145	-0.9771118 1.3031464 8.468323
2015-06-29-21 48 23.149	-0.90689087 1.3769379 8.299316
2015-06-29-21 48 23.154	-0.8795166 1.4364471 7.9970093
2015-06-29-21 48 23.160	-0.89260864 1.4316864 7.885132
2015-06-29-21 48 23.165	-0.9057007 1.4090729 7.886322
2015-06-29-21 48 23.170	-0.83309937 1.4983368 7.8577576
2015-06-29-21 48 23.175	-0.5248413 1.6899567 7.9351196
2015-06-29-21 48 23.180	-0.96520996 1.4043121 7.963684
2015-06-29-21 48 23.185	-1.3663025 1.2543488 7.9910583
2015-06-29-21 48 23.190	-1.6507568 1.0972443 8.363586
2015-06-29-21 48 23.195	-1.79953 1.1186676 8.827759
2015-06-29-21 48 23.200	-1.7828674 1.1293793 9.294312
2015-06-29-21 48 23.205	-1.722168 1.1555634 9.802521
2015-06-29-21 48 23.210	-1.6364746 1.1103363 10.2178955
2015-06-29-21 48 23.215	-1.4353333 0.99131775 10.519012
2015-06-29-21 48 23.220	-1.2365723 0.9127655 10.723724
2015-06-29-21 48 23.226	-1.2556152 0.8246918 10.884399
2015-06-29-21 48 23.231	-1.2853699 0.8461151 10.936768
2015-06-29-21 48 23.235	-1.2532349 0.7913666 10.832031
2015-06-29-21 48 23.240	-1.3258362 0.8449249 10.658264
2015-06-29-21 48 23.246	-1.2449036 0.8556366 10.617798
2015-06-29-21 48 23.250	-1.1734924 0.9234772 10.477356
2015-06-29-21 48 23.255	-1.0985107 1.0651093 10.304779
