2015-06-29-21 52 01.977	0.65701294 2.9527435 10.045319
2015-06-29-21 52 01.985	0.26187134 2.7932587 9.613281
2015-06-29-21 52 01.988	0.11785889 2.54451 9.60376
2015-06-29-21 52 01.994	0.125 2.3933563 9.707306
2015-06-29-21 52 01.999	0.072631836 2.2219696 10.007233
2015-06-29-21 52 02.005	0.06311035 2.044632 10.408325
2015-06-29-21 52 02.008	0.040496826 1.9577484 10.901062
2015-06-29-21 52 02.013	-0.13684082 1.7744598 11.365234
2015-06-29-21 52 02.021	-0.31655884 1.6447296 11.811554
2015-06-29-21 52 02.024	-0.4998474 1.4102631 12.080536
2015-06-29-21 52 02.028	-0.6581421 1.3364716 12.385223
2015-06-29-21 52 02.034	-0.881897 1.2745819 12.4435425
2015-06-29-21 52 02.039	-0.9521179 1.249588 12.518524
2015-06-29-21 52 02.044	-0.88308716 1.249588 12.348328
2015-06-29-21 52 02.048	-0.7402649 1.1710358 11.844879
2015-06-29-21 52 02.055	-0.36535645 1.1317596 11.568756
2015-06-29-21 52 02.066	0.035736084 0.97584534 11.01413
2015-06-29-21 52 02.071	0.35232544 0.9127655 10.428558
2015-06-29-21 52 02.072	0.7486572 0.871109 9.92749
2015-06-29-21 52 02.074	1.1235657 0.81159973 9.2836
2015-06-29-21 52 02.079	1.5020447 0.74256897 8.656372
2015-06-29-21 52 02.085	1.8460083 0.65449524 8.036285
2015-06-29-21 52 02.089	2.1994934 0.65330505 7.6958923
2015-06-29-21 52 02.094	2.524414 0.56166077 7.417389
2015-06-29-21 52 02.099	2.729126 0.5688019 7.3007507
2015-06-29-21 52 02.104	3.049286 0.6164093 7.456665
2015-06-29-21 52 02.108	3.338501 0.80207825 7.656616
2015-06-29-21 52 02.113	3.486084 1.0436859 8.138641
2015-06-29-21 52 02.119	3.512268 1.3090973 9.014618
2015-06-29-21 52 02.124	3.0921326 1.4959564 9.823944
2015-06-29-21 52 02.129	2.6279602 1.3507538 10.749908
2015-06-29-21 52 02.136	2.3078003 1.2234039 11.414032
2015-06-29-21 52 02.141	2.229248 1.0139313 11.644928
2015-06-29-21 52 02.145	2.1887817 0.787796 11.798462
2015-06-29-21 52 02.149	2.1506958 0.51286316 11.638977
2015-06-29-21 52 02.154	2.0126343 0.31410217 11.405701
2015-06-29-21 52 02.159	1.9566956 0.14390564 10.983185
2015-06-29-21 52 02.164	2.0673828 0.10343933 10.465454
2015-06-29-21 52 02.169	2.1411743 0.13200378 10.010803
2015-06-29-21 52 02.174	2.1471252 0.23197937 9.547821
2015-06-29-21 52 02.179	2.170929 0.31767273 8.992004
2015-06-29-21 52 02.185	1.9257507 0.51405334 8.51474
2015-06-29-21 52 02.189	1.5758362 0.79255676 8.32312
2015-06-29-21 52 02.194	1.1295166 1.0722504 8.249329
2015-06-29-21 52 02.199	0.7653198 1.4019318 8.371918
2015-06-29-21 52 02.205	0.45230103 1.6530609 8.775391
2015-06-29-21 52 02.209	0.10357666 1.8387299 9.294312
2015-06-29-21 52 02.214	0.0024108887 1.9482269 9.99295
2015-06-29-21 52 02.219	-0.114227295 1.9970245 10.655884
2015-06-29-21 52 02.225	-0.12374878 2.051773 11.204559
2015-06-29-21 52 02.229	-0.15231323 2.0410614 11.599701
2015-06-29-21 52 02.236	-0.1630249 1.9946442 11.905579
2015-06-29-21 52 02.240	-0.24990845 2.0589142 12.066254
2015-06-29-21 52 02.245	-0.36535645 2.0291595 11.982941
2015-06-29-21 52 02.249	-0.47128296 2.1053314 11.804413
2015-06-29-21 52 02.255	-0.6986084 2.198166 11.558044
2015-06-29-21 52 02.260	-0.8711853 2.3124237 11.023651
2015-06-29-21 52 02.265	-0.94973755 2.4076385 10.569
2015-06-29-21 52 02.270	-0.99972534 2.443344 10.177429
2015-06-29-21 52 02.275	-0.9711609 2.5088043 9.535919
2015-06-29-21 52 02.280	-0.98187256 2.4969025 9.000336
2015-06-29-21 52 02.286	-0.8985596 2.48143 8.495697
2015-06-29-21 52 02.291	-0.8902283 2.430252 7.764923
2015-06-29-21 52 02.295	-0.95687866 2.3576508 7.263855
2015-06-29-21 52 02.300	-1.0116272 2.3743134 6.8948975
2015-06-29-21 52 02.306	-1.010437 2.3683624 6.5247498
2015-06-29-21 52 02.310	-0.74502563 2.5921173 6.4461975
2015-06-29-21 52 02.315	-0.03805542 2.4504852 6.018921
2015-06-29-21 52 02.320	-0.07376099 2.5849762 6.0367737
2015-06-29-21 52 02.326	-0.46295166 3.0408173 6.040344
2015-06-29-21 52 02.330	-0.7712097 3.3752594 6.172455
2015-06-29-21 52 02.336	-0.978302 3.6656647 6.121277
2015-06-29-21 52 02.341	-1.0675659 3.8382416 6.217682
2015-06-29-21 52 02.346	-1.0175781 3.859665 6.2593384
2015-06-29-21 52 02.350	-0.8854675 3.912033 6.424774
2015-06-29-21 52 02.355	-0.7497864 3.8918 6.5925903
2015-06-29-21 52 02.361	-0.6498108 3.8382416 6.7401733
2015-06-29-21 52 02.366	-0.57244873 3.82753 7.206726
2015-06-29-21 52 02.371	-0.6176758 3.8191986 7.526886
2015-06-29-21 52 02.376	-0.6736145 3.815628 7.854187
2015-06-29-21 52 02.381	-0.8033447 3.76326 8.074371
2015-06-29-21 52 02.386	-0.8378601 3.6668549 8.470703
2015-06-29-21 52 02.391	-0.95092773 3.6573334 8.871796
2015-06-29-21 52 02.396	-1.061615 3.6454315 9.224091
2015-06-29-21 52 02.401	-1.1365967 3.681137 9.693024
2015-06-29-21 52 02.406	-1.241333 3.7204132 10.252411
2015-06-29-21 52 02.411	-1.3091736 3.6466217 10.830841
2015-06-29-21 52 02.416	-1.427002 3.6525726 11.097443
2015-06-29-21 52 02.421	-1.6400452 3.6394806 11.753235
2015-06-29-21 52 02.426	-1.8483276 3.6561432 12.372131
2015-06-29-21 52 02.431	-1.8614197 3.70018 12.656586
2015-06-29-21 52 02.436	-1.8066711 3.7977753 12.718475
2015-06-29-21 52 02.443	-1.6817017 3.8453827 12.729187
2015-06-29-21 52 02.448	-1.6817017 3.8453827 12.729187
2015-06-29-21 52 02.451	-1.6614685 3.8703766 12.767273
2015-06-29-21 52 02.456	-1.5198364 3.976303 12.654205
2015-06-29-21 52 02.461	-1.4246216 3.9798737 12.624451
2015-06-29-21 52 02.467	-1.3175049 3.9810638 12.436401
2015-06-29-21 52 02.471	-1.2520447 3.9001312 12.281677
2015-06-29-21 52 02.486	-1.1080322 3.7989655 12.075775
2015-06-29-21 52 02.487	-0.9961548 3.7370758 11.950806
2015-06-29-21 52 02.488	-0.8140564 3.5609283 11.78775
2015-06-29-21 52 02.491	-0.6224365 3.4645233 11.628265
2015-06-29-21 52 02.496	-0.5569763 3.3621674 11.609222
2015-06-29-21 52 02.502	-0.44509888 3.2740936 11.469971
2015-06-29-21 52 02.507	-0.32489014 3.244339 11.317627
2015-06-29-21 52 02.512	-0.2772827 3.2526703 11.166473
2015-06-29-21 52 02.517	-0.16183472 3.1955414 10.860596
2015-06-29-21 52 02.522	-0.16064453 3.1967316 10.584473
2015-06-29-21 52 02.527	-0.16540527 3.1979218 10.30835
2015-06-29-21 52 02.532	-0.17730713 3.134842 10.216705
2015-06-29-21 52 02.537	-0.15588379 3.0598602 10.192902
2015-06-29-21 52 02.543	-0.23205566 2.884903 10.083405
