16	46	1	-0.36269578 0.5902226 9.119935 0.0 0.0 0.0

16	46	1	-0.34293687 0.644859 9.022787 95.99854 -5.070892 -3.9256973

16	46	1	-0.53783154 0.9181906 8.824899 95.73269 -4.9441133 -0.996326

16	46	2	-0.2802173 0.9761202 8.734037 95.820404 -5.0047526 -2.607644

16	46	2	-0.2640509 0.9786649 9.129664 95.68521 -6.906821 -1.9391772

16	46	2	-0.27827132 1.008902 9.509275 95.70548 -6.7654314 -2.6308284

16	46	2	-0.20148101 0.94363767 9.365424 95.45203 -6.427265 -0.9828705

16	46	2	-0.61087966 1.3406122 9.6598625 95.41555 -6.159662 -1.4498334

16	46	2	-0.45490402 0.7538324 10.106683 95.522835 -7.5124707 -3.2735558

16	46	2	-0.73871386 0.3793112 10.334808 95.21901 -4.8219533 -2.660235

16	46	2	-0.75173676 0.33410522 10.854827 95.16229 -4.9453044 -3.03645

16	46	2	-0.517923 0.37077895 10.702444 95.154526 -5.1213 -3.4413471

16	46	2	-0.6791377 0.42182282 10.493479 95.179886 -5.3383336 -3.7911248

16	46	2	-0.6887178 0.404908 10.688074 95.21943 -5.5266805 -4.0526257

16	46	2	-0.90411985 0.28156447 10.666968 95.27543 -5.635339 -4.237624

16	46	2	-0.61537033 0.70802766 10.610086 95.34413 -5.659117 -4.314712

16	46	2	-0.18920654 0.79424834 10.751392 95.41608 -5.6448574 -4.326952

16	46	2	-0.16735199 1.1144326 11.297756 95.49317 -5.6330404 -4.3215866

16	46	2	-0.37916154 1.0494676 11.112292 95.56557 -5.686568 -4.375901

16	46	2	-0.5911208 0.9369017 10.43061 95.62323 -5.8202686 -4.4606996

16	46	2	-0.80083466 0.21151017 10.063723 95.65203 -5.970383 -4.5542855

16	46	2	-0.9846524 -0.39188507 10.629546 95.64339 -6.057256 -4.6719084

16	46	2	-1.2081376 -0.57660097 11.010354 95.6265 -6.026669 -4.8013887

16	46	2	-0.76475966 -0.8861572 10.587184 95.62845 -5.993784 -4.93919

16	46	2	-0.5292993 -0.84454376 9.961335 95.67932 -6.0436006 -5.037185

16	46	2	-0.09699829 -0.32452515 9.126222 95.798004 -6.1997733 -5.0720153

16	46	2	-0.1287323 -0.13906083 8.807983 95.97867 -6.4251885 -5.091032

16	46	2	0.18815872 -0.45535308 8.847202 96.135475 -6.6802964 -5.1868052

16	46	2	0.06301895 -0.44622207 8.681197 96.31169 -6.8370852 -5.3686123

16	46	2	-0.35356477 -0.07604187 9.709858 96.534836 -6.8138003 -5.491887

16	46	2	-0.41149428 0.27647507 9.191936 96.80654 -6.593234 -5.4252615

16	46	2	-0.73437285 0.7120693 8.72296 97.085754 -6.294268 -5.119489

16	46	2	-1.5019766 1.2180171 8.043374 97.40766 -6.0256324 -4.7278576

16	46	2	-1.8339862 1.5423926 7.979756 97.75739 -5.8012514 -4.4534674

16	46	2	-2.82762 1.0737172 8.869206 98.07163 -5.592541 -4.329601

16	46	2	-2.9853919 0.57031405 9.320967 98.25814 -5.3407097 -4.246224

16	46	2	-2.2594016 0.30207184 9.554631 95.110535 -4.9889417 -4.06138

16	46	2	-1.7399817 0.45729905 8.61728 91.91358 -4.5022345 -3.6777384

16	46	2	-0.7722441 0.59351575 7.4536 88.695915 -3.8583286 -3.0787847

16	46	2	1.4440471 0.18486556 7.885901 88.85354 -3.0364785 -2.3732226

16	46	2	2.0131636 -0.25761428 8.335865 88.94745 -2.0160494 -1.5844351

16	46	2	0.99213684 -0.9057664 8.231981 89.20184 -0.9268856 -0.7722021

16	46	2	0.58812696 -1.8624271 8.145461 89.09521 -0.050607655 -0.3789629

16	46	2	0.27707383 -1.6227754 7.894134 89.12926 0.51119167 -0.53380835

16	46	2	0.008981323 -1.1085947 7.637418 89.2223 0.833817 -1.0048559

16	46	2	-0.19474502 -0.3302133 8.066425 90.02473 1.0571395 -1.5888989

16	46	2	-0.49442184 0.70772827 9.206455 90.82959 1.2869961 -2.2752254

16	46	2	-1.069526 0.4869374 9.448352 91.63945 1.4708194 -3.078939

16	46	2	-1.9130218 0.7282356 9.32396 92.470474 1.4293047 -4.069753

16	46	2	-2.6658065 0.51148635 9.197773 93.229805 1.0899464 -5.233907

16	46	2	-3.0036538 -0.34997222 9.181158 93.849144 0.5842191 -6.5809374

16	46	2	-1.0023156 -1.3424084 10.797347 94.253105 0.2018641 -7.9973993

16	46	2	-1.1250604 -1.8482066 11.504027 94.53112 0.10863081 -9.241837

16	46	2	-1.4856606 -2.7701395 11.295811 94.87324 0.21061806 -10.061936

16	46	2	-1.5236815 -2.2818549 10.925181 95.36778 0.41535378 -10.484487

16	46	2	-1.6286132 -0.90471864 9.850117 95.63995 0.64089155 -10.575727

16	46	2	-1.2960049 0.23396347 9.725126 96.06355 0.7872658 -10.46219

16	46	2	-1.2440629 0.37257522 9.842033 96.52824 0.8369829 -10.292655

16	46	2	-0.8674461 -0.053289186 9.851613 96.97071 0.8074333 -10.104147

16	46	2	-0.8199948 -0.39757323 9.248069 97.352196 0.7421944 -9.885567

16	46	2	-0.48020142 -0.6005511 8.74272 98.06731 0.6270152 -9.621487

16	46	2	-0.61073 -0.3927832 8.863518 98.775314 0.4035879 -9.405788

16	46	2	-1.3693525 0.2920427 8.705597 99.49991 0.07642754 -9.3213415

16	46	2	-1.6280146 0.6655161 8.904832 100.17331 -0.28612605 -9.311853

16	46	2	-1.7453705 0.49561936 9.313931 100.48161 -0.5626871 -9.264755

16	46	2	-1.3786331 0.46628037 9.586514 100.72873 -0.66305774 -9.082238

16	46	2	-0.6200107 0.15313156 9.347462 100.961914 -0.6711205 -8.844647

16	46	2	-0.47316605 0.2547702 9.474098 101.22551 -0.7721343 -8.649723

16	46	2	-0.6382727 0.49591872 9.288634 101.80244 -1.0509224 -8.60402

16	46	2	-1.5081139 0.4340973 9.486373 102.32157 -1.4848905 -8.741823

16	46	2	-2.0302281 -0.12558883 9.781559 102.762634 -1.9115057 -8.941765

16	46	2	-0.6887178 -0.09131012 9.491912 102.879654 -2.1947978 -9.075975

16	46	2	-0.96863574 0.6584807 9.095835 102.968124 -2.3132682 -8.979542

16	46	2	-0.7816745 1.1511062 9.182954 103.15914 -2.3367176 -8.668668

16	46	2	-0.86759585 1.6919316 9.48802 103.42122 -2.4413166 -8.391946

16	46	2	-1.4135106 1.8955083 9.90625 103.921585 -2.7188547 -8.228722

16	46	2	-1.3741424 1.9520906 9.147328 104.31798 -3.1882489 -8.199826

16	46	2	-1.7721648 1.2795392 8.512348 104.58094 -3.65338 -8.170486

16	46	2	-1.545536 0.2508783 8.186326 104.49891 -3.935832 -8.074549

16	46	2	-1.6597486 -0.62016034 8.971145 104.36981 -3.9228854 -7.951496

16	46	2	-1.617686 -1.1096425 10.097552 104.3693 -3.6604836 -7.82768

16	46	2	-1.1835887 -1.7021104 10.143058 104.37989 -3.351951 -7.749066

16	46	2	-0.81310916 -1.5617024 10.173145 104.28687 -3.1855862 -7.741711

16	46	2	-1.3572277 -0.9144484 9.778865 104.430885 -3.2814822 -7.9512463

16	46	2	-1.7693207 -0.755479 10.2508335 104.62464 -3.6298575 -8.370481

16	46	2	-2.0830681 -0.38050872 10.302626 104.833954 -4.090653 -8.866594

16	46	2	-1.8178198 -0.45774812 10.257869 105.02271 -4.5004005 -9.266318

16	46	2	-1.9669098 -0.39907014 9.320518 105.055664 -4.7415586 -9.387561

16	46	2	-1.3180091 -0.30611342 8.219258 105.16216 -4.7853217 -9.213495

