2015-06-24-09 51 42.554	-2.1732483 4.1643524 9.34906
2015-06-24-09 51 42.561	-2.017334 4.0227203 9.084839
2015-06-24-09 51 42.568	-1.8161926 3.8251495 8.803955
2015-06-24-09 51 42.571	-1.5019836 3.6537628 8.563538
2015-06-24-09 51 42.576	-1.0687561 3.3205109 8.500458
2015-06-24-09 51 42.581	-0.63671875 2.903946 8.469513
2015-06-24-09 51 42.586	-0.07733154 2.659958 8.344543
2015-06-24-09 51 42.591	0.3630371 2.429062 8.230286
2015-06-24-09 51 42.596	0.68795776 2.2362518 8.019623
2015-06-24-09 51 42.603	0.6522522 2.1779327 7.924408
2015-06-24-09 51 42.606	0.5439453 2.000595 8.00415
2015-06-24-09 51 42.611	0.46063232 1.8887177 8.121979
2015-06-24-09 51 42.617	0.2821045 1.7887421 8.211243
2015-06-24-09 51 42.622	0.15237427 1.77565 8.498077
2015-06-24-09 51 42.627	0.04525757 1.794693 8.824188
2015-06-24-09 51 42.632	-0.16183472 1.8351593 9.294312
2015-06-24-09 51 42.636	-0.336792 1.8173065 9.712067
2015-06-24-09 51 42.642	-0.48199463 1.8161163 10.140533
2015-06-24-09 51 42.646	-0.7902527 1.7589874 10.63208
2015-06-24-09 51 42.652	-0.96640015 1.7220917 11.08078
2015-06-24-09 51 42.656	-1.0270996 1.6006927 11.374756
2015-06-24-09 51 42.661	-1.0949402 1.5388031 11.542572
2015-06-24-09 51 42.666	-1.074707 1.4233551 11.630646
2015-06-24-09 51 42.671	-1.0163879 1.4900055 11.341431
2015-06-24-09 51 42.677	-0.9890137 1.4840546 11.103394
2015-06-24-09 51 42.682	-0.93307495 1.4828644 10.673737
2015-06-24-09 51 42.687	-0.7914429 1.467392 10.319061
2015-06-24-09 51 42.694	-0.7378845 1.5792694 9.876312
2015-06-24-09 51 42.697	-0.73669434 1.6685333 9.357391
2015-06-24-09 51 42.701	-0.86047363 1.83992 8.818237
2015-06-24-09 51 42.706	-0.9283142 1.9351349 8.186249
2015-06-24-09 51 42.711	-1.0568542 2.0220184 7.5625916
2015-06-24-09 51 42.717	-1.0592346 2.09581 6.937744
2015-06-24-09 51 42.721	-1.048523 2.1648407 6.3700256
2015-06-24-09 51 42.727	-1.0568542 2.2041168 5.929657
2015-06-24-09 51 42.733	-0.997345 2.2612457 5.7344666
2015-06-24-09 51 42.737	-0.80096436 2.1374664 5.416687
2015-06-24-09 51 42.745	-0.079711914 1.7839813 5.513092
2015-06-24-09 51 42.748	-0.3272705 1.9541779 6.1260376
2015-06-24-09 51 42.752	-0.69503784 2.2064972 6.7401733
2015-06-24-09 51 42.757	-0.8319092 2.4266815 7.3757324
2015-06-24-09 51 42.762	-0.8807068 2.3564606 7.7851563
2015-06-24-09 51 42.767	-0.7236023 2.1505585 8.092224
2015-06-24-09 51 42.772	-0.336792 1.955368 8.477844
2015-06-24-09 51 42.777	-0.0892334 1.8196869 8.821808
2015-06-24-09 51 42.783	0.020263672 1.7399445 9.180054
2015-06-24-09 51 42.791	-0.0071105957 1.6506805 9.364532
2015-06-24-09 51 42.794	-0.16897583 1.6244965 9.791809
2015-06-24-09 51 42.798	-0.16897583 1.6244965 9.791809
2015-06-24-09 51 42.802	-0.2618103 1.628067 9.822754
2015-06-24-09 51 42.808	-0.29870605 1.6935272 9.820374
2015-06-24-09 51 42.812	-0.46652222 1.7101898 9.904877
2015-06-24-09 51 42.820	-0.50460815 1.7542267 9.783478
2015-06-24-09 51 42.822	-0.48794556 1.77565 9.663269
