2015-06-24-09 56 56.556	0.32019043 1.7696991 6.621155
2015-06-24-09 56 56.562	0.25830078 1.743515 6.6056824
2015-06-24-09 56 56.567	0.21664429 1.8065948 6.685425
2015-06-24-09 56 56.573	0.23449707 1.9089508 6.8758545
2015-06-24-09 56 56.576	0.094055176 1.9886932 7.1007996
2015-06-24-09 56 56.583	-0.06304932 2.0029755 7.2721863
2015-06-24-09 56 56.587	-0.27609253 2.121994 7.429291
2015-06-24-09 56 56.592	-0.49865723 2.148178 7.783966
2015-06-24-09 56 56.597	-0.5498352 2.1315155 8.088654
2015-06-24-09 56 56.602	-0.5974426 2.1255646 8.51712
2015-06-24-09 56 56.607	-0.6414795 2.1886444 8.864655
2015-06-24-09 56 56.612	-0.6414795 2.1612701 9.170532
2015-06-24-09 56 56.617	-0.5022278 2.192215 9.425232
2015-06-24-09 56 56.622	-0.5403137 2.2683868 9.566864
2015-06-24-09 56 56.627	-0.51293945 2.2588654 9.851318
2015-06-24-09 56 56.633	-0.45819092 2.3576508 10.091736
2015-06-24-09 56 56.637	-0.41177368 2.436203 10.129822
2015-06-24-09 56 56.642	-0.28799438 2.4826202 10.203613
2015-06-24-09 56 56.647	-0.21777344 2.564743 10.167908
2015-06-24-09 56 56.653	-0.17254639 2.6456757 9.983429
2015-06-24-09 56 56.657	-0.15231323 2.6790009 9.726349
2015-06-24-09 56 56.662	-0.14160156 2.789688 9.401428
2015-06-24-09 56 56.667	-0.03567505 2.9075165 9.113403
2015-06-24-09 56 56.673	0.102386475 3.0170135 8.730164
2015-06-24-09 56 56.678	0.2559204 3.1788788 8.432617
2015-06-24-09 56 56.682	0.40826416 3.1979218 8.148163
2015-06-24-09 56 56.688	0.5617981 3.2848053 7.9422607
2015-06-24-09 56 56.693	0.7403259 3.346695 7.912506
2015-06-24-09 56 56.699	0.81173706 3.3526459 7.8625183
2015-06-24-09 56 56.703	0.8164978 3.3585968 7.8970337
2015-06-24-09 56 56.707	0.7486572 3.359787 8.083893
2015-06-24-09 56 56.713	0.6355896 3.4478607 8.396912
2015-06-24-09 56 56.717	0.54037476 3.37883 8.719452
2015-06-24-09 56 56.723	0.28448486 3.3264618 9.177673
2015-06-24-09 56 56.728	-0.017822266 3.193161 9.566864
2015-06-24-09 56 56.733	-0.42367554 2.9765472 9.929871
2015-06-24-09 56 56.737	-0.69503784 2.9456024 10.265503
2015-06-24-09 56 56.742	-0.7557373 2.9027557 10.702301
2015-06-24-09 56 56.748	-0.70217896 2.8063507 11.310486
2015-06-24-09 56 56.753	-0.44866943 2.6956635 11.860352
2015-06-24-09 56 56.758	-0.20230103 2.5992584 12.412598
2015-06-24-09 56 56.762	0.067871094 2.526657 12.533997
2015-06-24-09 56 56.769	0.42730713 2.693283 12.7387085
2015-06-24-09 56 56.773	0.5856018 2.7063751 12.68158
2015-06-24-09 56 56.778	0.78912354 2.5492706 12.348328
2015-06-24-09 56 56.783	0.8652954 2.4754791 11.746094
2015-06-24-09 56 56.788	0.9343262 2.5611725 11.267639
2015-06-24-09 56 56.793	1.0378723 2.6194916 10.652313
2015-06-24-09 56 56.798	0.97003174 2.7230377 10.103638
2015-06-24-09 56 56.803	0.8414917 2.833725 9.616852
2015-06-24-09 56 56.808	0.5534668 3.0729523 9.127686
2015-06-24-09 56 56.814	0.2654419 3.1836395 8.893219
2015-06-24-09 56 56.818	0.067871094 3.3157501 8.692078
2015-06-24-09 56 56.823	0.08691406 3.4347687 8.501648
2015-06-24-09 56 56.830	0.4046936 3.4657135 8.101746
2015-06-24-09 56 56.834	0.4046936 3.4657135 8.101746
2015-06-24-09 56 56.838	0.67367554 3.3704987 7.981537
2015-06-24-09 56 56.843	0.87005615 3.321701 7.8113403
2015-06-24-09 56 56.848	1.0795288 3.1634064 7.923218
2015-06-24-09 56 56.854	1.3175659 3.083664 8.19458
2015-06-24-09 56 56.858	1.5068054 2.955124 8.430237
2015-06-24-09 56 56.863	1.5675049 2.769455 8.809906
2015-06-24-09 56 56.869	1.5151367 2.519516 9.064606
2015-06-24-09 56 56.874	1.3413696 2.3838348 9.546631
2015-06-24-09 56 56.878	1.2390137 2.2969513 9.99295
2015-06-24-09 56 56.883	0.8736267 2.135086 10.643982
2015-06-24-09 56 56.888	0.4546814 2.0267792 11.151001
2015-06-24-09 56 56.894	0.067871094 2.0374908 11.542572
2015-06-24-09 56 56.899	-0.44033813 1.9803619 11.9496155
2015-06-24-09 56 56.904	-0.8319092 1.8768158 12.230499
2015-06-24-09 56 56.909	-0.92474365 1.8232574 12.369751
2015-06-24-09 56 56.915	-0.89260864 1.8006439 12.275726
2015-06-24-09 56 56.919	-0.74264526 1.8303986 11.859161
2015-06-24-09 56 56.924	-0.37606812 1.8434906 11.773468
2015-06-24-09 56 56.932	-0.3022766 1.6780548 11.180756
2015-06-24-09 56 56.934	0.020263672 1.7089996 10.522583
2015-06-24-09 56 56.939	0.21783447 1.7220917 10.131012
2015-06-24-09 56 56.944	0.41897583 1.6994781 9.706116
2015-06-24-09 56 56.949	0.5856018 1.7042389 9.362152
2015-06-24-09 56 56.955	0.68081665 1.7851715 8.984863
2015-06-24-09 56 56.959	0.7415161 1.7899323 8.70755
2015-06-24-09 56 56.964	0.5463257 1.7256622 7.9851074
2015-06-24-09 56 56.969	0.37374878 1.7339935 7.610199
2015-06-24-09 56 56.975	0.11904907 1.8327789 7.122223
2015-06-24-09 56 56.981	-0.19873047 2.064865 6.78183
2015-06-24-09 56 56.984	-0.19873047 2.064865 6.78183
2015-06-24-09 56 56.989	-0.21896362 2.154129 6.5675964
2015-06-24-09 56 56.995	-0.114227295 2.231491 6.5104675
2015-06-24-09 56 56.999	-0.030914307 2.3255157 6.564026
2015-06-24-09 56 57.005	0.14523315 2.327896 6.685425
2015-06-24-09 56 57.010	0.3892212 2.4123993 6.834198
2015-06-24-09 56 57.015	0.54037476 2.4528656 6.9222717
2015-06-24-09 56 57.020	0.63082886 2.5052338 7.0758057
2015-06-24-09 56 57.025	0.59750366 2.5314178 7.250763
2015-06-24-09 56 57.030	0.36184692 2.6075897 7.5947266
2015-06-24-09 56 57.035	0.36184692 2.6075897 7.5947266
2015-06-24-09 56 57.040	0.11190796 2.5718842 7.931549
2015-06-24-09 56 57.045	-0.0023498535 2.634964 8.475464
2015-06-24-09 56 57.050	-0.24633789 2.680191 8.936066
2015-06-24-09 56 57.055	-0.46414185 2.6397247 9.554962
2015-06-24-09 56 57.060	-0.60458374 2.5730743 9.950104
2015-06-24-09 56 57.065	-0.6664734 2.4254913 10.344055
2015-06-24-09 56 57.070	-0.56411743 2.4076385 11.036743
2015-06-24-09 56 57.076	-0.56411743 2.4076385 11.036743
2015-06-24-09 56 57.080	-0.5343628 2.494522 11.076019
2015-06-24-09 56 57.085	-0.43319702 2.4790497 10.702301
2015-06-24-09 56 57.090	-0.27371216 2.4969025 10.392853
2015-06-24-09 56 57.096	-0.09161377 2.4838104 10.169098
2015-06-24-09 56 57.100	-0.15588379 2.4445343 9.791809
2015-06-24-09 56 57.105	-0.3451233 2.4052582 9.4288025
2015-06-24-09 56 57.110	-0.28204346 2.3671722 9.201477
2015-06-24-09 56 57.116	-0.24276733 2.2576752 9.314545
2015-06-24-09 56 57.120	-0.21063232 2.1315155 9.434753
2015-06-24-09 56 57.126	-0.34750366 1.8196869 9.782288
2015-06-24-09 56 57.133	-0.56292725 1.5816498 10.279785
2015-06-24-09 56 57.137	-0.86047363 1.3721771 10.848694
2015-06-24-09 56 57.141	-1.2306213 1.2698212 11.599701
2015-06-24-09 56 57.146	-1.5638733 1.3019562 12.4244995
2015-06-24-09 56 57.151	-1.5900574 1.4757233 12.927948
2015-06-24-09 56 57.156	-1.7257385 1.5590363 13.231445
2015-06-24-09 56 57.161	-1.8804626 1.525711 13.375458
2015-06-24-09 56 57.166	-1.7959595 1.4554901 13.155273
2015-06-24-09 56 57.171	-1.632904 1.4257355 12.788696
2015-06-24-09 56 57.177	-1.3448792 1.4685822 12.334045
2015-06-24-09 56 57.181	-0.98306274 1.5114288 11.792511
2015-06-24-09 56 57.186	-0.7402649 1.6006927 11.168854
2015-06-24-09 56 57.191	-0.5153198 1.6268768 10.599945
2015-06-24-09 56 57.196	-0.42486572 1.8018341 10.05722
2015-06-24-09 56 57.201	-0.33798218 2.0589142 9.8072815
2015-06-24-09 56 57.206	-0.4439087 2.281479 9.566864
2015-06-24-09 56 57.211	-0.43795776 2.4730988 9.563293
2015-06-24-09 56 57.216	-0.45343018 2.5492706 9.700165
2015-06-24-09 56 57.221	-0.39749146 2.6016388 9.887024
2015-06-24-09 56 57.226	-0.5569763 2.6063995 10.178619
2015-06-24-09 56 57.231	-0.66052246 2.6123505 10.454742
2015-06-24-09 56 57.237	-0.8461914 2.6575775 10.784424
2015-06-24-09 56 57.241	-0.9521179 2.6004486 11.068878
2015-06-24-09 56 57.246	-1.0401917 2.500473 11.439026
2015-06-24-09 56 57.251	-1.2330017 2.4219208 11.628265
2015-06-24-09 56 57.257	-1.3686829 2.3540802 11.991272
2015-06-24-09 56 57.261	-1.8864136 2.2862396 12.36499
2015-06-24-09 56 57.266	-2.4945984 2.2457733 12.595886
2015-06-24-09 56 57.272	-2.7147827 2.3302765 12.866058
2015-06-24-09 56 57.277	-2.8599854 2.3290863 13.0529175
2015-06-24-09 56 57.283	-2.9325867 2.4564362 12.900574
2015-06-24-09 56 57.286	-2.755249 2.506424 12.543518
2015-06-24-09 56 57.292	-2.5541077 2.4397736 11.813934
2015-06-24-09 56 57.297	-2.2089539 2.5088043 11.091492
2015-06-24-09 56 57.302	-1.7959595 2.4885712 10.407135
2015-06-24-09 56 57.307	-1.4317627 2.513565 9.850128
2015-06-24-09 56 57.312	-1.0854187 2.4564362 9.272888
2015-06-24-09 56 57.317	-0.8223877 2.5742645 8.789673
2015-06-24-09 56 57.322	-0.5510254 2.6385345 8.187439
2015-06-24-09 56 57.328	-0.39630127 2.67424 7.6899414
2015-06-24-09 56 57.333	-0.20706177 2.6373444 7.2876587
2015-06-24-09 56 57.337	-0.07733154 2.5552216 6.9734497
2015-06-24-09 56 57.342	0.08453369 2.5599823 6.5497437
2015-06-24-09 56 57.347	0.1499939 2.5635529 6.212921
2015-06-24-09 56 57.352	0.34994507 2.5992584 5.69162
2015-06-24-09 56 57.358	0.47729492 2.6337738 5.1298523
2015-06-24-09 56 57.362	0.6213074 2.5992584 4.6430664
2015-06-24-09 56 57.367	0.5510864 2.6004486 4.4835815
2015-06-24-09 56 57.372	0.4951477 2.5909271 4.2455444
2015-06-24-09 56 57.378	0.4368286 2.6302032 4.268158
2015-06-24-09 56 57.382	0.48919678 2.6956635 4.4454956
2015-06-24-09 56 57.387	0.41064453 2.7789764 4.85968
2015-06-24-09 56 57.392	0.49276733 2.8480072 5.192932
2015-06-24-09 56 57.398	0.6296387 2.8301544 5.577362
2015-06-24-09 56 57.402	0.92837524 2.7599335 5.8891907
2015-06-24-09 56 57.408	1.1711731 2.7801666 6.1200867
2015-06-24-09 56 57.413	1.2699585 2.7158966 6.3700256
2015-06-24-09 56 57.418	1.3425598 2.7408905 6.621155
2015-06-24-09 56 57.423	1.4365845 2.795639 6.892517
2015-06-24-09 56 57.428	1.3877869 2.839676 7.012726
2015-06-24-09 56 57.435	1.2973328 2.956314 7.205536
2015-06-24-09 56 57.439	1.0497742 3.013443 7.3186035
2015-06-24-09 56 57.443	0.7427063 3.0479584 7.4161987
2015-06-24-09 56 57.448	0.3975525 3.0729523 7.842285
2015-06-24-09 56 57.453	0.24401855 3.128891 8.285034
2015-06-24-09 56 57.458	-0.07376099 3.1598358 8.765869
2015-06-24-09 56 57.463	-0.21896362 3.168167 9.071747
2015-06-24-09 56 57.468	-0.14993286 3.2110138 9.408569
2015-06-24-09 56 57.473	0.04168701 3.2526703 9.556152
2015-06-24-09 56 57.479	0.061920166 3.1574554 9.518066
2015-06-24-09 56 57.483	0.19403076 3.2883759 9.784668
2015-06-24-09 56 57.488	0.21783447 3.295517 10.020325
2015-06-24-09 56 57.493	0.3796997 3.263382 9.829895
2015-06-24-09 56 57.499	0.46420288 3.1812592 9.537109
2015-06-24-09 56 57.503	0.32614136 3.0051117 9.366913
2015-06-24-09 56 57.508	0.029785156 2.9479828 9.535919
2015-06-24-09 56 57.513	0.11428833 3.070572 9.944153
2015-06-24-09 56 57.518	-0.036865234 2.988449 10.303589
2015-06-24-09 56 57.523	-0.2713318 2.8265839 10.789185
2015-06-24-09 56 57.528	-0.54626465 2.67424 11.489014
2015-06-24-09 56 57.533	-0.68551636 2.60997 12.368561
2015-06-24-09 56 57.539	-0.7081299 2.5171356 13.124329
2015-06-24-09 56 57.543	-0.53079224 2.5623627 13.637299
2015-06-24-09 56 57.548	-0.2368164 2.6063995 13.782501
2015-06-24-09 56 57.554	0.23092651 2.54451 13.436157
2015-06-24-09 56 57.559	0.83792114 2.519516 12.914856
2015-06-24-09 56 57.564	1.4258728 2.436203 12.228119
2015-06-24-09 56 57.568	1.7817383 2.3945465 11.8472595
2015-06-24-09 56 57.574	2.1483154 2.712326 11.3402405
2015-06-24-09 56 57.579	2.0721436 2.8063507 10.873688
2015-06-24-09 56 57.584	1.9971619 2.8682404 10.232178
2015-06-24-09 56 57.589	2.0566711 2.936081 9.838226
2015-06-24-09 56 57.594	2.229248 2.9896393 9.4776
2015-06-24-09 56 57.599	2.3839722 2.9967804 9.491882
2015-06-24-09 56 57.604	2.6112976 2.924179 9.315735
2015-06-24-09 56 57.609	2.992157 2.9337006 9.272888
2015-06-24-09 56 57.614	3.2349548 2.7611237 9.319305
2015-06-24-09 56 57.619	3.3337402 2.6790009 9.15506
2015-06-24-09 56 57.624	3.4884644 2.526657 9.397858
2015-06-24-09 56 57.629	3.6122437 2.4159698 9.752533
2015-06-24-09 56 57.634	3.7336426 2.3231354 10.334534
2015-06-24-09 56 57.640	3.665802 2.1957855 10.984375
2015-06-24-09 56 57.644	3.3658752 2.0113068 11.428314
2015-06-24-09 56 57.649	2.9195557 2.0232086 11.904388
2015-06-24-09 56 57.654	2.5458374 2.0743866 12.369751
2015-06-24-09 56 57.660	2.0281067 1.9589386 12.563751
2015-06-24-09 56 57.664	1.5841675 1.8601532 12.42569
2015-06-24-09 56 57.669	1.1687927 1.794693 12.291199
2015-06-24-09 56 57.674	0.8343506 1.8054047 11.9496155
2015-06-24-09 56 57.680	0.40231323 1.7768402 11.414032
2015-06-24-09 56 57.684	-0.07614136 1.6911469 10.837982
2015-06-24-09 56 57.689	-0.5093689 1.7542267 10.2500305
2015-06-24-09 56 57.695	-0.8735657 1.8518219 9.712067
2015-06-24-09 56 57.700	-1.0532837 1.872055 9.051514
2015-06-24-09 56 57.704	-1.1151733 1.9065704 8.318359
2015-06-24-09 56 57.709	-1.074707 1.8327789 7.4281006
2015-06-24-09 56 57.715	-0.997345 1.8006439 6.97583
2015-06-24-09 56 57.720	-0.7045593 1.6649628 6.8639526
