2015-07-01-18 51 24.416	0.7569885 5.683029 10.908203
2015-07-01-18 51 24.420	0.6855774 5.740158 11.27121
2015-07-01-18 51 24.433	0.56536865 5.746109 11.548523
2015-07-01-18 51 24.434	0.5022888 5.6723175 11.97818
2015-07-01-18 51 24.435	0.29281616 5.5045013 12.42807
2015-07-01-18 51 24.442	0.15118408 5.297409 12.977936
2015-07-01-18 51 24.446	0.021453857 5.0819855 13.354034
2015-07-01-18 51 24.450	-0.06185913 4.874893 13.813446
2015-07-01-18 51 24.455	-0.12850952 4.571396 14.238342
2015-07-01-18 51 24.461	-0.105895996 4.2750397 14.4192505
2015-07-01-18 51 24.466	0.0059814453 4.0893707 14.678711
2015-07-01-18 51 24.470	0.06549072 3.9156036 14.758453
2015-07-01-18 51 24.477	0.18093872 3.821579 14.703705
2015-07-01-18 51 24.481	0.19998169 3.7418365 14.548981
2015-07-01-18 51 24.487	0.07620239 3.6192474 14.172882
2015-07-01-18 51 24.491	-0.09637451 3.4311981 13.715851
2015-07-01-18 51 24.496	-0.1963501 3.2050629 13.299286
2015-07-01-18 51 24.501	-0.3439331 2.955124 12.87796
2015-07-01-18 51 24.506	-0.40582275 2.6123505 12.324524
2015-07-01-18 51 24.511	-0.26895142 2.423111 11.827026
2015-07-01-18 51 24.516	-0.049957275 2.2386322 11.396179
2015-07-01-18 51 24.521	0.323761 2.1243744 10.868927
2015-07-01-18 51 24.526	0.7605591 2.0946198 10.283356
2015-07-01-18 51 24.531	1.375885 2.166031 9.921539
2015-07-01-18 51 24.537	1.837677 2.2148285 9.449036
2015-07-01-18 51 24.542	2.2149658 2.3064728 8.980103
2015-07-01-18 51 24.547	2.485138 2.320755 8.618286
2015-07-01-18 51 24.551	2.5279846 1.7804108 8.530212
2015-07-01-18 51 24.556	3.4325256 2.2410126 8.70755
2015-07-01-18 51 24.563	3.3658752 2.6147308 6.33313
2015-07-01-18 51 24.567	3.370636 2.7813568 5.139374
2015-07-01-18 51 24.571	3.6360474 3.0241547 5.056061
2015-07-01-18 51 24.577	3.5920105 3.2479095 5.2845764
2015-07-01-18 51 24.582	3.5170288 3.3526459 5.4642944
2015-07-01-18 51 24.587	3.563446 3.3443146 5.7856445
2015-07-01-18 51 24.593	3.6122437 3.25148 6.065338
2015-07-01-18 51 24.597	3.563446 3.1015167 6.3557434
2015-07-01-18 51 24.602	3.5205994 2.943222 6.610443
2015-07-01-18 51 24.607	3.383728 2.7480316 6.6271057
2015-07-01-18 51 24.612	3.2028198 2.5337982 6.931793
2015-07-01-18 51 24.617	3.018341 2.2005463 7.187683
2015-07-01-18 51 24.622	2.8076782 1.8839569 7.560211
2015-07-01-18 51 24.628	2.5220337 1.6316376 7.912506
2015-07-01-18 51 24.632	2.3423157 1.3221893 8.080322
2015-07-01-18 51 24.637	2.1340332 1.0365448 8.112457
2015-07-01-18 51 24.643	2.1602173 0.8151703 8.081512
2015-07-01-18 51 24.647	2.106659 0.66282654 8.12793
2015-07-01-18 51 24.652	2.1673584 0.5485687 8.086273
2015-07-01-18 51 24.657	2.2137756 0.50691223 8.149353
2015-07-01-18 51 24.662	2.3756409 0.4355011 8.141022
2015-07-01-18 51 24.668	2.511322 0.47834778 8.144592
2015-07-01-18 51 24.672	2.7517395 0.51405334 8.265991
2015-07-01-18 51 24.677	2.838623 0.5342865 8.3576355
2015-07-01-18 51 24.682	2.838623 0.46406555 8.51355
2015-07-01-18 51 24.688	2.793396 0.42478943 8.664703
2015-07-01-18 51 24.692	2.7112732 0.29981995 8.593292
2015-07-01-18 51 24.697	2.6624756 0.16056824 8.483795
2015-07-01-18 51 24.702	2.5791626 -0.04295349 8.207672
2015-07-01-18 51 24.710	2.4113464 -0.22743225 8.052948
2015-07-01-18 51 24.712	2.1983032 -0.40596008 7.764923
2015-07-01-18 51 24.717	2.1149902 -0.4369049 7.288849
2015-07-01-18 51 24.723	2.0483398 -0.47261047 6.9603577
2015-07-01-18 51 24.728	2.1554565 -0.41072083 6.7592163
2015-07-01-18 51 24.733	2.2054443 -0.31669617 6.499756
2015-07-01-18 51 24.738	2.3911133 -0.23695374 6.475952
2015-07-01-18 51 24.746	2.473236 -0.08580017 6.3997803
2015-07-01-18 51 24.749	2.4565735 0.06416321 6.2022095
2015-07-01-18 51 24.753	2.075714 0.3367157 6.096283
2015-07-01-18 51 24.758	1.2818604 0.627121 5.7975464
2015-07-01-18 51 24.763	2.1566467 0.8972931 5.833252
2015-07-01-18 51 24.768	2.8219604 1.031784 5.608307
2015-07-01-18 51 24.773	3.101654 0.9210968 5.538086
2015-07-01-18 51 24.778	2.9136047 0.6830597 5.6761475
2015-07-01-18 51 24.783	2.6148682 0.58070374 6.084381
2015-07-01-18 51 24.789	2.293518 0.68544006 6.7925415
2015-07-01-18 51 24.793	2.1554565 0.8734894 7.5744934
2015-07-01-18 51 24.798	2.074524 1.140091 8.312408
2015-07-01-18 51 24.803	1.9602661 1.5626068 8.968201
2015-07-01-18 51 24.808	1.767456 1.8065948 9.612091
2015-07-01-18 51 24.813	1.5413208 1.9196625 10.18457
2015-07-01-18 51 24.818	1.1009521 1.8958588 10.43927
2015-07-01-18 51 24.823	0.63797 1.9029999 10.602325
2015-07-01-18 51 24.829	0.22616577 1.878006 11.027222
2015-07-01-18 51 24.833	-0.15826416 1.8696747 11.712769
2015-07-01-18 51 24.838	-0.53079224 1.8982391 12.091248
2015-07-01-18 51 24.844	-0.8937988 2.1041412 12.307861
2015-07-01-18 51 24.849	-1.2032471 2.281479 12.432831
2015-07-01-18 51 24.853	-1.1889648 2.564743 12.487579
2015-07-01-18 51 24.858	-0.7236023 2.884903 12.117432
2015-07-01-18 51 24.864	0.029785156 2.9944 11.827026
2015-07-01-18 51 24.869	0.49871826 3.0431976 11.533051
2015-07-01-18 51 24.873	0.7331848 2.9539337 11.414032
2015-07-01-18 51 24.879	0.72961426 2.7230377 11.731812
2015-07-01-18 51 24.884	0.7355652 2.5956879 11.928192
2015-07-01-18 51 24.889	0.73913574 2.500473 12.423309
2015-07-01-18 51 24.895	0.9902649 2.558792 13.655151
2015-07-01-18 51 24.899	0.9902649 2.558792 13.655151
2015-07-01-18 51 24.904	0.96765137 2.667099 14.227631
2015-07-01-18 51 24.909	0.92718506 2.7337494 14.666809
2015-07-01-18 51 24.914	0.8164978 2.7004242 14.791779
2015-07-01-18 51 24.919	0.75579834 2.763504 14.762024
2015-07-01-18 51 24.924	0.8748169 2.7873077 14.720367
2015-07-01-18 51 24.929	0.8974304 2.7980194 14.537079
2015-07-01-18 51 24.934	0.9081421 2.725418 14.356171
2015-07-01-18 51 24.939	0.9747925 2.526657 13.875336
2015-07-01-18 51 24.944	0.9997864 2.314804 13.486145
2015-07-01-18 51 24.949	1.1199951 2.089859 13.046967
2015-07-01-18 51 24.954	1.4115906 1.8875275 12.691101
2015-07-01-18 51 24.959	1.7591248 1.7899323 12.3280945
2015-07-01-18 51 24.964	2.3018494 1.9494171 11.928192
2015-07-01-18 51 24.969	2.7374573 2.1291351 11.505676
2015-07-01-18 51 24.974	3.0730896 2.2576752 11.252167
2015-07-01-18 51 24.979	3.2599487 2.3362274 11.0260315
2015-07-01-18 51 24.984	3.2647095 2.326706 10.801086
2015-07-01-18 51 24.990	3.0909424 2.1910248 10.670166
