2015-07-06-19 15 00.661	2.9052734 1.7411346 11.331909
2015-07-06-19 15 00.666	2.8850403 1.6851959 11.259308
2015-07-06-19 15 00.672	2.7779236 1.6328278 10.88916
2015-07-06-19 15 00.677	2.7053223 1.5554657 10.560669
2015-07-06-19 15 00.682	2.5851135 1.51857 10.139343
2015-07-06-19 15 00.687	2.395874 1.4733429 9.792999
2015-07-06-19 15 00.692	2.30661 1.4709625 9.451416
2015-07-06-19 15 00.697	2.0983276 1.4566803 9.043182
2015-07-06-19 15 00.702	1.907898 1.5269012 8.758728
2015-07-06-19 15 00.708	1.7615051 1.499527 8.427856
2015-07-06-19 15 00.712	1.6317749 1.4721527 8.244568
2015-07-06-19 15 00.721	1.5389404 1.4447784 8.044617
2015-07-06-19 15 00.722	1.4687195 1.4304962 7.886322
2015-07-06-19 15 00.728	1.388977 1.4364471 7.7982483
2015-07-06-19 15 00.732	1.3818359 1.4519196 7.814911
2015-07-06-19 15 00.737	1.459198 1.416214 7.8256226
2015-07-06-19 15 00.742	1.4877625 1.4174042 7.7661133
2015-07-06-19 15 00.749	1.5341797 1.3912201 7.816101
2015-07-06-19 15 00.752	1.6127319 1.3697968 7.8958435
2015-07-06-19 15 00.758	1.6496277 1.3150482 7.9160767
2015-07-06-19 15 00.763	1.6293945 1.2412567 7.981537
2015-07-06-19 15 00.768	1.5794067 1.1924591 8.060089
2015-07-06-19 15 00.773	1.555603 1.1269989 8.106506
2015-07-06-19 15 00.777	1.446106 1.0936737 8.163635
2015-07-06-19 15 00.783	1.5210876 1.0532074 8.292175
2015-07-06-19 15 00.788	1.47229 1.0127411 8.456421
2015-07-06-19 15 00.793	1.3282776 1.0270233 8.718262
2015-07-06-19 15 00.800	1.2223511 0.98179626 8.931305
2015-07-06-19 15 00.803	1.2687683 1.0341644 8.956299
2015-07-06-19 15 00.808	1.177124 1.0056 8.971771
2015-07-06-19 15 00.816	1.125946 0.9782257 8.892029
2015-07-06-19 15 00.818	1.0914307 1.0341644 8.89798
2015-07-06-19 15 00.823	1.0545349 1.050827 8.894409
2015-07-06-19 15 00.828	1.0926208 1.0853424 8.675415
2015-07-06-19 15 00.834	1.1211853 1.1436615 8.3897705
2015-07-06-19 15 00.838	1.0735779 1.2412567 8.249329
2015-07-06-19 15 00.843	1.0604858 1.2591095 8.051758
2015-07-06-19 15 00.850	1.1354675 1.3745575 7.7482605
2015-07-06-19 15 00.853	1.0926208 1.4721527 7.5054626
2015-07-06-19 15 00.859	1.0438232 1.5709381 7.2531433
2015-07-06-19 15 00.865	1.0283508 1.6863861 7.082947
2015-07-06-19 15 00.869	0.997406 1.8173065 6.816345
2015-07-06-19 15 00.874	0.90338135 1.8434906 6.661621
2015-07-06-19 15 00.878	0.8188782 1.9375153 6.480713
2015-07-06-19 15 00.884	0.7272339 2.038681 6.2783813
2015-07-06-19 15 00.889	0.63082886 2.1374664 6.1462708
2015-07-06-19 15 00.893	0.6105957 2.2398224 6.0498657
2015-07-06-19 15 00.900	0.5879822 2.3112335 5.9665527
2015-07-06-19 15 00.904	0.62368774 2.4088287 5.922516
2015-07-06-19 15 00.909	0.63916016 2.5790253 5.8630066
2015-07-06-19 15 00.915	0.6748657 2.629013 5.8999023
2015-07-06-19 15 00.919	0.71533203 2.6956635 5.955841
2015-07-06-19 15 00.924	0.7760315 2.7361298 6.0224915
2015-07-06-19 15 00.929	0.80578613 2.8372955 6.1141357
2015-07-06-19 15 00.934	0.75341797 2.8253937 6.289093
2015-07-06-19 15 00.939	0.8236389 2.8480072 6.448578
2015-07-06-19 15 00.944	0.7903137 2.8706207 6.514038
2015-07-06-19 15 00.950	0.73913574 2.827774 6.749695
2015-07-06-19 15 00.954	0.78079224 2.8134918 6.885376
2015-07-06-19 15 00.959	0.69747925 2.8253937 7.0615234
