2015-07-07-15 39 31.927	-1.2365723 1.2007904 12.6232605
2015-07-07-15 39 31.933	-1.2853699 0.80921936 12.442352
2015-07-07-15 39 31.940	-1.2770386 0.32481384 11.919861
2015-07-07-15 39 31.944	-1.2770386 0.32481384 11.919861
2015-07-07-15 39 31.948	-1.2306213 0.16056824 11.555664
2015-07-07-15 39 31.953	-1.1675415 -0.037002563 11.277161
2015-07-07-15 39 31.958	-1.0913696 -0.15602112 10.812988
2015-07-07-15 39 31.965	-0.9521179 -0.23338318 10.353577
2015-07-07-15 39 31.968	-0.8735657 -0.347641 9.869171
2015-07-07-15 39 31.973	-0.7545471 -0.3547821 9.497833
2015-07-07-15 39 31.978	-0.6557617 -0.264328 9.212189
2015-07-07-15 39 31.984	-0.5938721 -0.18934631 8.870605
2015-07-07-15 39 31.988	-0.5510254 -0.19172668 8.623047
2015-07-07-15 39 31.993	-0.58078 -0.082229614 8.51236
2015-07-07-15 39 31.998	-0.6676636 -0.017959595 8.354065
2015-07-07-15 39 32.004	-0.77716064 0.0034637451 8.268372
2015-07-07-15 39 32.008	-0.9640198 0.08677673 8.273132
2015-07-07-15 39 32.013	-1.1187439 0.1308136 8.160065
2015-07-07-15 39 32.018	-1.3365479 0.18675232 8.283844
2015-07-07-15 39 32.024	-1.3782043 0.3200531 8.25766
2015-07-07-15 39 32.029	-1.4793701 0.3688507 8.300507
2015-07-07-15 39 32.034	-1.5674438 0.49739075 8.373108
2015-07-07-15 39 32.039	-1.4936523 0.52119446 8.394531
2015-07-07-15 39 32.044	-1.5198364 0.66163635 8.313599
2015-07-07-15 39 32.049	-1.4341431 0.7461395 8.286224
2015-07-07-15 39 32.054	-1.3389282 0.74375916 8.204102
2015-07-07-15 39 32.059	-1.2460938 0.81159973 8.06604
2015-07-07-15 39 32.065	-1.1104126 0.8782501 7.8898926
2015-07-07-15 39 32.069	-0.93426514 0.96513367 7.751831
2015-07-07-15 39 32.074	-0.8200073 1.0305939 7.5030823
2015-07-07-15 39 32.080	-0.66885376 1.0627289 7.3650208
2015-07-07-15 39 32.085	-0.5236511 1.1412811 7.2936096
2015-07-07-15 39 32.090	-0.32250977 1.2245941 6.9591675
2015-07-07-15 39 32.094	-0.32250977 1.2245941 6.9591675
2015-07-07-15 39 32.099	-0.35940552 1.2888641 6.8615723
2015-07-07-15 39 32.105	-0.3272705 1.3721771 6.700897
2015-07-07-15 39 32.109	-0.3534546 1.4102631 6.668762
2015-07-07-15 39 32.114	-0.33084106 1.4662018 6.5033264
2015-07-07-15 39 32.120	-0.42010498 1.5971222 6.506897
2015-07-07-15 39 32.125	-0.42010498 1.5971222 6.506897
2015-07-07-15 39 32.132	-0.45581055 1.6721039 6.4521484
2015-07-07-15 39 32.135	-0.41653442 1.7554169 6.385498
2015-07-07-15 39 32.140	-0.484375 1.9636993 6.3962097
2015-07-07-15 39 32.145	-0.4760437 2.0720062 6.3438416
2015-07-07-15 39 32.150	-0.53912354 2.0672455 6.256958
2015-07-07-15 39 32.154	-0.47485352 2.063675 6.3057556
2015-07-07-15 39 32.160	-0.3855896 2.1386566 6.237915
2015-07-07-15 39 32.165	-0.29632568 2.2088776 6.1569824
2015-07-07-15 39 32.170	-0.18563843 2.2481537 6.161743
2015-07-07-15 39 32.175	-0.103515625 2.211258 6.180786
2015-07-07-15 39 32.182	-0.00592041 2.231491 6.1974487
2015-07-07-15 39 32.185	0.054779053 2.2350616 6.172455
2015-07-07-15 39 32.190	0.104766846 2.1969757 6.14151
2015-07-07-15 39 32.195	0.23687744 2.1743622 6.1331787
2015-07-07-15 39 32.200	0.28686523 2.237442 6.2593384
2015-07-07-15 39 32.205	0.4618225 2.230301 6.3616943
2015-07-07-15 39 32.210	0.50704956 2.2790985 6.493805
2015-07-07-15 39 32.215	0.6605835 2.3445587 6.775879
2015-07-07-15 39 32.220	0.7034302 2.4278717 7.0567627
2015-07-07-15 39 32.225	0.7355652 2.4123993 7.3685913
2015-07-07-15 39 32.230	0.85458374 2.3695526 7.7161255
2015-07-07-15 39 32.235	0.9343262 2.3505096 8.038666
2015-07-07-15 39 32.242	0.9712219 2.346939 8.443329
2015-07-07-15 39 32.246	1.0759583 2.3029022 8.77182
2015-07-07-15 39 32.250	1.0783386 2.2219696 9.100311
2015-07-07-15 39 32.255	1.2140198 2.1327057 9.47403
2015-07-07-15 39 32.260	1.2009277 2.1196136 9.810852
2015-07-07-15 39 32.266	1.228302 2.0529633 10.194092
2015-07-07-15 39 32.270	1.3020935 2.0089264 10.577332
2015-07-07-15 39 32.275	1.3520813 1.8958588 10.934387
2015-07-07-15 39 32.281	1.4794312 1.8899078 11.268829
2015-07-07-15 39 32.286	1.5817871 1.8482513 11.494965
2015-07-07-15 39 32.290	1.6698608 1.8363495 11.840118
2015-07-07-15 39 32.295	1.8352966 1.7935028 12.0138855
2015-07-07-15 39 32.301	1.8757629 1.6804352 12.132904
2015-07-07-15 39 32.306	1.8912354 1.6137848 12.275726
2015-07-07-15 39 32.311	1.9067078 1.6483002 12.386414
2015-07-07-15 39 32.316	1.9388428 1.6125946 12.468536
2015-07-07-15 39 32.321	1.998352 1.6590118 12.563751
2015-07-07-15 39 32.326	2.055481 1.7268524 12.49353
2015-07-07-15 39 32.331	2.0650024 1.8042145 12.637543
2015-07-07-15 39 32.336	2.0411987 1.8292084 12.644684
2015-07-07-15 39 32.341	2.0185852 1.8601532 12.761322
2015-07-07-15 39 32.346	2.0221558 1.8292084 12.902954
2015-07-07-15 39 32.351	2.0209656 1.8482513 13.064819
2015-07-07-15 39 32.356	2.0471497 1.8125458 13.169556
2015-07-07-15 39 32.361	2.0471497 1.7839813 13.244537
2015-07-07-15 39 32.366	2.081665 1.6732941 13.331421
2015-07-07-15 39 32.372	2.0566711 1.576889 13.26239
2015-07-07-15 39 32.376	2.074524 1.4852448 13.143372
2015-07-07-15 39 32.381	2.04953 1.3697968 13.021973
2015-07-07-15 39 32.387	1.9590759 1.2245941 12.74942
2015-07-07-15 39 32.392	1.998352 1.1186676 12.585175
2015-07-07-15 39 32.396	1.966217 1.0008392 12.369751
2015-07-07-15 39 32.401	1.934082 0.9782257 11.994843
2015-07-07-15 39 32.407	2.0792847 1.0555878 11.813934
2015-07-07-15 39 32.411	2.1233215 1.0413055 11.704437
2015-07-07-15 39 32.416	2.1947327 1.140091 11.514008
2015-07-07-15 39 32.422	2.1887817 1.0924835 11.460449
2015-07-07-15 39 32.427	2.1947327 1.0591583 11.364044
2015-07-07-15 39 32.431	2.2637634 0.99964905 11.374756
2015-07-07-15 39 32.437	2.30661 0.935379 11.373566
2015-07-07-15 39 32.442	2.517273 0.91038513 11.2724
2015-07-07-15 39 32.447	2.7088928 0.8961029 11.295013
2015-07-07-15 39 32.452	2.8731384 0.84135437 11.152191
2015-07-07-15 39 32.457	2.94812 0.69615173 11.153381
2015-07-07-15 39 32.462	2.9624023 0.5188141 11.111725
2015-07-07-15 39 32.467	2.8850403 0.2879181 10.858215
2015-07-07-15 39 32.472	2.7910156 0.14271545 10.601135
2015-07-07-15 39 32.477	2.7136536 0.027267456 10.241699
2015-07-07-15 39 32.482	2.3339844 -0.18339539 9.965576
2015-07-07-15 39 32.487	2.093567 -0.6011505 9.645416
2015-07-07-15 39 32.492	2.274475 -0.7499237 9.381195
2015-07-07-15 39 32.497	2.4958496 -0.83680725 9.02652
2015-07-07-15 39 32.502	2.5648804 -0.78681946 8.699219
2015-07-07-15 39 32.507	2.6172485 -0.68922424 8.408813
2015-07-07-15 39 32.512	2.799347 -0.6118622 8.267181
2015-07-07-15 39 32.517	2.8921814 -0.54997253 8.157684
2015-07-07-15 39 32.522	2.9266968 -0.47618103 8.123169
2015-07-07-15 39 32.528	2.9112244 -0.4857025 8.350494
2015-07-07-15 39 32.532	2.832672 -0.44404602 8.525452
2015-07-07-15 39 32.537	2.7112732 -0.41548157 8.880127
2015-07-07-15 39 32.545	2.5863037 -0.4202423 9.464508
2015-07-07-15 39 32.549	2.5863037 -0.4202423 9.464508
2015-07-07-15 39 32.552	2.49823 -0.4702301 9.719208
2015-07-07-15 39 32.557	2.4970398 -0.5035553 9.981049
2015-07-07-15 39 32.563	2.505371 -0.4369049 10.122681
2015-07-07-15 39 32.568	2.5672607 -0.40953064 10.255981
2015-07-07-15 39 32.572	2.537506 -0.3964386 10.297638
2015-07-07-15 39 32.577	2.454193 -0.46546936 10.298828
2015-07-07-15 39 32.583	2.3197021 -0.40715027 10.260742
2015-07-07-15 39 32.588	2.1495056 -0.49284363 10.18338
2015-07-07-15 39 32.593	2.0316772 -0.4880829 9.996521
2015-07-07-15 39 32.597	1.8210144 -0.51664734 9.877502
2015-07-07-15 39 32.603	1.6698608 -0.4202423 9.695404
2015-07-07-15 39 32.608	1.5008545 -0.4297638 9.502594
2015-07-07-15 39 32.613	1.4794312 -0.3381195 9.290741
2015-07-07-15 39 32.618	1.2997131 -0.21791077 9.141968
2015-07-07-15 39 32.623	1.1914063 -0.092941284 9.022949
2015-07-07-15 39 32.628	1.1080933 0.001083374 8.861084
2015-07-07-15 39 32.633	1.0819092 0.13319397 8.870605
2015-07-07-15 39 32.638	1.0247803 0.1641388 8.777771
2015-07-07-15 39 32.643	0.9343262 0.26887512 8.814667
2015-07-07-15 39 32.648	0.90219116 0.2950592 8.745636
2015-07-07-15 39 32.653	0.87005615 0.39146423 8.857513
2015-07-07-15 39 32.659	0.8414917 0.4259796 8.875366
2015-07-07-15 39 32.663	0.7522278 0.40098572 8.987244
2015-07-07-15 39 32.671	0.6998596 0.46287537 8.995575
2015-07-07-15 39 32.674	0.6213074 0.40693665 8.886078
2015-07-07-15 39 32.678	0.5106201 0.42240906 8.9027405
2015-07-07-15 39 32.683	0.4046936 0.4105072 8.862274
2015-07-07-15 39 32.689	0.32614136 0.3938446 8.761108
2015-07-07-15 39 32.695	0.12142944 0.32957458 8.51712
2015-07-07-15 39 32.698	0.12142944 0.32957458 8.51712
2015-07-07-15 39 32.703	0.0107421875 0.33076477 8.312408
2015-07-07-15 39 32.709	-0.09875488 0.31410217 8.124359
2015-07-07-15 39 32.713	-0.19873047 0.27363586 7.791107
2015-07-07-15 39 32.718	-0.32608032 0.28910828 7.6185303
2015-07-07-15 39 32.724	-0.41296387 0.28315735 7.329315
2015-07-07-15 39 32.729	-0.5010376 0.27363586 7.1650696
2015-07-07-15 39 32.733	-0.61172485 0.34623718 7.0115356
2015-07-07-15 39 32.739	-0.70336914 0.26530457 6.872284
2015-07-07-15 39 32.744	-0.97592163 0.28553772 6.641388
2015-07-07-15 39 32.749	-0.97592163 0.28553772 6.641388
2015-07-07-15 39 32.754	-1.1889648 0.26768494 6.521179
2015-07-07-15 39 32.759	-1.343689 0.22602844 6.597351
2015-07-07-15 39 32.764	-1.4805603 0.16532898 6.565216
2015-07-07-15 39 32.769	-1.523407 0.16651917 6.687805
2015-07-07-15 39 32.774	-1.5674438 0.18913269 6.7092285
2015-07-07-15 39 32.779	-1.5698242 0.17008972 6.9603577
2015-07-07-15 39 32.784	-1.4543762 0.12010193 7.1591187
2015-07-07-15 39 32.789	-1.3817749 0.123672485 7.2995605
2015-07-07-15 39 32.794	-1.2472839 -0.031051636 7.507843
2015-07-07-15 39 32.799	-1.1437378 -0.0917511 7.706604
2015-07-07-15 39 32.804	-1.15802 -0.26670837 7.950592
2015-07-07-15 39 32.809	-1.0854187 -0.41667175 8.089844
2015-07-07-15 39 32.814	-0.9640198 -0.5797272 8.390961
2015-07-07-15 39 32.819	-0.9687805 -0.74754333 8.634949
2015-07-07-15 39 32.824	-0.779541 -1.0355682 9.100311
2015-07-07-15 39 32.830	-0.779541 -1.0355682 9.100311
2015-07-07-15 39 32.834	-0.7557373 -1.155777 9.272888
2015-07-07-15 39 32.839	-0.71765137 -1.3259735 9.495453
2015-07-07-15 39 32.847	-0.5974426 -1.418808 9.853699
2015-07-07-15 39 32.851	-0.5986328 -1.4568939 10.104828
2015-07-07-15 39 32.854	-0.53674316 -1.4652252 10.207184
2015-07-07-15 39 32.860	-0.5891113 -1.553299 10.411896
2015-07-07-15 39 32.865	-0.5772095 -1.5235443 10.516632
2015-07-07-15 39 32.870	-0.46295166 -1.547348 10.818939
