2015-07-07-15 48 53.375	-1.3544006 0.65330505 13.532562
2015-07-07-15 48 53.381	-1.3401184 0.45811462 13.1493225
2015-07-07-15 48 53.387	-1.2829895 0.261734 12.625641
2015-07-07-15 48 53.391	-1.273468 0.09034729 12.186462
2015-07-07-15 48 53.396	-1.2746582 -0.041763306 11.72229
2015-07-07-15 48 53.401	-1.311554 -0.12269592 11.247406
2015-07-07-15 48 53.406	-1.3067932 -0.1988678 10.830841
2015-07-07-15 48 53.412	-1.3282166 -0.15602112 10.385712
2015-07-07-15 48 53.416	-1.3270264 -0.12745667 9.994141
2015-07-07-15 48 53.422	-1.3305969 -0.10246277 9.613281
2015-07-07-15 48 53.426	-1.3460693 -0.017959595 9.312164
2015-07-07-15 48 53.432	-1.523407 0.028457642 9.013428
2015-07-07-15 48 53.437	-1.600769 0.091537476 8.874176
2015-07-07-15 48 53.442	-1.748352 0.15223694 8.724213
2015-07-07-15 48 53.446	-1.869751 0.18675232 8.51593
2015-07-07-15 48 53.451	-1.9554443 0.22245789 8.533783
2015-07-07-15 48 53.456	-2.0601807 0.30696106 8.4219055
2015-07-07-15 48 53.464	-2.0768433 0.3783722 8.32312
2015-07-07-15 48 53.467	-2.1030273 0.43312073 8.335022
2015-07-07-15 48 53.472	-2.030426 0.47120667 8.3255005
2015-07-07-15 48 53.477	-2.049469 0.4676361 8.13031
2015-07-07-15 48 53.482	-1.901886 0.51524353 8.076752
2015-07-07-15 48 53.487	-1.7400208 0.5509491 7.8768005
2015-07-07-15 48 53.492	-1.4984131 0.4759674 7.8565674
2015-07-07-15 48 53.497	-1.3305969 0.53071594 7.5744934
2015-07-07-15 48 53.502	-1.1223145 0.56285095 7.572113
2015-07-07-15 48 53.507	-0.91641235 0.56404114 7.290039
2015-07-07-15 48 53.512	-0.71051025 0.5652313 7.1186523
2015-07-07-15 48 53.517	-0.4855652 0.5818939 7.000824
2015-07-07-15 48 53.522	-0.3356018 0.6342621 6.794922
2015-07-07-15 48 53.527	-0.17492676 0.58903503 6.6116333
2015-07-07-15 48 53.532	-0.06661987 0.58903503 6.52594
2015-07-07-15 48 53.539	0.13095093 0.6390228 6.2938538
2015-07-07-15 48 53.543	0.22735596 0.66163635 6.2200623
2015-07-07-15 48 53.547	0.22735596 0.66163635 6.2200623
2015-07-07-15 48 53.552	0.33328247 0.774704 6.295044
2015-07-07-15 48 53.558	0.36779785 0.88301086 6.2664795
2015-07-07-15 48 53.563	0.45587158 0.9698944 6.455719
2015-07-07-15 48 53.567	0.45587158 1.0484467 6.455719
2015-07-07-15 48 53.572	0.2821045 1.0948639 6.5426025
2015-07-07-15 48 53.578	0.20593262 1.2079315 6.5747375
2015-07-07-15 48 53.583	0.16546631 1.2614899 6.5414124
2015-07-07-15 48 53.587	0.022644043 1.2733917 6.6306763
2015-07-07-15 48 53.593	-0.11303711 1.3471832 6.6199646
2015-07-07-15 48 53.598	-0.19277954 1.4316864 6.672333
2015-07-07-15 48 53.603	-0.19277954 1.4316864 6.672333
2015-07-07-15 48 53.608	-0.17730713 1.4459686 6.604492
2015-07-07-15 48 53.613	-0.285614 1.5054779 6.505707
2015-07-07-15 48 53.618	-0.19992065 1.5066681 6.4926147
2015-07-07-15 48 53.623	-0.24752808 1.531662 6.3759766
2015-07-07-15 48 53.628	-0.15945435 1.5388031 6.4200134
2015-07-07-15 48 53.633	-0.2939453 1.5233307 6.518799
2015-07-07-15 48 53.638	-0.23086548 1.5209503 6.5628357
2015-07-07-15 48 53.643	-0.21777344 1.5054779 6.7461243
2015-07-07-15 48 53.648	-0.15231323 1.5042877 6.819916
2015-07-07-15 48 53.653	-0.13327026 1.5780792 6.982971
2015-07-07-15 48 53.658	-0.09399414 1.6114044 7.096039
2015-07-07-15 48 53.663	-0.1296997 1.5518951 7.2745667
2015-07-07-15 48 53.668	-0.16659546 1.5709381 7.544739
2015-07-07-15 48 53.673	-0.14755249 1.4959564 7.673279
2015-07-07-15 48 53.678	-0.13565063 1.467392 7.879181
2015-07-07-15 48 53.684	-0.12731934 1.4650116 8.164825
2015-07-07-15 48 53.689	-0.07733154 1.4400177 8.346924
2015-07-07-15 48 53.693	-0.0154418945 1.3900299 8.595673
2015-07-07-15 48 53.698	0.11428833 1.3412323 8.740875
2015-07-07-15 48 53.704	0.24520874 1.2864838 8.982483
2015-07-07-15 48 53.708	0.3975525 1.2841034 9.15863
2015-07-07-15 48 53.714	0.5963135 1.2293549 9.419281
2015-07-07-15 48 53.719	0.785553 1.2924347 9.657318
2015-07-07-15 48 53.724	0.96884155 1.2805328 9.919159
2015-07-07-15 48 53.728	1.0664368 1.2698212 10.18338
2015-07-07-15 48 53.734	1.1699829 1.3245697 10.43927
2015-07-07-15 48 53.739	1.3187561 1.3483734 10.654694
2015-07-07-15 48 53.744	1.4342041 1.3174286 10.916534
2015-07-07-15 48 53.749	1.6531982 1.3709869 11.148621
2015-07-07-15 48 53.754	1.8388672 1.4138336 11.373566
2015-07-07-15 48 53.760	1.8388672 1.5066681 11.668732
2015-07-07-15 48 53.765	1.9519348 1.5292816 11.828217
2015-07-07-15 48 53.770	1.972168 1.5792694 12.001984
2015-07-07-15 48 53.775	1.9328918 1.6102142 12.194794
2015-07-07-15 48 53.781	1.9067078 1.7042389 12.432831
2015-07-07-15 48 53.785	1.8495789 1.7375641 12.787506
2015-07-07-15 48 53.789	1.6948547 1.7161407 13.00531
2015-07-07-15 48 53.795	1.6091614 1.6947174 13.369507
2015-07-07-15 48 53.800	1.4615784 1.5518951 13.681335
2015-07-07-15 48 53.805	1.3092346 1.5245209 14.03363
2015-07-07-15 48 53.812	1.228302 1.4388275 14.275238
2015-07-07-15 48 53.814	1.1485596 1.435257 14.528748
2015-07-07-15 48 53.819	1.0783386 1.3495636 14.707275
2015-07-07-15 48 53.824	1.1390381 1.3507538 14.86795
2015-07-07-15 48 53.829	0.98669434 1.5030975 14.8013
2015-07-07-15 48 53.834	0.84506226 1.4781036 14.733459
2015-07-07-15 48 53.841	0.87957764 1.4245453 14.654907
2015-07-07-15 48 53.845	0.849823 1.3709869 14.447815
2015-07-07-15 48 53.849	0.901001 1.3269501 14.343079
2015-07-07-15 48 53.854	1.0009766 1.2936249 14.112183
2015-07-07-15 48 53.860	1.0819092 1.3102875 13.987213
2015-07-07-15 48 53.865	1.228302 1.345993 13.732513
2015-07-07-15 48 53.870	1.2901917 1.3947906 13.678955
2015-07-07-15 48 53.875	1.3973083 1.4435883 13.539703
2015-07-07-15 48 53.880	1.3770752 1.4888153 13.624207
2015-07-07-15 48 53.886	1.3842163 1.2912445 13.71109
2015-07-07-15 48 53.890	1.4163513 1.153183 13.7586975
2015-07-07-15 48 53.895	1.4699097 1.0710602 13.949127
2015-07-07-15 48 53.900	1.7341309 0.9639435 14.071716
2015-07-07-15 48 53.905	2.0197754 0.90919495 14.174072
2015-07-07-15 48 53.910	2.3030396 0.9127655 14.151459
2015-07-07-15 48 53.915	2.5970154 0.8889618 14.110992
2015-07-07-15 48 53.920	2.6553345 0.81159973 13.9062805
2015-07-07-15 48 53.925	2.7469788 0.6985321 13.589691
2015-07-07-15 48 53.930	2.710083 0.5259552 13.164795
2015-07-07-15 48 53.935	2.5791626 0.25816345 12.447113
2015-07-07-15 48 53.940	2.460144 0.07249451 11.888916
2015-07-07-15 48 53.946	2.3339844 -0.16316223 11.346191
2015-07-07-15 48 53.950	2.3113708 -0.27146912 10.476166
2015-07-07-15 48 53.955	2.3470764 -0.36549377 9.747772
2015-07-07-15 48 53.960	2.3911133 -0.35716248 9.164581
2015-07-07-15 48 53.966	2.4363403 -0.35716248 8.730164
2015-07-07-15 48 53.970	2.337555 -0.3464508 8.571869
2015-07-07-15 48 53.975	2.2958984 -0.3952484 8.6409
2015-07-07-15 48 53.981	2.2078247 -0.3964386 8.758728
2015-07-07-15 48 53.986	1.9828796 -0.5106964 9.039612
2015-07-07-15 48 53.992	1.7472229 -0.57496643 9.41333
2015-07-07-15 48 53.995	1.6055908 -0.6356659 9.739441
2015-07-07-15 48 54.001	1.3651733 -0.7154083 9.950104
2015-07-07-15 48 54.006	1.1854553 -0.73683167 10.255981
2015-07-07-15 48 54.011	1.0009766 -0.7653961 10.613037
2015-07-07-15 48 54.016	0.7569885 -0.7915802 10.958191
2015-07-07-15 48 54.021	0.59750366 -0.81062317 11.258118
2015-07-07-15 48 54.026	0.57369995 -0.7677765 11.613983
2015-07-07-15 48 54.031	0.40826416 -0.809433 11.666351
2015-07-07-15 48 54.036	0.4225464 -0.8487091 11.805603
2015-07-07-15 48 54.042	0.3463745 -0.91059875 11.669922
2015-07-07-15 48 54.046	0.37493896 -0.9082184 11.514008
2015-07-07-15 48 54.051	0.32614136 -0.98558044 11.242645
2015-07-07-15 48 54.056	0.28805542 -1.0141449 10.973663
2015-07-07-15 48 54.061	0.22973633 -1.059372 10.658264
2015-07-07-15 48 54.067	0.16903687 -1.059372 10.352386
