2015-07-10-13 07 12.643	-0.3522644 3.597824 9.288361
2015-07-10-13 07 12.648	-0.17492676 3.6406708 9.485931
2015-07-10-13 07 12.654	-0.15112305 3.7823029 9.765625
2015-07-10-13 07 12.659	-0.12731934 3.8775177 9.981049
2015-07-10-13 07 12.665	-0.052337646 3.9679718 10.270264
2015-07-10-13 07 12.669	0.0178833 4.0179596 10.665405
2015-07-10-13 07 12.674	-0.010681152 4.0679474 10.943909
2015-07-10-13 07 12.679	-0.014251709 4.1143646 11.342621
2015-07-10-13 07 12.687	-0.24157715 4.1833954 11.617554
2015-07-10-13 07 12.690	-0.40701294 4.128647 11.869873
2015-07-10-13 07 12.695	-0.6557617 4.1381683 11.91629
2015-07-10-13 07 12.700	-0.9104614 4.0679474 12.026978
2015-07-10-13 07 12.707	-1.2020569 3.9715424 11.990082
2015-07-10-13 07 12.710	-1.4436646 3.8644257 11.9496155
2015-07-10-13 07 12.715	-1.6602783 3.8691864 11.85083
2015-07-10-13 07 12.720	-1.7923889 3.8918 11.616364
2015-07-10-13 07 12.726	-1.9816284 4.0179596 11.348572
2015-07-10-13 07 12.731	-2.1577759 4.1572113 10.992706
2015-07-10-13 07 12.736	-2.3815308 4.3190765 10.6297
2015-07-10-13 07 12.740	-2.639801 4.3262177 10.326202
2015-07-10-13 07 12.745	-2.7671509 4.392868 10.077454
2015-07-10-13 07 12.750	-2.6862183 4.547592 9.938202
2015-07-10-13 07 12.755	-2.5552979 4.718979 9.844177
2015-07-10-13 07 12.760	-2.274414 4.885605 9.853699
2015-07-10-13 07 12.765	-1.8114319 4.867752 9.816803
2015-07-10-13 07 12.770	-1.453186 4.8463287 9.703735
2015-07-10-13 07 12.776	-0.97592163 4.7606354 9.646606
2015-07-10-13 07 12.781	-0.5426941 4.5166473 9.664459
2015-07-10-13 07 12.786	-0.20349121 4.2559967 9.689453
2015-07-10-13 07 12.790	0.11904907 3.9358368 9.801331
2015-07-10-13 07 12.795	0.42611694 3.5180817 9.997711
2015-07-10-13 07 12.800	0.7105713 3.1169891 10.2690735
2015-07-10-13 07 12.806	0.8974304 2.8777618 10.807037
2015-07-10-13 07 12.810	1.0450134 2.67305 11.333099
2015-07-10-13 07 12.815	1.0973816 2.474289 11.891296
2015-07-10-13 07 12.820	1.0878601 2.3945465 12.305481
2015-07-10-13 07 12.826	0.8926697 2.2969513 12.455444
2015-07-10-13 07 12.830	0.65701294 2.2088776 12.569702
2015-07-10-13 07 12.836	0.4142151 2.2541046 12.905334
2015-07-10-13 07 12.840	0.24163818 2.2267303 12.806549
2015-07-10-13 07 12.846	-0.30822754 2.173172 12.10553
