2015-07-10-13 01 50.912	0.881958 5.0260468 8.945587
2015-07-10-13 01 50.919	0.6617737 4.968918 8.994385
2015-07-10-13 01 50.924	0.45706177 4.9332123 8.930115
2015-07-10-13 01 50.928	0.22140503 4.937973 8.984863
2015-07-10-13 01 50.934	-0.04638672 4.8368073 9.016998
2015-07-10-13 01 50.939	-0.22253418 4.711838 9.15863
2015-07-10-13 01 50.943	-0.32131958 4.7285004 9.15625
2015-07-10-13 01 50.952	-0.46176147 4.6904144 9.191956
2015-07-10-13 01 50.954	-0.5926819 4.676132 9.22171
2015-07-10-13 01 50.959	-0.62957764 4.59639 9.132446
2015-07-10-13 01 50.965	-0.61053467 4.6582794 8.994385
2015-07-10-13 01 50.970	-0.66052246 4.6190033 8.906311
2015-07-10-13 01 50.974	-0.63790894 4.59877 8.789673
2015-07-10-13 01 50.979	-0.5748291 4.6320953 8.663513
2015-07-10-13 01 50.983	-0.6224365 4.584488 8.519501
2015-07-10-13 01 50.990	-0.57006836 4.483322 8.299316
2015-07-10-13 01 50.994	-0.57006836 4.483322 8.299316
2015-07-10-13 01 50.998	-0.47961426 4.4904633 8.248138
2015-07-10-13 01 51.003	-0.39154053 4.5225983 8.283844
2015-07-10-13 01 51.008	-0.28799438 4.4404755 8.355255
2015-07-10-13 01 51.014	-0.30703735 4.455948 8.3897705
2015-07-10-13 01 51.018	-0.21658325 4.429764 8.559967
2015-07-10-13 01 51.024	-0.11065674 4.40596 8.64447
2015-07-10-13 01 51.028	-0.069000244 4.4095306 8.717072
2015-07-10-13 01 51.034	-0.02734375 4.3702545 8.782532
2015-07-10-13 01 51.039	0.013122559 4.309555 8.793243
2015-07-10-13 01 51.044	0.16189575 4.3012238 8.7039795
2015-07-10-13 01 51.049	0.27853394 4.2607574 8.668274
2015-07-10-13 01 51.054	0.4142151 4.239334 8.495697
2015-07-10-13 01 51.059	0.49276733 4.2167206 8.335022
2015-07-10-13 01 51.064	0.69866943 4.3107452 8.38739
2015-07-10-13 01 51.069	0.79626465 4.3512115 8.351685
2015-07-10-13 01 51.074	0.9164734 4.4464264 8.3897705
2015-07-10-13 01 51.079	0.9831238 4.448807 8.434998
2015-07-10-13 01 51.084	1.1235657 4.5178375 8.338593
2015-07-10-13 01 51.089	1.158081 4.4333344 8.523071
2015-07-10-13 01 51.095	1.2116394 4.4678497 8.64328
2015-07-10-13 01 51.099	1.2342529 4.417862 8.734924
2015-07-10-13 01 51.104	1.2402039 4.34169 8.905121
2015-07-10-13 01 51.109	1.2818604 4.449997 9.162201
2015-07-10-13 01 51.115	1.2497253 4.4607086 9.288361
2015-07-10-13 01 51.119	1.2306824 4.559494 9.35144
2015-07-10-13 01 51.124	1.1985474 4.59758 9.522827
2015-07-10-13 01 51.129	1.2104492 4.7154083 9.568054
2015-07-10-13 01 51.135	1.177124 4.745163 9.54187
2015-07-10-13 01 51.140	1.1402283 5.0308075 9.481171
2015-07-10-13 01 51.144	1.1402283 5.0308075 9.481171
2015-07-10-13 01 51.149	1.2211609 5.1260223 9.619232
2015-07-10-13 01 51.156	1.324707 5.1855316 9.650177
2015-07-10-13 01 51.159	1.2080688 5.266464 9.575195
2015-07-10-13 01 51.164	1.1378479 5.233139 9.675171
2015-07-10-13 01 51.170	1.0271606 5.3271637 9.714447
