2015-07-05-12 01 30.401	-1.1175537 1.4043121 9.0824585
2015-07-05-12 01 30.408	-1.2127686 1.493576 8.968201
2015-07-05-12 01 30.412	-1.2330017 1.6387787 8.855133
2015-07-05-12 01 30.417	-0.9378357 1.7042389 8.847992
2015-07-05-12 01 30.422	-0.6390991 1.7185211 9.013428
2015-07-05-12 01 30.427	-0.49865723 1.6518707 9.180054
2015-07-05-12 01 30.433	-0.4427185 1.5352325 9.122925
2015-07-05-12 01 30.440	-0.45462036 1.5876007 8.870605
2015-07-05-12 01 30.442	-0.67837524 1.7375641 8.615906
2015-07-05-12 01 30.447	-0.71051025 1.897049 8.412384
2015-07-05-12 01 30.452	-0.86761475 2.0910492 8.2100525
2015-07-05-12 01 30.457	-0.95925903 2.2838593 8.202911
2015-07-05-12 01 30.464	-1.0889893 2.3993073 7.923218
2015-07-05-12 01 30.468	-1.1377869 2.379074 7.9029846
2015-07-05-12 01 30.472	-1.2020569 2.449295 7.7661133
2015-07-05-12 01 30.477	-1.2008667 2.443344 7.7149353
2015-07-05-12 01 30.483	-1.2770386 2.4790497 7.3697815
2015-07-05-12 01 30.488	-1.2246704 2.4123993 6.8127747
2015-07-05-12 01 30.492	-1.1354065 2.2481537 6.455719
2015-07-05-12 01 30.497	-0.96520996 2.0422516 6.3355103
2015-07-05-12 01 30.503	-0.9723511 2.0434418 6.249817
2015-07-05-12 01 30.508	-0.76882935 2.250534 6.4402466
2015-07-05-12 01 30.512	-0.7128906 2.4028778 6.6520996
2015-07-05-12 01 30.517	-0.76168823 2.411209 6.8615723
2015-07-05-12 01 30.523	-0.77001953 2.3183746 6.987732
2015-07-05-12 01 30.528	-0.6652832 2.3945465 7.4400024
2015-07-05-12 01 30.535	-0.5319824 2.4409637 7.7601624
2015-07-05-12 01 30.538	-0.49865723 2.2874298 7.9160767
2015-07-05-12 01 30.543	-0.48675537 2.1576996 7.9648743
2015-07-05-12 01 30.549	-0.33322144 2.0934296 8.024384
2015-07-05-12 01 30.553	-0.30822754 1.9660797 7.7363586
2015-07-05-12 01 30.558	-0.25228882 1.9279938 7.3328857
2015-07-05-12 01 30.563	-0.9640198 1.2769623 7.693512
2015-07-05-12 01 30.568	-1.2508545 0.7735138 7.5126038
2015-07-05-12 01 30.573	-1.0675659 0.6735382 7.1388855
2015-07-05-12 01 30.578	-0.9449768 0.7544708 7.180542
2015-07-05-12 01 30.584	-0.91760254 0.91633606 7.3245544
2015-07-05-12 01 30.588	-0.86880493 1.0734406 7.476898
2015-07-05-12 01 30.593	-0.6331482 1.1567535 7.668518
2015-07-05-12 01 30.598	-0.21777344 1.2614899 8.1910095
2015-07-05-12 01 30.603	0.30947876 1.4066925 9.271698
2015-07-05-12 01 30.609	1.3925476 2.282669 13.51828
2015-07-05-12 01 30.614	1.8269653 2.4457245 14.360931
2015-07-05-12 01 30.618	2.3292236 2.198166 14.596588
2015-07-05-12 01 30.624	3.1040344 2.0434418 15.451141
2015-07-05-12 01 30.629	3.3230286 1.7851715 15.693939
2015-07-05-12 01 30.634	2.6755676 1.249588 15.789154
2015-07-05-12 01 30.638	1.8519592 0.74256897 15.065521
2015-07-05-12 01 30.643	1.3068542 0.3200531 14.169312
2015-07-05-12 01 30.649	0.8736267 0.17008972 13.281433
2015-07-05-12 01 30.653	0.4701538 -0.028671265 12.307861
2015-07-05-12 01 30.659	0.1904602 -0.24647522 11.285492
2015-07-05-12 01 30.664	0.06311035 -0.19767761 10.526154
2015-07-05-12 01 30.669	0.113098145 0.0022735596 10.126251
2015-07-05-12 01 30.673	0.2892456 0.30934143 10.013184
2015-07-05-12 01 30.678	0.46777344 0.640213 10.215515
2015-07-05-12 01 30.684	0.6284485 1.0865326 10.389282
2015-07-05-12 01 30.689	0.7331848 1.4376373 10.56662
2015-07-05-12 01 30.694	0.7653198 1.7768402 10.685638
2015-07-05-12 01 30.699	0.7998352 1.8684845 10.643982
