2015-06-29-18 16 05.640	-1.8328552 3.4538116 6.935364
2015-06-29-18 16 05.646	-1.8626099 3.4585724 7.0115356
2015-06-29-18 16 05.651	-1.8649902 3.545456 7.257904
2015-06-29-18 16 05.656	-1.8661804 3.5109406 7.3769226
2015-06-29-18 16 05.664	-1.79953 3.4550018 7.5959167
2015-06-29-18 16 05.667	-1.7400208 3.4085846 7.6720886
2015-06-29-18 16 05.671	-1.722168 3.3395538 7.636383
2015-06-29-18 16 05.676	-1.7102661 3.3371735 7.5697327
2015-06-29-18 16 05.682	-1.6947937 3.2907562 7.6578064
2015-06-29-18 16 05.688	-1.7174072 3.2967072 7.791107
2015-06-29-18 16 05.692	-1.7578735 3.3109894 7.9803467
2015-06-29-18 16 05.697	-1.8495178 3.3550262 8.13031
2015-06-29-18 16 05.702	-1.8614197 3.3097992 8.432617
2015-06-29-18 16 05.706	-1.9935303 3.2610016 8.655182
2015-06-29-18 16 05.712	-2.0637512 3.2050629 8.933685
2015-06-29-18 16 05.718	-2.0375671 3.206253 9.239563
2015-06-29-18 16 05.722	-2.042328 3.2288666 9.515686
2015-06-29-18 16 05.727	-1.9483032 3.2324371 9.79895
2015-06-29-18 16 05.732	-1.9411621 3.2479095 10.016754
2015-06-29-18 16 05.737	-1.8042908 3.295517 10.209564
2015-06-29-18 16 05.742	-1.6650391 3.353836 10.275024
2015-06-29-18 16 05.747	-1.4996033 3.501419 10.37262
2015-06-29-18 16 05.752	-1.4103394 3.603775 10.31192
2015-06-29-18 16 05.758	-1.2829895 3.6858978 10.198853
2015-06-29-18 16 05.764	-1.1782532 3.7394562 10.033417
2015-06-29-18 16 05.769	-0.9890137 3.8465729 9.944153
2015-06-29-18 16 05.772	-0.99139404 3.9846344 9.785858
2015-06-29-18 16 05.777	-0.9378357 4.007248 9.6596985
2015-06-29-18 16 05.783	-0.8533325 4.109604 9.623993
2015-06-29-18 16 05.788	-0.84262085 4.201248 9.570435
2015-06-29-18 16 05.792	-0.8961792 4.2809906 9.521637
2015-06-29-18 16 05.799	-0.9187927 4.59758 9.688263
2015-06-29-18 16 05.803	-0.9187927 4.59758 9.688263
2015-06-29-18 16 05.807	-0.9437866 4.72731 9.837036
2015-06-29-18 16 05.813	-1.0985107 4.872513 10.022705
2015-06-29-18 16 05.817	-1.1604004 4.9272614 10.202423
2015-06-29-18 16 05.823	-1.22229 4.964157 10.410706
2015-06-29-18 16 05.827	-1.228241 5.098648 10.534485
2015-06-29-18 16 05.833	-1.1651611 5.0760345 10.89035
2015-06-29-18 16 05.838	-1.2996521 4.9736786 11.347382
2015-06-29-18 16 05.844	-1.2877502 4.898697 11.633026
2015-06-29-18 16 05.848	-1.2080078 4.79158 11.922241
2015-06-29-18 16 05.854	-1.0997009 4.649948 12.167419
2015-06-29-18 16 05.858	-0.9544983 4.5999603 12.409027
2015-06-29-18 16 05.864	-0.8854675 4.482132 12.410217
2015-06-29-18 16 05.868	-0.83309937 4.444046 12.444733
2015-06-29-18 16 05.873	-0.9890137 4.2798004 12.441162
2015-06-29-18 16 05.881	-1.2722778 3.988205 12.335236
2015-06-29-18 16 05.886	-1.4174805 3.7549286 12.330475
2015-06-29-18 16 05.888	-1.5650635 3.6668549 12.345947
2015-06-29-18 16 05.893	-1.6507568 3.546646 12.479248
2015-06-29-18 16 05.898	-1.6638489 3.4145355 12.649445
2015-06-29-18 16 05.904	-1.6293335 3.3181305 13.00412
2015-06-29-18 16 05.908	-1.6186218 3.2729034 13.233826
