2015-06-30-20 31 31.748	-0.2130127 0.4938202 8.014862
2015-06-30-20 31 31.755	-0.20706177 0.5818939 7.732788
2015-06-30-20 31 31.760	-0.23919678 0.5830841 7.411438
2015-06-30-20 31 31.764	-0.24871826 0.5688019 7.1246033
2015-06-30-20 31 31.769	-0.2951355 0.62831116 6.860382
2015-06-30-20 31 31.777	-0.37963867 0.81755066 6.634247
2015-06-30-20 31 31.780	-0.4355774 0.8246918 6.4283447
2015-06-30-20 31 31.784	-0.49746704 0.9365692 6.274811
2015-06-30-20 31 31.790	-0.5105591 0.97346497 6.2414856
2015-06-30-20 31 31.794	-0.52960205 1.056778 6.2033997
2015-06-30-20 31 31.800	-0.5022278 1.0865326 6.2914734
2015-06-30-20 31 31.804	-0.49865723 1.2198334 6.435486
2015-06-30-20 31 31.810	-0.43200684 1.2507782 6.4093018
2015-06-30-20 31 31.815	-0.3189392 1.3352814 6.467621
2015-06-30-20 31 31.820	-0.30822754 1.3662262 6.531891
2015-06-30-20 31 31.828	-0.3356018 1.4400177 6.6259155
2015-06-30-20 31 31.830	-0.38796997 1.4221649 6.6259155
2015-06-30-20 31 31.835	-0.44152832 1.4388275 6.685425
2015-06-30-20 31 31.842	-0.46533203 1.3900299 6.763977
2015-06-30-20 31 31.845	-0.5510254 1.3471832 6.8699036
2015-06-30-20 31 31.851	-0.6426697 1.3471832 6.8877563
2015-06-30-20 31 31.857	-0.6426697 1.2745819 6.9448853
2015-06-30-20 31 31.863	-0.63671875 1.2436371 7.0817566
2015-06-30-20 31 31.865	-0.49627686 1.2079315 7.2745667
2015-06-30-20 31 31.873	-0.5593567 1.0960541 7.475708
2015-06-30-20 31 31.876	-0.5093689 1.0282135 7.804199
2015-06-30-20 31 31.881	-0.44985962 0.90086365 7.983917
2015-06-30-20 31 31.885	-0.3605957 0.7580414 8.434998
2015-06-30-20 31 31.890	-0.3189392 0.58070374 8.827759
2015-06-30-20 31 31.896	-0.26062012 0.37480164 9.171722
2015-06-30-20 31 31.901	-0.25109863 0.14271545 9.545441
2015-06-30-20 31 31.906	-0.0725708 -0.052474976 9.99057
2015-06-30-20 31 31.911	0.05596924 -0.22981262 10.451172
2015-06-30-20 31 31.916	0.1749878 -0.44999695 10.811798
2015-06-30-20 31 31.924	0.34994507 -0.63209534 11.185516
2015-06-30-20 31 31.926	0.5118103 -0.70350647 11.387848
2015-06-30-20 31 31.931	0.58084106 -0.79515076 11.78894
2015-06-30-20 31 31.936	0.7331848 -0.87846375 11.798462
2015-06-30-20 31 31.941	0.82244873 -0.7891998 12.016266
2015-06-30-20 31 31.946	0.8022156 -0.84394836 12.263824
2015-06-30-20 31 31.951	0.7903137 -0.758255 12.379272
