2015-07-01-20 32 47.589	0.9819336 0.25221252 9.819183
2015-07-01-20 32 47.595	0.96051025 0.15223694 10.135773
2015-07-01-20 32 47.601	0.9081421 0.16294861 10.359528
2015-07-01-20 32 47.606	0.8843384 0.1391449 10.573761
2015-07-01-20 32 47.612	1.0140686 0.061782837 10.6285095
2015-07-01-20 32 47.616	1.1461792 -0.0060577393 10.638031
2015-07-01-20 32 47.621	1.3770752 -0.07984924 10.666595
2015-07-01-20 32 47.626	1.6436768 -0.21910095 10.609467
2015-07-01-20 32 47.631	1.9804993 -0.27861023 10.837982
2015-07-01-20 32 47.636	2.4577637 -0.37025452 11.072449
2015-07-01-20 32 47.643	2.8493347 -0.5368805 11.433075
2015-07-01-20 32 47.646	3.3016052 -0.6701813 11.84964
2015-07-01-20 32 47.651	3.5967712 -0.6773224 12.413788
2015-07-01-20 32 47.656	3.7717285 -0.7653961 12.962463
2015-07-01-20 32 47.662	3.7669678 -0.87965393 13.458771
2015-07-01-20 32 47.666	3.4599 -1.1188812 13.759888
2015-07-01-20 32 47.671	2.895752 -1.3462067 13.855103
2015-07-01-20 32 47.677	1.940033 -1.7901459 14.563263
2015-07-01-20 32 47.682	1.330658 -1.8544159 14.532318
2015-07-01-20 32 47.686	1.2223511 -1.7389679 14.044342
2015-07-01-20 32 47.692	1.035492 -1.6901703 13.369507
2015-07-01-20 32 47.697	0.69628906 -1.6247101 12.881531
2015-07-01-20 32 47.701	0.70581055 -1.4592743 12.255493
2015-07-01-20 32 47.706	0.9831238 -1.2486115 11.779419
2015-07-01-20 32 47.711	1.478241 -0.8903656 11.65921
2015-07-01-20 32 47.717	1.7686462 -0.59757996 11.747284
2015-07-01-20 32 47.722	2.010254 -0.25242615 11.875824
2015-07-01-20 32 47.727	2.1947327 -0.03819275 11.809174
2015-07-01-20 32 47.732	2.356598 0.03916931 11.553284
2015-07-01-20 32 47.737	2.3673096 -0.060806274 11.575897
2015-07-01-20 32 47.744	2.191162 -0.34049988 11.902008
2015-07-01-20 32 47.747	1.8900452 -0.83680725 12.389984
2015-07-01-20 32 47.752	1.574646 -1.4330902 13.100525
2015-07-01-20 32 47.757	1.3020935 -2.00914 13.58136
2015-07-01-20 32 47.762	0.9795532 -2.5828094 13.857483
2015-07-01-20 32 47.767	0.6439209 -2.9958038 13.894379
2015-07-01-20 32 47.772	0.49038696 -3.2421722 13.770599
