2015-07-01-20 27 59.090	-0.1963501 2.2029266 10.122681
2015-07-01-20 27 59.096	-0.22015381 2.1505585 10.303589
2015-07-01-20 27 59.102	-0.24990845 2.1850739 10.288116
2015-07-01-20 27 59.106	-0.42010498 2.1398468 10.302399
2015-07-01-20 27 59.113	-0.6807556 2.0672455 10.194092
2015-07-01-20 27 59.116	-0.8473816 2.038681 10.063171
2015-07-01-20 27 59.122	-0.8461914 2.051773 9.884644
2015-07-01-20 27 59.129	-0.79977417 2.114853 9.673981
2015-07-01-20 27 59.132	-0.83428955 2.1529388 9.440704
2015-07-01-20 27 59.137	-0.7390747 2.2481537 9.212189
2015-07-01-20 27 59.142	-0.664093 2.2779083 9.271698
2015-07-01-20 27 59.146	-0.5319824 2.3755035 9.253845
2015-07-01-20 27 59.152	-0.29870605 2.3826447 9.353821
2015-07-01-20 27 59.156	-0.114227295 2.345749 9.614471
2015-07-01-20 27 59.163	0.1166687 2.3326569 9.877502
2015-07-01-20 27 59.167	0.3142395 2.2386322 10.17981
2015-07-01-20 27 59.172	0.5939331 2.2207794 10.453552
2015-07-01-20 27 59.180	0.79626465 2.0410614 10.734436
2015-07-01-20 27 59.182	0.9402771 1.9125214 11.040314
2015-07-01-20 27 59.187	1.0152588 1.7363739 11.21051
2015-07-01-20 27 59.192	0.9724121 1.6518707 11.427124
2015-07-01-20 27 59.197	0.798645 1.5745087 11.638977
2015-07-01-20 27 59.202	0.48562622 1.4781036 11.653259
2015-07-01-20 27 59.207	-0.024963379 1.2829132 13.404022
2015-07-01-20 27 59.213	-0.07376099 1.3828888 12.322144
2015-07-01-20 27 59.217	-0.27490234 1.5078583 11.649689
2015-07-01-20 27 59.222	-0.15588379 1.5852203 11.53186
2015-07-01-20 27 59.227	0.008361816 1.544754 11.243835
2015-07-01-20 27 59.232	0.15475464 1.5209503 11.317627
2015-07-01-20 27 59.237	0.27139282 1.4376373 11.546143
2015-07-01-20 27 59.242	0.40231323 1.4055023 11.9817505
2015-07-01-20 27 59.248	0.6201172 1.3733673 12.505432
2015-07-01-20 27 59.252	0.7819824 1.2543488 13.014832
2015-07-01-20 27 59.257	0.77960205 0.8961029 13.525421
2015-07-01-20 27 59.263	0.5689392 0.45573425 13.865814
2015-07-01-20 27 59.267	0.26068115 0.15342712 13.849152
2015-07-01-20 27 59.278	-0.06304932 -0.11198425 13.697998
2015-07-01-20 27 59.279	-0.78430176 -0.42619324 12.913666
2015-07-01-20 27 59.283	-0.78430176 -0.42619324 12.913666
2015-07-01-20 27 59.287	-0.9937744 -0.44761658 12.397125
2015-07-01-20 27 59.292	-1.2330017 -0.41786194 11.943665
2015-07-01-20 27 59.299	-1.3639221 -0.36192322 11.446167
2015-07-01-20 27 59.303	-1.3496399 -0.18815613 11.006989
2015-07-01-20 27 59.307	-1.3901062 -0.106033325 10.520203
2015-07-01-20 27 59.312	-1.3710632 0.11534119 9.912018
2015-07-01-20 27 59.317	-1.3353577 0.2212677 9.581146
2015-07-01-20 27 59.323	-1.2532349 0.41288757 9.100311
2015-07-01-20 27 59.328	-1.0175781 0.40098572 8.865845
2015-07-01-20 27 59.333	-0.8378601 0.29148865 8.677795
2015-07-01-20 27 59.338	-0.6997986 0.19389343 8.809906
2015-07-01-20 27 59.343	-0.5188904 -0.05366516 9.0824585
2015-07-01-20 27 59.348	-0.26062012 -0.1334076 9.509735
2015-07-01-20 27 59.353	-0.053527832 -0.33573914 10.177429
2015-07-01-20 27 59.358	0.072631836 -0.4285736 10.690399
2015-07-01-20 27 59.363	0.2071228 -0.65708923 11.031982
2015-07-01-20 27 59.368	0.05596924 -0.7939606 11.258118
2015-07-01-20 27 59.373	0.15951538 -0.9951019 11.371185
2015-07-01-20 27 59.378	0.20355225 -1.0831757 11.267639
2015-07-01-20 27 59.383	0.28805542 -1.1652985 11.106964
2015-07-01-20 27 59.388	0.32733154 -1.0986481 10.828461
2015-07-01-20 27 59.393	0.44396973 -1.1533966 10.5963745
2015-07-01-20 27 59.398	0.51538086 -1.0070038 10.397614
2015-07-01-20 27 59.403	0.64630127 -0.8665619 10.122681
2015-07-01-20 27 59.408	0.72366333 -0.67375183 9.913208
2015-07-01-20 27 59.413	0.849823 -0.5356903 9.694214
2015-07-01-20 27 59.418	0.97836304 -0.4131012 9.465698
2015-07-01-20 27 59.424	1.0521545 -0.347641 9.270508
2015-07-01-20 27 59.429	1.0283508 -0.10127258 8.921783
2015-07-01-20 27 59.433	1.0283508 -0.10127258 8.921783
2015-07-01-20 27 59.439	0.98431396 0.06416321 8.83371
2015-07-01-20 27 59.444	1.0462036 0.19032288 8.568298
2015-07-01-20 27 59.449	1.0247803 0.26411438 8.329071
2015-07-01-20 27 59.454	0.87719727 0.35099792 8.123169
2015-07-01-20 27 59.459	0.79745483 0.47001648 7.8696594
2015-07-01-20 27 59.464	0.7819824 0.48072815 7.55307
2015-07-01-20 27 59.469	0.6582031 0.6259308 7.3888245
2015-07-01-20 27 59.474	0.535614 0.7009125 7.0567627
2015-07-01-20 27 59.480	-0.0642395 0.49024963 6.521179
2015-07-01-20 27 59.484	-0.0642395 0.49024963 6.521179
2015-07-01-20 27 59.489	-0.122558594 0.7651825 6.473572
2015-07-01-20 27 59.494	0.12857056 1.1353302 6.5342712
2015-07-01-20 27 59.499	0.47610474 1.3638458 6.5556946
2015-07-01-20 27 59.505	0.60583496 1.4459686 6.4140625
2015-07-01-20 27 59.509	0.59036255 1.3983612 6.264099
2015-07-01-20 27 59.514	0.5308533 1.3709869 6.20578
2015-07-01-20 27 59.519	0.4142151 1.2757721 6.2462463
2015-07-01-20 27 59.525	0.34399414 1.2412567 6.33313
2015-07-01-20 27 59.529	0.2487793 1.1972198 6.4604797
2015-07-01-20 27 59.534	0.2654419 1.1174774 6.5247498
2015-07-01-20 27 59.539	0.4463501 1.2126923 6.634247
2015-07-01-20 27 59.545	0.5201416 1.2031708 6.892517
2015-07-01-20 27 59.549	0.7319946 1.2769623 7.2745667
2015-07-01-20 27 59.554	0.9402771 1.345993 7.693512
2015-07-01-20 27 59.560	1.0878601 1.4519196 7.989868
2015-07-01-20 27 59.565	1.2842407 1.4542999 8.220764
2015-07-01-20 27 59.569	1.3377991 1.384079 8.519501
2015-07-01-20 27 59.575	1.4056396 1.287674 8.831329
2015-07-01-20 27 59.581	1.4972839 1.2460175 8.928925
2015-07-01-20 27 59.587	1.4972839 1.2793427 8.884888
2015-07-01-20 27 59.589	1.3377991 1.3567047 8.947968
2015-07-01-20 27 59.595	1.3473206 1.4364471 9.116974
2015-07-01-20 27 59.600	1.4365845 1.4126434 9.169342
2015-07-01-20 27 59.605	1.3973083 1.3495636 9.180054
2015-07-01-20 27 59.610	1.3711243 1.1841278 9.127686
2015-07-01-20 27 59.615	1.3389893 1.1317596 9.116974
2015-07-01-20 27 59.620	1.3580322 1.0972443 9.310974
2015-07-01-20 27 59.626	1.3520813 1.1186676 9.441895
2015-07-01-20 27 59.631	1.2235413 1.378128 9.822754
2015-07-01-20 27 59.635	1.3151855 1.4126434 9.895355
2015-07-01-20 27 59.640	1.3996887 1.281723 9.763245
2015-07-01-20 27 59.645	1.5091858 1.2460175 9.73587
2015-07-01-20 27 59.650	1.5401306 1.2245941 9.850128
2015-07-01-20 27 59.655	1.5996399 1.3162384 10.277405
2015-07-01-20 27 59.660	1.652008 1.3340912 10.904633
2015-07-01-20 27 59.665	1.7638855 1.1960297 11.161713
2015-07-01-20 27 59.673	1.9638367 1.0865326 11.473541
2015-07-01-20 27 59.676	2.0780945 0.9068146 11.5271
2015-07-01-20 27 59.680	2.1138 0.7413788 11.546143
2015-07-01-20 27 59.687	2.0864258 0.5937958 11.674683
2015-07-01-20 27 59.694	1.8638611 0.39860535 11.836548
2015-07-01-20 27 59.697	1.6543884 0.312912 11.973419
2015-07-01-20 27 59.700	1.4901428 0.1641388 12.099579
2015-07-01-20 27 59.706	1.2056885 0.08796692 12.094818
2015-07-01-20 27 59.710	1.042633 0.0034637451 11.91153
2015-07-01-20 27 59.715	0.9640808 -0.0750885 11.698486
2015-07-01-20 27 59.720	0.8807678 -0.21910095 11.4878235
