2015-06-14-11 27 16.049	-0.81048584 2.1053314 9.664459
2015-06-14-11 27 16.054	-0.79977417 2.116043 9.759674
2015-06-14-11 27 16.059	-0.811676 2.0815277 9.725159
2015-06-14-11 27 16.065	-0.7628784 2.0291595 9.620422
2015-06-14-11 27 16.070	-0.7581177 2.09581 9.647797
2015-06-14-11 27 16.074	-0.66290283 2.064865 9.718018
2015-06-14-11 27 16.082	-0.6890869 2.051773 9.751343
2015-06-14-11 27 16.085	-0.7390747 2.0779572 9.815613
2015-06-14-11 27 16.090	-0.7295532 2.0291595 9.695404
2015-06-14-11 27 16.096	-0.6926575 2.0089264 9.622803
2015-06-14-11 27 16.100	-0.6676636 2.044632 9.610901
2015-06-14-11 27 16.105	-0.70217896 2.0850983 9.546631
2015-06-14-11 27 16.110	-0.70098877 2.0398712 9.499023
2015-06-14-11 27 16.115	-0.6569519 2.0482025 9.522827
2015-06-14-11 27 16.120	-0.6498108 2.0267792 9.519257
2015-06-14-11 27 16.125	-0.5938721 1.9910736 9.457367
2015-06-14-11 27 16.130	-0.58673096 2.050583 9.434753
2015-06-14-11 27 16.135	-0.6260071 2.0374908 9.364532
2015-06-14-11 27 16.140	-0.57006836 2.0089264 9.437134
2015-06-14-11 27 16.147	-0.6331482 1.9696503 9.574005
2015-06-14-11 27 16.150	-0.57006836 1.9565582 9.60257
2015-06-14-11 27 16.155	-0.5069885 1.9696503 9.632324
2015-06-14-11 27 16.160	-0.51174927 1.9458466 9.616852
2015-06-14-11 27 16.166	-0.52841187 1.9279938 9.5252075
2015-06-14-11 27 16.171	-0.51412964 2.0041656 9.419281
2015-06-14-11 27 16.175	-0.51412964 2.0041656 9.419281
2015-06-14-11 27 16.182	-0.5415039 2.0160675 9.385956
2015-06-14-11 27 16.186	-0.4177246 1.9827423 9.2812195
2015-06-14-11 27 16.190	-0.5069885 1.9851227 9.381195
2015-06-14-11 27 16.198	-0.5426941 2.0208282 9.365723
2015-06-14-11 27 16.201	-0.4593811 2.0232086 9.280029
2015-06-14-11 27 16.206	-0.44033813 2.0279694 9.258606
2015-06-14-11 27 16.210	-0.41653442 2.0470123 9.296692
2015-06-14-11 27 16.216	-0.39868164 1.9636993 9.41571
2015-06-14-11 27 16.221	-0.44747925 1.9970245 9.462128
2015-06-14-11 27 16.226	-0.44152832 2.0232086 9.429993
2015-06-14-11 27 16.231	-0.42367554 1.9839325 9.520447
2015-06-14-11 27 16.236	-0.42962646 1.9601288 9.562103
2015-06-14-11 27 16.241	-0.43319702 2.0291595 9.618042
2015-06-14-11 27 16.246	-0.43676758 1.9482269 9.625183
2015-06-14-11 27 16.251	-0.41296387 1.9732208 9.740631
2015-06-14-11 27 16.256	-0.4760437 1.9886932 9.694214
2015-06-14-11 27 16.264	-0.49746704 1.9756012 9.747772
2015-06-14-11 27 16.266	-0.53079224 1.9660797 9.790619
2015-06-14-11 27 16.271	-0.57006836 2.0172577 9.812042
2015-06-14-11 27 16.276	-0.5664978 2.0493927 9.838226
2015-06-14-11 27 16.282	-0.47247314 1.9803619 9.8905945
2015-06-14-11 27 16.287	-0.4355774 2.0422516 9.813232
2015-06-14-11 27 16.291	-0.45581055 1.9994049 9.956055
2015-06-14-11 27 16.298	-0.4605713 1.9529877 9.948914
2015-06-14-11 27 16.302	-0.42129517 1.9315643 10.015564
2015-06-14-11 27 16.307	-0.42367554 1.9625092 10.029846
2015-06-14-11 27 16.311	-0.4689026 1.9589386 10.072693
2015-06-14-11 27 16.318	-0.5248413 1.8922882 10.081024
2015-06-14-11 27 16.323	-0.55340576 1.897049 10.085785
2015-06-14-11 27 16.327	-0.61172485 1.8744354 10.201233
2015-06-14-11 27 16.332	-0.6390991 1.8363495 10.339294
